relation,display_relation,x_index,x_id,x_type,x_name,x_source,y_index,y_id,y_type,y_name,y_source
drug_effect,side effect,22252,DB13173,drug,Cerliponase alfa,DrugBank,26036,8994,effect/phenotype,Proximal lower limb muscle weakness,HPO
drug_effect,side effect,22252,DB13173,drug,Cerliponase alfa,DrugBank,86280,25264,effect/phenotype,Stiff ankle,HPO
drug_effect,side effect,22252,DB13173,drug,Cerliponase alfa,DrugBank,86335,25335,effect/phenotype,Delayed ability to stand,HPO
bioprocess_protein,interacts with,844,1201,gene/protein,CLN3,NCBI,111101,36335,biological_process,intestinal stem cell homeostasis,GO
drug_effect,side effect,22252,DB13173,drug,Cerliponase alfa,DrugBank,26022,3679,effect/phenotype,Pace of progression,HPO
anatomy_protein_present,expression present,83233,6999,effect/phenotype,Basal ganglia gliosis,HPO,64098,966,anatomy,retina,UBERON
molfunc_protein,interacts with,11508,79947,gene/protein,DHDDS,NCBI,129322,4659,molecular function,prenyltransferase activity,GO
phenotype_phenotype,parent-child,24852,546,effect/phenotype,Retinal degeneration,HPO,28152,11510,effect/phenotype,Drusen,HPO
disease_phenotype_positive,phenotype present,129323,8767,disease,neuronal ceroid lipofuscinosis 3,MONDO,84772,10873,effect/phenotype,Cervical spinal cord atrophy,HPO
drug_effect,side effect,16683,DB00593,drug,Ethosuximide,DrugBank,46794,6935,biological_process,chemotaxis,GO
phenotype_protein,associated with,103279,31648,biological_process,protein destabilization,GO,3642,5538,gene/protein,PPT1,NCBI
disease_phenotype_positive,phenotype present,40786,5284,disease,chronic progressive multiple sclerosis,MONDO,27824,20,effect/phenotype,Urinary incontinence,HPO
disease_phenotype_positive,phenotype present,40786,5284,disease,chronic progressive multiple sclerosis,MONDO,29520,2607,effect/phenotype,Bowel incontinence,HPO
disease_phenotype_positive,phenotype present,129323,8767,disease,neuronal ceroid lipofuscinosis 3,MONDO,129324,726,effect/phenotype,Dementia,HPO
protein_protein,ppi,844,1201,gene/protein,CLN3,NCBI,844,1201,gene/protein,CLN3,NCBI
bioprocess_protein,interacts with,129325,10494,biological process,cytoplasmic stress granule,GO,844,1201,gene/protein,CLN3,NCBI
drug_effect,side effect,62326,D008094,exposure,Lithium,CTD,129326,1900089,molecular function,negative regulation of inositol biosynthetic process,GO
disease_phenotype_positive,phenotype present,30631,8083_13866_12588_12391_11144_12188_12414_8767_8769_10830_14147_10378_9744_9745_16295_1011570_1011571_1011578_1011577_1011568_1011430_1010879_1010880_1010881_1010885_1010886_1010887_1010888_1010889_1010890_1010891_1010892_1010893_1010894_1010899_1010900_1010901_1010903_1011569_1011572_1011573_1011574_1011575_1011576_1012707,disease,neuronal ceroid lipofuscinosis,MONDO_grouped,129324,726,effect/phenotype,Dementia,HPO
anatomy_anatomy,parent-child,64088,955,anatomy,brain,UBERON,26762,2120,effect/phenotype,Cerebral cortical atrophy,HPO
indication,indication,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81909,3489,effect/phenotype,Acute episodes of neuropathic symptoms,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3180,4864,gene/protein,NPC1,NCBI
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,40818,5559,disease,neurodegenerative disease,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25864,4356,effect/phenotype,Abnormality of lysosomal metabolism,HPO
cellcomp_protein,interacts with,59632,5770,cellular_component,late endosome,GO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,91011,100708,effect/phenotype,Abnormal microglia morphology,HPO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_protein,associated with,88284,32479,effect/phenotype,Preimplantation lethality,HPO,12668,116150,gene/protein,NUS1,NCBI
disease_disease,parent-child,63514,R-HSA-8863678,pathway,Neurodegenerative Diseases,REACTOME,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
bioprocess_protein,interacts with,63451,R-HSA-70171,pathway,Glycolysis,REACTOME,3180,4864,gene/protein,NPC1,NCBI
bioprocess_protein,interacts with,63457,R-HSA-71336,pathway,Pentose phosphate pathway,REACTOME,3180,4864,gene/protein,NPC1,NCBI
drug_drug,synergistic interaction,22498,DB02962,drug,Benzimidazole,DrugBank,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25636,2180,effect/phenotype,Neurodegeneration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,80889,1433,effect/phenotype,Hepatosplenomegaly,HPO
exposure_disease,linked to,17125,DB00290,drug,Bleomycin,DrugBank,29269,2206,effect/phenotype,Pulmonary fibrosis,HPO
phenotype_protein,associated with,26516,30760,effect/phenotype,Renal fibrosis,HPO,3180,4864,gene/protein,NPC1,NCBI
anatomy_protein_present,expression present,65209,2113,anatomy,kidney,UBERON,3180,4864,gene/protein,NPC1,NCBI
bioprocess_protein,interacts with,62921,R-HSA-109581,pathway,Apoptosis,REACTOME,3180,4864,gene/protein,NPC1,NCBI
cellcomp_protein,interacts with,129329,5773,cellular component,vacuole,GO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,83293,7190,effect/phenotype,Neuronal loss in the cerebral cortex,HPO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,26226,1824,effect/phenotype,Weight loss,HPO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,58961,5773,cellular_component,vacuole,GO,3180,4864,gene/protein,NPC1,NCBI
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6962,10577,gene/protein,NPC2,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,30291,15004_10983_44871_12712_14019_30486_30513_30538_13813_15003_12789_859215_14627_25691_30958_7495_7496_957385_14033_957542_30455_13928_957539_24304_9142_100098,disease,dystonia,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25471,2015,effect/phenotype,Dysphagia,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,44622,437,disease,cerebellar ataxia,MONDO
phenotype_protein,associated with,25593,4302,effect/phenotype,Functional motor deficit,HPO,3180,4864,gene/protein,NPC1,NCBI
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,83331,7307,effect/phenotype,Rapid neurologic deterioration,HPO
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,88284,32479,effect/phenotype,Preimplantation lethality,HPO
indication,indication,19022,DB00419,drug,Miglustat,DrugBank,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_disease,parent-child,94174,18316,disease,fatal post-viral neurodegenerative disorder,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
indication,indication,22992,DB05025,drug,Arimoclomol,DrugBank,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
drug_drug,synergistic interaction,22992,DB05025,drug,Arimoclomol,DrugBank,19022,DB00419,drug,Miglustat,DrugBank
bioprocess_protein,interacts with,47147,46907,biological_process,intracellular transport,GO,3180,4864,gene/protein,NPC1,NCBI
bioprocess_protein,interacts with,63335,R-HSA-556833,pathway,Metabolism of lipids,REACTOME,3180,4864,gene/protein,NPC1,NCBI
bioprocess_protein,interacts with,47147,46907,biological_process,intracellular transport,GO,6962,10577,gene/protein,NPC2,NCBI
bioprocess_protein,interacts with,63335,R-HSA-556833,pathway,Metabolism of lipids,REACTOME,6962,10577,gene/protein,NPC2,NCBI
phenotype_protein,associated with,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,3180,4864,gene/protein,NPC1,NCBI
drug_protein,target,22992,DB05025,drug,Arimoclomol,DrugBank,3180,4864,gene/protein,NPC1,NCBI
disease_disease,parent-child,40818,5559,disease,neurodegenerative disease,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,63514,R-HSA-8863678,pathway,Neurodegenerative Diseases,REACTOME
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,129319,2561,disease,lysosomal storage disease,MONDO
disease_disease,parent-child,129319,2561,disease,lysosomal storage disease,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
phenotype_protein,associated with,91235,410154,effect/phenotype,Increased level of myristic acid in serum,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81524,2333,effect/phenotype,Motor deterioration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,28171,33429,effect/phenotype,Neuroinflammation,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,89208,33695,effect/phenotype,Occupational disability,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81306,1522,effect/phenotype,Death in infancy,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,41660,5027,disease,epilepsy,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25166,1251,effect/phenotype,Ataxia,HPO
drug_effect,side effect,19067,DB04540,drug,Cholesterol,DrugBank,56185,8219,biological_process,cell death,GO
bioprocess_protein,interacts with,51511,46649,biological_process,lymphocyte activation,GO,7161,10892,gene/protein,MALT1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81196,1046,effect/phenotype,Intermittent jaundice,HPO
phenotype_protein,associated with,43749,1437,disease,pulmonary alveolar proteinosis,MONDO,6962,10577,gene/protein,NPC2,NCBI
disease_phenotype_positive,phenotype present,86575,25708,effect/phenotype,Early young adult onset,HPO,6962,10577,gene/protein,NPC2,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25766,1392,effect/phenotype,Abnormality of the liver,HPO
drug_effect,side effect,22992,DB05025,drug,Arimoclomol,DrugBank,26022,3679,effect/phenotype,Pace of progression,HPO
drug_effect,side effect,22992,DB05025,drug,Arimoclomol,DrugBank,89730,34382,effect/phenotype,Disease remission,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25619,1260,effect/phenotype,Dysarthria,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25593,4302,effect/phenotype,Functional motor deficit,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25150,100543,effect/phenotype,Cognitive impairment,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,28409,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25472,1250,effect/phenotype,Seizure,HPO
drug_protein,target,22992,DB05025,drug,Arimoclomol,DrugBank,4702,7030,gene/protein,TFE3,NCBI
phenotype_protein,associated with,27716,34934,effect/phenotype,Abnormal circulating 7-dehydrocholesterol concentration,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,86575,25708,effect/phenotype,Early young adult onset,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81960,3621,effect/phenotype,Juvenile onset,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,35732,19542,disease,acute liver failure,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,30432,12941_8617_54849_9960_33643_32601_13153_12831_12845_12875_30314_11471_5265_12832_12610_12840_11087_11521_11661_11699_11700_11701_12040_12829_12837_12838_12841_12852_12886_12887_12940_12973_13012,disease,inflammatory bowel disease,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26009,3651,effect/phenotype,Foam cells,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,85601,12390,effect/phenotype,Anal fissure,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,94278,4026,disease,skin tag,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,30880,976268_32857_30335_32575_32586_957253_976266_7456,disease,diarrhea,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,90016,34718,effect/phenotype,Vacuolated hepatocytes,HPO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,43536,15611,disease,neutral lipid storage disease,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26786,2344,effect/phenotype,Progressive neurologic deterioration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,40780,5395,disease,movement disorder,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25638,1300,effect/phenotype,Parkinsonism,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,31961,11671_11299_11487_18425_15548,disease,Huntington disease-like,MONDO_grouped
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,83319,7272,effect/phenotype,Progressive psychomotor deterioration,HPO
phenotype_protein,associated with,129319,2561,disease,lysosomal storage disease,MONDO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,25404,1873,effect/phenotype,Thrombocytopenia,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_protein,associated with,82243,4420,effect/phenotype,Arterial thrombosis,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_protein,associated with,42751,24644,disease,myocardial ischemia,MONDO,3180,4864,gene/protein,NPC1,NCBI
disease_protein,associated with,25504,2637,effect/phenotype,Cerebral ischemia,HPO,3180,4864,gene/protein,NPC1,NCBI
drug_effect,side effect,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,24763,365,effect/phenotype,Hearing impairment,HPO
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,12031,84317,gene/protein,CCDC115,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,59938,57835,gene/protein,SLC4A5,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6252,9681,gene/protein,DEPDC5,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1435,2110,gene/protein,ETFDH,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7615,23020,gene/protein,SNRNP200,NCBI
disease_protein,associated with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1217,1793,gene/protein,DOCK1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25057,952,effect/phenotype,Jaundice,HPO
disease_disease,parent-child,31560,13060,disease,autosomal recessive Parkinson disease 14,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
phenotype_protein,associated with,25638,1300,effect/phenotype,Parkinsonism,HPO,3180,4864,gene/protein,NPC1,NCBI
phenotype_protein,associated with,129324,726,effect/phenotype,Dementia,HPO,3180,4864,gene/protein,NPC1,NCBI
anatomy_protein_present,expression present,65458,2371,anatomy,bone marrow,UBERON,26009,3651,effect/phenotype,Foam cells,HPO
anatomy_protein_present,expression present,65203,2107,anatomy,liver,UBERON,26009,3651,effect/phenotype,Foam cells,HPO
anatomy_protein_present,expression present,65202,2106,anatomy,spleen,UBERON,26009,3651,effect/phenotype,Foam cells,HPO
drug_effect,side effect,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO
bioprocess_protein,interacts with,129330,266,biological process,mitochondrial fission,GO,3180,4864,gene/protein,NPC1,NCBI
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83334,7313,effect/phenotype,Cerebral degeneration,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,87440,31211,effect/phenotype,Elevated cholesterol ester level,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,97336,11509,disease,"low density lipoprotein cholesterol, mild elevation of",MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83648,8167,effect/phenotype,Very long chain fatty acid accumulation,HPO
drug_effect,side effect,129328,DB15379,drug,Hydroxypropyl betadex,DrugBank,83037,6516,effect/phenotype,Hypersensitivity pneumonitis,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25217,1744,effect/phenotype,Splenomegaly,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24820,496,effect/phenotype,Abnormality of eye movement,HPO
phenotype_phenotype,parent-child,24820,496,effect/phenotype,Abnormality of eye movement,HPO,28409,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO
phenotype_phenotype,parent-child,24820,496,effect/phenotype,Abnormality of eye movement,HPO,83540,7885,effect/phenotype,Slowed horizontal saccades,HPO
phenotype_protein,associated with,25903,789,effect/phenotype,Infertility,HPO,3180,4864,gene/protein,NPC1,NCBI
disease_disease,parent-child,40655,19052,disease,inborn errors of metabolism,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,129319,2561,disease,lysosomal storage disease,MONDO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,43140,510,disease,synucleinopathy,MONDO
indication,indication,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,19022,DB00419,drug,Miglustat,DrugBank
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25469,1257,effect/phenotype,Spasticity,HPO
off-label use,off-label use,19022,DB00419,drug,Miglustat,DrugBank,30934,17380_9262_9261_9260_18149_100446,disease,GM1 gangliosidosis,MONDO_grouped
drug_effect,side effect,62480,D014150,exposure,Antipsychotic Agents,CTD,44734,800105,disease,catatonia,MONDO
indication,indication,15313,DB00555,drug,Lamotrigine,DrugBank,44734,800105,disease,catatonia,MONDO
indication,indication,17124,DB00186,drug,Lorazepam,DrugBank,44734,800105,disease,catatonia,MONDO
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,25389,11873,effect/phenotype,Abnormal platelet count,HPO
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,30880,976268_32857_30335_32575_32586_957253_976266_7456,disease,diarrhea,MONDO_grouped
disease_protein,associated with,41532,19255,disease,sphingolipidosis,MONDO,27716,34934,effect/phenotype,Abnormal circulating 7-dehydrocholesterol concentration,HPO
disease_protein,associated with,41532,19255,disease,sphingolipidosis,MONDO,92645,6000611,effect/phenotype,Elevated circulating chitotriosidase activity,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81676,2878,effect/phenotype,Respiratory failure,HPO
disease_phenotype_positive,phenotype present,43387,17739,disease,disorder of lysosomal-related organelles,MONDO,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,87860,31847,effect/phenotype,Difficulty walking backward,HPO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,40599,3847,disease,hereditary disease,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26039,1336,effect/phenotype,Myoclonus,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,93369,7325,effect/phenotype,Generalized dystonia,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,90247,34988,effect/phenotype,Focal necrotic thalamus lesion,HPO
drug_effect,side effect,19022,DB00419,drug,Miglustat,DrugBank,26226,1824,effect/phenotype,Weight loss,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26226,1824,effect/phenotype,Weight loss,HPO
exposure_cellcomp,interacts with,19067,DB04540,drug,Cholesterol,DrugBank,129331,5764,cellular component,lysosome,GO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24803,605,effect/phenotype,Supranuclear gaze palsy,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,29171,2376,effect/phenotype,Developmental regression,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25003,1396,effect/phenotype,Cholestasis,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81087,658,effect/phenotype,Eyelid apraxia,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,129324,726,effect/phenotype,Dementia,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25216,2240,effect/phenotype,Hepatomegaly,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24732,1252,effect/phenotype,Hypotonia,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25605,1310,effect/phenotype,Dysmetria,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24763,365,effect/phenotype,Hearing impairment,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,31275,11552_10897_10943_8414_5090_13498_33312_100182_12054_11960_11280_11294_11295_11298_11307_11498_12879_13089_13506_14092_800358,disease,schizophrenia,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81103,716,effect/phenotype,Depression,HPO
disease_disease,parent-child,31563,10526,disease,Fabry disease,MONDO,129319,2561,disease,lysosomal storage disease,MONDO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,90187,34922,effect/phenotype,Peripheral axon spheroid formation,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81569,2524,effect/phenotype,Cataplexy,HPO
bioprocess_protein,interacts with,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,28409,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,29473,34775,effect/phenotype,Abnormal blink rate,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24805,570,effect/phenotype,Abnormal saccadic eye movements,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,83540,7885,effect/phenotype,Slowed horizontal saccades,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25089,7772,effect/phenotype,Impaired smooth pursuit,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,87962,32014,effect/phenotype,Dysmetric vertical saccades,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,26924,514,effect/phenotype,Slow saccadic eye movements,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,81235,1151,effect/phenotype,Impaired horizontal smooth pursuit,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,28905,7338,effect/phenotype,Hypermetric saccades,HPO
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25656,2457,effect/phenotype,Abnormal head movements,HPO
phenotype_protein,associated with,3180,4864,gene/protein,NPC1,NCBI,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO
phenotype_protein,associated with,6962,10577,gene/protein,NPC2,NCBI,92220,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO
disease_disease,parent-child,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34544,8606_7256_20588_800183,disease,hepatocellular carcinoma,MONDO_grouped
disease_phenotype_positive,phenotype present,80529,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,25644,2027,effect/phenotype,Abdominal pain,HPO
