row_index,disease_cohort,source_file,entity1,entity2,Relation,PMID,relation_integrated,display_relation,x_id,x_type,x_name,x_source,y_id,y_type,y_name,y_source,entity1_resolve_method,entity2_resolve_method,already_in_base_kg
679,NPC,20260508-NMP_final.csv,arimoclomol,urticaria,drug_effect,34418116,drug_effect,side effect,DB05025,drug,Arimoclomol,DrugBank,15092_24662_22205,disease,urticaria,MONDO_grouped,name,name,False
680,NPC,20260508-NMP_final.csv,arimoclomol,angioedema,drug_effect,34418116,drug_effect,side effect,DB05025,drug,Arimoclomol,DrugBank,10481,disease,angioedema,MONDO,name,name,False
681,NPC,20260508-NMP_final.csv,arimoclomol,heat shock response,drug_effect,34418116,drug_effect,side effect,DB05025,drug,Arimoclomol,DrugBank,9408,biological_process,response to heat,GO,name,suggested_name,False
684,NPC,20260508-NMP_final.csv,lysosomal cholesterol transporter,NPC1,molfunc_protein,34580197,molfunc_protein,interacts with,90120,biological_process,lysosome to ER cholesterol transport,GO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
686,NPC,20260508-NMP_final.csv,2-hydroxypropyl-β-cyclodextrin,cholesterol storage,drug_effect,34592985,drug_effect,side effect,DB15379,drug,Hydroxypropyl betadex,DrugBank,10878,biological_process,cholesterol storage,GO,cui_drugbank,name,False
687,NPC,20260508-NMP_final.csv,2-hydroxypropyl-β-cyclodextrin,axonal trafficking defects,drug_effect,34592985,drug_effect,side effect,764,effect/phenotype,Peripheral axonal degeneration,HPO,764,effect/phenotype,Peripheral axonal degeneration,HPO,second_search_suggested_name,suggested_name,False
693,NPC,20260508-NMP_final.csv,neurological disease,Niemann-Pick Disease Type C,disease_disease,34682919,disease_disease,parent-child,4466,disease,neuronitis,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
694,NPC,20260508-NMP_final.csv,rare neurovisceral lipid storage disease,Niemann-Pick Disease Type C,disease_disease,34720883,disease_disease,parent-child,15611,disease,neutral lipid storage disease,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,suggested_name,name,False
695,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,progressive neurodegeneration,disease_disease,34720883,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24238,disease,cerebral degeneration,MONDO,name,suggested_name,False
699,NPC,20260508-NMP_final.csv,choriod plexus,NPC1,anatomy_protein_present,34720883,anatomy_protein_present,expression present,1886,anatomy,choroid plexus,UBERON,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
700,NPC,20260508-NMP_final.csv,increase in inflammatory gene expression,NPC1,phenotype_protein,34720883,phenotype_protein,associated with,12649,effect/phenotype,Increased inflammatory response,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
701,NPC,20260508-NMP_final.csv,brain tissue,NPC1,anatomy_protein_present,34720883,anatomy_protein_present,expression present,955,anatomy,brain,UBERON,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
702,NPC,20260508-NMP_final.csv,cerebellum,NPC1,anatomy_protein_present,34720883,anatomy_protein_present,expression present,2037,anatomy,cerebellum,UBERON,4864,gene/protein,NPC1,NCBI,name,name,False
703,NPC,20260508-NMP_final.csv,thalamus,NPC1,anatomy_protein_present,34720883,anatomy_protein_present,expression present,4703,anatomy,dorsal thalamus,UBERON,4864,gene/protein,NPC1,NCBI,cui_umls_name,name,False
704,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,catatonia,disease_phenotype_positive,34744838,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,800105,disease,catatonia,MONDO,name,name,False
706,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cognition,disease_phenotype_positive,34794481,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,50890,biological_process,cognition,GO,name,name,False
707,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,fine motor,disease_phenotype_positive,34794481,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7010,effect/phenotype,Poor fine motor coordination,HPO,name,suggested_name,False
708,NPC,20260508-NMP_final.csv,autosomal recessive disease,Niemann-Pick Disease Type C,disease_disease,34799641,disease_disease,parent-child,6025,disease,autosomal recessive disease,MONDO,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
711,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,infantile onset,disease_phenotype_positive,34799641,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3593,effect/phenotype,Infantile onset,HPO,name,name,False
713,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,impaired activities of daily living,disease_phenotype_positive,34819124,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,31058,effect/phenotype,Impairment of activities of daily living,HPO,name,suggested_name,False
714,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,impaired health-related quality of life,disease_phenotype_positive,34819124,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,33665,effect/phenotype,Diminished health-related quality of life,HPO,name,suggested_name,False
715,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,loss of enjoyment in activities,disease_phenotype_positive,34819124,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,572,effect/phenotype,Visual loss,HPO,name,suggested_name,False
717,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,sadness,disease_phenotype_positive,34819124,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,5200273,effect/phenotype,Pathological sadness,HPO,name,cui_xref,False
719,NPC,20260508-NMP_final.csv,cognitive function,CD22,phenotype_protein,34851695,phenotype_protein,associated with,50890,biological_process,cognition,GO,933,gene/protein,CD22,NCBI,suggested_name,name,False
720,NPC,20260508-NMP_final.csv,intracellular cholesterol,fibroblasts,cellcomp_cellcomp,34830064,cellcomp_cellcomp,parent-child,48144,biological_process,fibroblast proliferation,GO,48144,biological_process,fibroblast proliferation,GO,second_search_suggested_name,suggested_name,False
721,NPC,20260508-NMP_final.csv,lysosomes,NPC1,cellcomp_protein,34830064,cellcomp_protein,interacts with,5764,cellular component,lysosome,GO,4864,gene/protein,NPC1,NCBI,cui_go,name,False
728,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,inherited neurodegenerative disorder,disease_phenotype_positive,34948052,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,24237,disease,inherited neurodegenerative disorder,MONDO,name,name,False
732,NPC,20260508-NMP_final.csv,proteolysis,BACE1,bioprocess_protein,34948052,bioprocess_protein,interacts with,6508,biological_process,proteolysis,GO,23621,gene/protein,BACE1,NCBI,name,name,True
736,NPC,20260508-NMP_final.csv,mild neutrophilia.,NPC1,phenotype_protein,35007562,phenotype_protein,associated with,11992,effect/phenotype,Abnormal neutrophil morphology,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
739,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,Peripheral neuropathy,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,9830,effect/phenotype,Peripheral neuropathy,HPO,name,name,False
740,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurologic deterioration,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7307,effect/phenotype,Rapid neurologic deterioration,HPO,name,suggested_name,False
743,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,elevated liver enzymes,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34685,effect/phenotype,Abnormal liver enzyme activity or concentration,HPO,name,suggested_name,False
744,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,failure to thrive,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,1508,effect/phenotype,Failure to thrive,HPO,name,name,False
745,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,mildly delayed myelination,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,12448,effect/phenotype,Delayed myelination,HPO,name,suggested_name,False
751,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,nonspecific periventricular hypersignal intensity,disease_phenotype_positive,35016719,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,30081,effect/phenotype,Punctate periventricular T2 hyperintense foci,HPO,name,suggested_name,False
758,NPC,20260508-NMP_final.csv,liver,NPC1,anatomy_protein_present,36199263,anatomy_protein_present,expression present,2107,anatomy,liver,UBERON,4864,gene/protein,NPC1,NCBI,name,name,False
759,NPC,20260508-NMP_final.csv,liver,NPC2,anatomy_protein_present,36199263,anatomy_protein_present,expression present,2107,anatomy,liver,UBERON,10577,gene/protein,NPC2,NCBI,name,name,True
760,NPC,20260508-NMP_final.csv,spleen,NPC1,anatomy_protein_present,36199263,anatomy_protein_present,expression present,2106,anatomy,spleen,UBERON,4864,gene/protein,NPC1,NCBI,name,name,True
761,NPC,20260508-NMP_final.csv,spleen,NPC2,anatomy_protein_present,36199263,anatomy_protein_present,expression present,2106,anatomy,spleen,UBERON,10577,gene/protein,NPC2,NCBI,name,name,True
762,NPC,20260508-NMP_final.csv,membrane,NPC1,cellcomp_protein,36199263,cellcomp_protein,interacts with,16020,cellular_component,membrane,GO,4864,gene/protein,NPC1,NCBI,name,name,True
769,NPC,20260508-NMP_final.csv,deep brain signs,ataxia,phenotype_phenotype,36199263,phenotype_phenotype,parent-child,34355,effect/phenotype,White cerebellum sign,HPO,1251,effect/phenotype,Ataxia,HPO,suggested_name,name,False
770,NPC,20260508-NMP_final.csv,deep brain signs,dysarthria,phenotype_phenotype,36199263,phenotype_phenotype,parent-child,34355,effect/phenotype,White cerebellum sign,HPO,1260,effect/phenotype,Dysarthria,HPO,suggested_name,name,False
771,NPC,20260508-NMP_final.csv,deep brain signs,cataplexy,phenotype_phenotype,36199263,phenotype_phenotype,parent-child,34355,effect/phenotype,White cerebellum sign,HPO,2524,effect/phenotype,Cataplexy,HPO,suggested_name,name,False
774,NPC,20260508-NMP_final.csv,arimoclomol,neurological disorders,indication,35140266,indication,indication,DB05025,drug,Arimoclomol,DrugBank,2320,disease,congenital nervous system disorder,MONDO,name,suggested_name,False
787,NPC,20260508-NMP_final.csv,mTOR,lipid biosynthesis,bioprocess_protein,40972529,bioprocess_protein,interacts with,2475,gene/protein,MTOR,NCBI,8610,biological process,lipid biosynthetic process,GO,name,new_cui,False
790,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,elevated alpha-fetoprotein level,disease_phenotype_positive,35455589,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6254,effect/phenotype,Elevated circulating alpha-fetoprotein concentration,HPO,name,cui_xref,False
791,NPC,20260508-NMP_final.csv,liver disease,elevated alpha-fetoprotein level,disease_protein,35455589,disease_protein,associated with,5154,disease,liver disorder,MONDO,6254,effect/phenotype,Elevated circulating alpha-fetoprotein concentration,HPO,new_cui_term_name,cui_xref,False
792,NPC,20260508-NMP_final.csv,NPC2,lysosomes,cellcomp_protein,35554935,cellcomp_protein,interacts with,10577,gene/protein,NPC2,NCBI,5764,cellular component,lysosome,GO,name,cui_go,False
793,NPC,20260508-NMP_final.csv,Mgat5,beam walk latency,phenotype_protein,35563467,phenotype_protein,associated with,4249,gene/protein,MGAT5,NCBI,1270,effect/phenotype,Motor delay,HPO,name,suggested_name,False
794,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lysosomal disorder,disease_disease,35892469,disease_disease,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,17739,disease,disorder of lysosomal-related organelles,MONDO,name,suggested_name,False
797,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,chitotriosidase activity,disease_phenotype_positive,35892469,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6000611,effect/phenotype,Elevated circulating chitotriosidase activity,HPO,name,suggested_name,False
800,NPC,20260508-NMP_final.csv,NPC1,Ferroptosis, bioprocess_protein,36936782,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,97707,biological_process,ferroptosis,GO,name,name,False
801,NPC,20260508-NMP_final.csv,Bradykinesia,Falls,phenotype_phenotype,35945383,phenotype_phenotype,parent-child,2067,effect/phenotype,Bradykinesia,HPO,2527,effect/phenotype,Falls,HPO,name,name,False
802,NPC,20260508-NMP_final.csv,levodopa,dyskinesia,phenotype_phenotype,35945383,phenotype_phenotype,parent-child,DB01235,drug,Levodopa,DrugBank,100660,effect/phenotype,Dyskinesia,HPO,name,name,False
806,NPC,20260508-NMP_final.csv,Niemann-Pick disease,physical symptoms,disease_phenotype_positive,36056366,disease_phenotype_positive,phenotype present,11458,effect/phenotype,Abdominal symptom,HPO,11458,effect/phenotype,Abdominal symptom,HPO,second_search_suggested_name,suggested_name,False
811,NPC,20260508-NMP_final.csv,NPC1,phagosome-lysosome fusion, bioprocess_protein,36085278,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,90385,biological_process,phagosome-lysosome fusion,GO,name,name,False
822,NPC,20260508-NMP_final.csv,endoplasmic reticulum,NPC1,cellcomp_protein,36301667,cellcomp_protein,interacts with,5783,cellular_component,endoplasmic reticulum,GO,4864,gene/protein,NPC1,NCBI,name,name,True
824,NPC,20260508-NMP_final.csv,NPC1,impairs developmental trajectories,phenotype_protein,36322609,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,11343,effect/phenotype,Moderate global developmental delay,HPO,name,suggested_name,False
825,NPC,20260508-NMP_final.csv,NPC2,impairs developmental trajectories,phenotype_protein,36322609,phenotype_protein,associated with,10577,gene/protein,NPC2,NCBI,11343,effect/phenotype,Moderate global developmental delay,HPO,name,suggested_name,False
826,NPC,20260508-NMP_final.csv,NPC1,enlarged soma size,phenotype_protein,36322609,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,6000289,effect/phenotype,Epiglottic enlargement,HPO,name,suggested_name,False
828,NPC,20260508-NMP_final.csv,Cd68,chemotaxis,bioprocess_protein,36322609,bioprocess_protein,interacts with,968,gene/protein,CD68,NCBI,6935,biological_process,chemotaxis,GO,name,name,False
829,NPC,20260508-NMP_final.csv,Cd68,cell recognition,bioprocess_protein,36322609,bioprocess_protein,interacts with,968,gene/protein,CD68,NCBI,8037,biological_process,cell recognition,GO,name,name,False
830,NPC,20260508-NMP_final.csv,Trem2,chemotaxis,bioprocess_protein,36322609,bioprocess_protein,interacts with,54209,gene/protein,TREM2,NCBI,6935,biological_process,chemotaxis,GO,name,name,False
831,NPC,20260508-NMP_final.csv,Trem2,cell recognition,bioprocess_protein,36322609,bioprocess_protein,interacts with,54209,gene/protein,TREM2,NCBI,8037,biological_process,cell recognition,GO,name,name,False
832,NPC,20260508-NMP_final.csv,Vertical supranuclear gaze palsy,vertical saccades,phenotype_phenotype,36338825,phenotype_phenotype,parent-child,511,effect/phenotype,Vertical supranuclear gaze palsy,HPO,32014,effect/phenotype,Dysmetric vertical saccades,HPO,name,suggested_name,False
833,NPC,20260508-NMP_final.csv,vertical saccades,horizontal saccades,phenotype_phenotype,36338825,phenotype_phenotype,parent-child,32014,effect/phenotype,Dysmetric vertical saccades,HPO,32015,effect/phenotype,Dysmetric horizontal saccades,HPO,suggested_name,suggested_name,False
834,NPC,20260508-NMP_final.csv,forskolin,glucosylsphingosine,drug_drug,36409725,drug_drug,synergistic interaction,6001185,effect/phenotype,Elevated circulating glucosylsphingosine concentration,HPO,6001185,effect/phenotype,Elevated circulating glucosylsphingosine concentration,HPO,second_search_suggested_name,suggested_name,False
835,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,lipid storage disorder,drug_effect,36431844,drug_effect,side effect,15611,disease,neutral lipid storage disease,MONDO,15611,disease,neutral lipid storage disease,MONDO,second_search_suggested_name,suggested_name,False
836,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,cytoplasmic vesicles,drug_effect,36431844,drug_effect,side effect,DB15379,drug,Hydroxypropyl betadex,DrugBank,31410,cellular component,cytoplasmic vesicle,GO,cui_drugbank,new_cui,False
837,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,lysosomes,drug_effect,36431844,drug_effect,side effect,DB15379,drug,Hydroxypropyl betadex,DrugBank,5764,cellular component,lysosome,GO,cui_drugbank,cui_go,False
839,NPC,20260508-NMP_final.csv,decaarginine endcapped polyrotaxanes,endosomes,exposure_cellcomp,36584173,exposure_cellcomp,interacts with,DB08804,drug,Nandrolone decanoate,DrugBank,DB08804,drug,Nandrolone decanoate,DrugBank,suggested_name,second_search_suggested_name,False
840,NPC,20260508-NMP_final.csv,NDUFA4L2,Lysosome,cellcomp_protein,36722045,cellcomp_protein,interacts with,56901,gene/protein,NDUFA4L2,NCBI,5764,cellular_component,lysosome,GO,name,name,False
845,NPC,20260508-NMP_final.csv,NPC1,StARD9,protein_protein,36861884,protein_protein,ppi,4864,gene/protein,NPC1,NCBI,57519,gene/protein,STARD9,NCBI,name,name,False
847,NPC,20260508-NMP_final.csv,neurodegeneration,StARD9,phenotype_protein,36861884,phenotype_protein,associated with,2180,effect/phenotype,Neurodegeneration,HPO,57519,gene/protein,STARD9,NCBI,name,name,False
851,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,SCARB2,disease_protein,36920149,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,950,gene/protein,SCARB2,NCBI,name,name,False
852,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,LAMP2,disease_protein,36920149,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,3920,gene/protein,LAMP2,NCBI,name,name,False
855,NPC,20260508-NMP_final.csv,Lithium,Niemann-Pick disease type C,indication,37128603,indication,indication,D008094,exposure,Lithium,CTD,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
856,NPC,20260508-NMP_final.csv,Lithium,improved ataxia,drug_effect,37128603,drug_effect,side effect,D008094,exposure,Lithium,CTD,16593,disease,acquired ataxia,MONDO,name,suggested_name,False
859,NPC,20260508-NMP_final.csv,CLN3,NPC2,protein_protein,37245481,protein_protein,ppi,1201,gene/protein,CLN3,NCBI,10577,gene/protein,NPC2,NCBI,name,name,False
860,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Progressive cerebellar ataxia,disease_phenotype_positive,37248494,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,2073,effect/phenotype,Progressive cerebellar ataxia,HPO,name,name,False
861,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,systemic iron abnormalities,disease_phenotype_positive,37348967,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,40130,effect/phenotype,Abnormal circulating iron concentration,HPO,name,cui_xref,False
869,NPC,20260508-NMP_final.csv,Ncr1,Cbr1,protein_protein,37440478,protein_protein,ppi,9437,gene/protein,NCR1,NCBI,873,gene/protein,CBR1,NCBI,name,name,False
870,NPC,20260508-NMP_final.csv,NPC1,cholesterol transport, bioprocess_protein,37440478,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,30301,biological_process,cholesterol transport,GO,name,name,True
871,NPC,20260508-NMP_final.csv,Ncr1,cholesterol transport, bioprocess_protein,37440478,bioprocess_protein,interacts with,9437,gene/protein,NCR1,NCBI,30301,biological_process,cholesterol transport,GO,name,name,False
872,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1, bioprocess_protein,37440478,bioprocess_protein,interacts with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,4864,gene/protein,NPC1,NCBI,name,name,False
873,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,Ncr1,disease_protein,37440478,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,9437,gene/protein,NCR1,NCBI,name,name,False
874,NPC,20260508-NMP_final.csv,2-hydroxypropyl-β-cyclodextrin,NPC1,drug_protein,37407594,drug_protein,target,DB15379,drug,Hydroxypropyl betadex,DrugBank,4864,gene/protein,NPC1,NCBI,cui_drugbank,name,False
875,NPC,20260508-NMP_final.csv,NPC1,intracellular cholesterol transport, bioprocess_protein,37423302,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,32367,biological_process,intracellular cholesterol transport,GO,name,name,True
877,NPC,20260508-NMP_final.csv,low expression tyrosinase,NPC1,phenotype_protein,37423302,phenotype_protein,associated with,4503,molecular_function,tyrosinase activity,GO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
878,NPC,20260508-NMP_final.csv,NPC1,decreased tyrosinase-related protein 1,phenotype_protein,37423302,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,4503,molecular_function,tyrosinase activity,GO,name,suggested_name,False
882,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,accumulation of unesterified cholesterol and glycolipids,phenotype_phenotype,37458497,phenotype_phenotype,parent-child,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,6000158,effect/phenotype,Unesterified cholesterol accumulation in cultured fibroblasts,HPO,name,suggested_name,False
888,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,loss of psychomotor acquisitions,disease_phenotype_positive,37480097,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,7272,effect/phenotype,Progressive psychomotor deterioration,HPO,name,suggested_name,False
894,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Camk1d,disease_protein,37539272,disease_protein,associated with,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,57118,gene/protein,CAMK1D,NCBI,name,name,False
896,NPC,20260508-NMP_final.csv,deep cerebellar nuclei,cerebellum,anatomy_anatomy,37539272,anatomy_anatomy,parent-child,2130,anatomy,cerebellar nuclear complex,UBERON,2037,anatomy,cerebellum,UBERON,suggested_name,name,False
900,NPC,20260508-NMP_final.csv,hydroxypropyl-β-cyclodextrin,improved speech,drug_effect,37670901,drug_effect,side effect,2465,effect/phenotype,Poor speech,HPO,2465,effect/phenotype,Poor speech,HPO,second_search_suggested_name,suggested_name,False
902,NPC,20260508-NMP_final.csv,Fut2,Npc1,protein_protein,38550777,protein_protein,ppi,2524,gene/protein,FUT2,NCBI,4864,gene/protein,NPC1,NCBI,name,name,False
903,NPC,20260508-NMP_final.csv,Fut2,decreased levels of adenosine 5′-triphosphate,phenotype_protein,38550777,phenotype_protein,associated with,2524,gene/protein,FUT2,NCBI,4000186,effect/phenotype,Elevated erythrocyte adenosine triphosphate concentration,HPO,name,suggested_name,False
907,NPC,20260508-NMP_final.csv,NPC1,decreased mitochondrial glutathione levels,phenotype_protein,38599016,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,34456,effect/phenotype,Elevated circulating glutathione concentration,HPO,name,suggested_name,False
908,NPC,20260508-NMP_final.csv,NPC1,transmembrane glycoprotein,protein_protein,38686625,protein_protein,ppi,4864,gene/protein,NPC1,NCBI,10457,gene/protein,GPNMB,NCBI,name,cui_umls_name,False
909,NPC,20260508-NMP_final.csv,cholesterol efflux,NPC1, bioprocess_protein,38686625,bioprocess_protein,interacts with,33344,biological_process,cholesterol efflux,GO,4864,gene/protein,NPC1,NCBI,name,name,True
910,NPC,20260508-NMP_final.csv,synaptic vesicle recycling,NPC1, bioprocess_protein,38686625,bioprocess_protein,interacts with,36465,biological_process,synaptic vesicle recycling,GO,4864,gene/protein,NPC1,NCBI,name,name,False
917,NPC,20260508-NMP_final.csv,memantine,NPC1,drug_protein,38821960,drug_protein,target,DB01043,drug,Memantine,DrugBank,4864,gene/protein,NPC1,NCBI,name,name,False
918,NPC,20260508-NMP_final.csv,celecoxib,NPC1,drug_protein,38821960,drug_protein,target,DB00482,drug,Celecoxib,DrugBank,4864,gene/protein,NPC1,NCBI,name,name,False
926,NPC,20260508-NMP_final.csv,Niemann-Pick disease,neurological deficits,disease_phenotype_positive,38826605,disease_phenotype_positive,phenotype present,4302,effect/phenotype,Functional motor deficit,HPO,4302,effect/phenotype,Functional motor deficit,HPO,second_search_suggested_name,suggested_name,False
930,NPC,20260508-NMP_final.csv,glial cell activation,NPC1,phenotype_protein,40877976,phenotype_protein,associated with,61900,biological_process,glial cell activation,GO,4864,gene/protein,NPC1,NCBI,name,name,False
931,NPC,20260508-NMP_final.csv,progressive neurodegeneration,NPC1,phenotype_protein,40877976,phenotype_protein,associated with,7313,effect/phenotype,Cerebral degeneration,HPO,4864,gene/protein,NPC1,NCBI,suggested_name,name,False
932,NPC,20260508-NMP_final.csv,NPC1,neuroinflammation, bioprocess_protein,40877976,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,33429,effect/phenotype,Neuroinflammation,HPO,name,name,False
933,NPC,20260508-NMP_final.csv,NPC1,apoptosis, bioprocess_protein,40877976,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,R-HSA-109581,pathway,Apoptosis,REACTOME,name,name,False
940,NPC,20260508-NMP_final.csv,NPC1,lysosomal cholesterol transporter,molfunc_protein,39339852,molfunc_protein,interacts with,4864,gene/protein,NPC1,NCBI,90120,biological_process,lysosome to ER cholesterol transport,GO,name,suggested_name,False
941,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,morphological defects,disease_phenotype_positive,39340823,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,34057,effect/phenotype,Fetal anomaly,HPO,name,cui_xref,False
942,NPC,20260508-NMP_final.csv,NPC1,Niemann-Pick Disease Type C,disease_protein,39366931,disease_protein,associated with,4864,gene/protein,NPC1,NCBI,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,name,name,False
944,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,microglia ameboid form,disease_phenotype_positive,39366931,disease_phenotype_positive,phenotype present,30602_5945_1797_5972,disease,Niemann-Pick disease type C,MONDO_grouped,100708,effect/phenotype,Abnormal microglia morphology,HPO,name,suggested_name,False
945,NPC,20260508-NMP_final.csv,NPC1,microglia ameboid form,phenotype_protein,39366931,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,100708,effect/phenotype,Abnormal microglia morphology,HPO,name,suggested_name,False
949,NPC,20260508-NMP_final.csv,NPC1,pyroptosis, bioprocess_protein,41013744,bioprocess_protein,interacts with,4864,gene/protein,NPC1,NCBI,R-HSA-5620971,pathway,Pyroptosis,REACTOME,name,name,False
950,NPC,20260508-NMP_final.csv,NPC1,patient survival,phenotype_protein,41013744,phenotype_protein,associated with,4864,gene/protein,NPC1,NCBI,11420,effect/phenotype,Age of death,HPO,name,suggested_name,False
