node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
16045,disease,tetragametic chimerism,MONDO,tetragametic chimerism,tetragametic chimerism,,
8959,disease,CHAND syndrome,MONDO,CHAND syndrome,CHAND syndrome,,
16562,disease,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,MONDO,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,progressive supranuclear palsy-pure akinesia with gait freezing syndrome,,
19308,disease,junctional epidermolysis bullosa inversa,MONDO,junctional epidermolysis bullosa inversa,junctional epidermolysis bullosa inversa,,
19309,disease,late-onset junctional epidermolysis bullosa,MONDO,late-onset junctional epidermolysis bullosa,late-onset junctional epidermolysis bullosa,,
9179,disease,recessive dystrophic epidermolysis bullosa,MONDO,recessive dystrophic epidermolysis bullosa,recessive dystrophic epidermolysis bullosa,,
19310,disease,recessive dystrophic epidermolysis bullosa inversa,MONDO,recessive dystrophic epidermolysis bullosa inversa,recessive dystrophic epidermolysis bullosa inversa,,
9839,disease,progressive supranuclear palsy-parkinsonism syndrome,MONDO,progressive supranuclear palsy-parkinsonism syndrome,progressive supranuclear palsy-parkinsonism syndrome,,
7552,disease,pretibial dystrophic epidermolysis bullosa,MONDO,pretibial dystrophic epidermolysis bullosa,dystrophic epidermolysis bullosa,7552_15553_24455_14819_10566_10245_16825_10335_14591_8389_4782_21155,bert_join
7548,disease,transient bullous dermolysis of the newborn,MONDO,transient bullous dermolysis of the newborn,transient bullous dermolysis of the newborn,,
10142,disease,hypothyroidism due to TSH receptor mutations,MONDO,hypothyroidism due to TSH receptor mutations,hypothyroidism due to TSH receptor mutations,,
10139,disease,isolated thyroid-stimulating hormone deficiency,MONDO,isolated thyroid-stimulating hormone deficiency,isolated thyroid-stimulating hormone deficiency,,
16362,disease,attenuated familial adenomatous polyposis,MONDO,attenuated familial adenomatous polyposis,attenuated familial adenomatous polyposis,,
11916,disease,Charcot-Marie-Tooth disease axonal type 2K,MONDO,Charcot-Marie-Tooth disease axonal,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
7551,disease,"epidermolysis bullosa simplex 1C, localized",MONDO,"epidermolysis bullosa simplex 1C, localized",epidermolysis bullosa simplex,7551_7555_10366_10318_30018_10297_8329_10590_10316_859316_8608_9984_18569_4724_10255_17610_2010_800391_6188_1011668,bert_join
7555,disease,"epidermolysis bullosa simplex 5A, Ogna type",MONDO,"epidermolysis bullosa simplex 5A, Ogna type",epidermolysis bullosa simplex,7551_7555_10366_10318_30018_10297_8329_10590_10316_859316_8608_9984_18569_4724_10255_17610_2010_800391_6188_1011668,bert_join
12895,disease,torsion dystonia 17,MONDO,torsion dystonia,torsion dystonia,12895_11264_7493_11200_11886_9141_11249_5822_44843_1011412_1011778_21010,bert_join
10829,disease,CARASIL syndrome,MONDO,CARASIL syndrome,CARASIL syndrome,,
850097,disease,autoimmune limbic encephalitis,MONDO,autoimmune limbic encephalitis,autoimmune encephalitis,850097_5538_20640_1011713,bert_join
18582,disease,GCGR-related hyperglucagonemia,MONDO,GCGR-related hyperglucagonemia,GCGR-related hyperglucagonemia,,
19314,disease,cutaneous mastocytoma,MONDO,cutaneous mastocytoma,cutaneous mastocytosis,19314_10747_1011665,bert_join
7078,disease,pseudohypoparathyroidism type 1A,MONDO,pseudohypoparathyroidism,hypoparathyroidism,7078_12911_12912_8749_11301_19992_16785_3504_1220,bert_join
12911,disease,pseudohypoparathyroidism type 1C,MONDO,pseudohypoparathyroidism,hypoparathyroidism,7078_12911_12912_8749_11301_19992_16785_3504_1220,bert_join
12912,disease,pseudopseudohypoparathyroidism,MONDO,pseudopseudohypoparathyroidism,hypoparathyroidism,7078_12911_12912_8749_11301_19992_16785_3504_1220,bert_join
8733,disease,familial glucocorticoid deficiency,MONDO,familial glucocorticoid deficiency,familial glucocorticoid deficiency,,
10898,disease,autosomal dominant epilepsy with auditory features,MONDO,autosomal dominant epilepsy with auditory features,autosomal dominant epilepsy with auditory features,,
11721,disease,distal myopathy with anterior tibial onset,MONDO,distal myopathy with anterior tibial onset,distal myopathy with anterior tibial onset,,
9696,disease,juvenile myoclonic epilepsy,MONDO,"myoclonic epilepsy, juvenile","myoclonic epilepsy, juvenile",9696_12655_12134_20752_800330,bert_join
17615,disease,benign familial infantile epilepsy,MONDO,benign familial infantile epilepsy,benign familial infantile epilepsy,,
13116,disease,congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,MONDO,congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,,
18024,disease,hydroa vacciniforme,MONDO,hydroa vacciniforme,hydroa vacciniforme,,
20527,disease,ectopic Cushing syndrome,MONDO,ectopic Cushing syndrome,ectopic Cushing syndrome,,
100164,disease,permanent neonatal diabetes mellitus,MONDO,"diabetes mellitus, permanent neonatal","diabetes mellitus, permanent neonatal",100164_30088_30087_100165_30089,bert_join
11073,disease,"diabetes mellitus, transient neonatal, 1",MONDO,"diabetes mellitus, transient neonatal","diabetes mellitus, transient neonatal",11073_12480_12522_20525,bert_join
9852,disease,hereditary intrinsic factor deficiency,MONDO,hereditary intrinsic factor deficiency,hereditary intrinsic factor deficiency,,
19171,disease,familial long QT syndrome,MONDO,familial long QT syndrome,familial long QT syndrome,,
13361,disease,congenital prothrombin deficiency,MONDO,congenital prothrombin deficiency,congenital prothrombin deficiency,,
9025,disease,apparent mineralocorticoid excess,MONDO,apparent mineralocorticoid excess,apparent mineralocorticoid excess,,
8491,disease,stiff-person syndrome,MONDO,stiff-person syndrome,stiff-person syndrome,,
1040033,disease,congenital muscular dystrophy without intellectual disability,MONDO,congenital muscular dystrophy,congenital muscular dystrophy,1040033_14023_13178_13177_11486_24607_18278_19950_700075_18281_1012906,bert_join
19960,disease,VIPoma,MONDO,VIPoma,VIPoma,,
12928,disease,hereditary spastic paraplegia 42,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
14568,disease,hereditary spastic paraplegia 73,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
11309,disease,familial gestational hyperthyroidism,MONDO,familial gestational hyperthyroidism,familial gestational hyperthyroidism,,
11801,disease,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy 1",MONDO,"spinocerebellar ataxia, autosomal recessive, with axonal neuropathy","spinocerebellar ataxia, autosomal recessive, with axonal neuropathy",11801_20770_18996_20771,legacy_exact_members
11025,disease,Cayman type cerebellar ataxia,MONDO,Cayman type cerebellar ataxia,Cayman type cerebellar ataxia,,
12423,disease,MORM syndrome,MONDO,MORM syndrome,MORM syndrome,,
12197,disease,idiopathic aplastic anemia,MONDO,idiopathic aplastic anemia,idiopathic aplastic anemia,,
13931,disease,peroxisome biogenesis disorder 4B,MONDO,peroxisome biogenesis disorder,peroxisome biogenesis disorder,13931_13949_13967_13948_13951_13945_13952_13950_9959_54549_13930_13942_8953_13943_11101_8736_13936_13927_13937_13933_13939_8954_13938_13932_100262_100259_100272_100266_100263_100260_100264_100271_100269_100261_100267_100270_100268_100279_100265_19234_800365_800298_800364,bert_join
14300,disease,proximal myopathy with extrapyramidal signs,MONDO,proximal myopathy with extrapyramidal signs,proximal myopathy with extrapyramidal signs,,
18808,disease,Caroli syndrome,MONDO,Caroli syndrome,Caroli disease,10913_18808,legacy_exact_members
17287,disease,immunoglobulin G4-related sclerosing disease,MONDO,immunoglobulin G4-related sclerosing disease,immunoglobulin G4-related sclerosing disease,,
13028,disease,adenosine monophosphate deaminase deficiency,MONDO,adenosine monophosphate deaminase deficiency,adenosine monophosphate deaminase deficiency,,
18416,disease,autosomal recessive spastic paraplegia type 59,MONDO,autosomal recessive spastic paraplegia,complex spastic paraplegia,18416_18423_14975_14827_18417_18418_18419_18421_18422_19102_5_6840_16226_18420,bert_join
32819,disease,"hypothyroidism, congenital, nongoitrous, 7",MONDO,"hypothyroidism, congenital, nongoitrous","hypothyroidism, congenital, nongoitrous",32819_26732_26731_13757_9154_24264_45_12360,bert_join
7345,disease,aorta coarctation,MONDO,aorta coarctation,aorta coarctation,,
12679,disease,autosomal recessive osteopetrosis 6,MONDO,autosomal recessive osteopetrosis,osteopetrosis,12679_12676_957262_9818_12859_14040_9817_9816_9815_15439_19026_17198,bert_join
10558,disease,choroideremia-deafness-obesity syndrome,MONDO,choroideremia-deafness-obesity syndrome,choroideremia-deafness-obesity syndrome,,
8975,disease,otospondylomegaepiphyseal dysplasia,MONDO,otospondylomegaepiphyseal dysplasia,otospondylomegaepiphyseal dysplasia,8975_9174_13725_11546_32869_13695,bert_join
44628,disease,six2-related frontonasal dysplasia,MONDO,six2-related frontonasal dysplasia,six2-related frontonasal dysplasia,,
16830,disease,Emery-Dreifuss muscular dystrophy,MONDO,Emery-Dreifuss muscular dystrophy,Emery-Dreifuss muscular dystrophy,,
10460,disease,syndromic X-linked intellectual disability 17,MONDO,syndromic X-linked intellectual disability,syndromic X-linked intellectual disability,10460_10319_10270_10501_10461_10462_10355_10409_10574_10283_10402_10285_10286_10398_10427_10664_10277_10417_10658_20119,bert_join
8828,disease,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,MONDO,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,camptodactyly-arthropathy-coxa vara-pericarditis syndrome,,
10208,disease,wrinkly skin syndrome,MONDO,wrinkly skin syndrome,wrinkly skin syndrome,,
13485,disease,spinocerebellar ataxia type 35,MONDO,spinocerebellar ataxia,spinocerebellar ataxia,13485_12246_33480_11694_14867_12103_11819_30805_859334_8458_11781_8457_7574_11833_14626_33479_11834_12450_8119_14776_12116_12449_7298_11529_13241_7296_11464_13594_11330_14417_14475_10847_13486_16163_11439_14410_32526_11540_12098_10848_33481_12247_33482_13029_975800,bert_join
10404,disease,X-linked non progressive cerebellar ataxia,MONDO,X-linked non progressive cerebellar ataxia,X-linked non progressive cerebellar ataxia,,
13222,disease,Miyoshi muscular dystrophy 3,MONDO,Miyoshi muscular dystrophy,Miyoshi muscular dystrophy,13222_24545_13221,legacy_exact_members
12410,disease,Finnish upper limb-onset distal myopathy,MONDO,Finnish upper limb-onset distal myopathy,Finnish upper limb-onset distal myopathy,,
13125,disease,CLAPO syndrome,MONDO,CLAPO syndrome,CLAPO syndrome,,
9299,disease,46 XX gonadal dysgenesis,MONDO,46 XX gonadal dysgenesis,"46,XY gonadal dysgenesis",9299_19367_16445,bert_join
15665,disease,scleromyxedema,MONDO,scleromyxedema,scleromyxedema,,
9130,disease,Dyggve-Melchior-Clausen disease,MONDO,Dyggve-Melchior-Clausen disease,Dyggve-Melchior-Clausen disease,,
19977,disease,parkinsonism with dementia of Guadeloupe,MONDO,parkinsonism with dementia of Guadeloupe,parkinsonism with dementia of Guadeloupe,,
16989,disease,Fuchs heterochromic iridocyclitis,MONDO,Fuchs heterochromic iridocyclitis,Fuchs heterochromic iridocyclitis,,
16206,disease,idiopathic uveal effusion syndrome,MONDO,idiopathic uveal effusion syndrome,idiopathic uveal effusion syndrome,,
9329,disease,pulmonary venoocclusive disease 2,MONDO,pulmonary venoocclusive disease,pulmonary venoocclusive disease,9329_20713_9937,legacy_exact_members
16985,disease,nevus of Ito,MONDO,nevus of Ito,nevus of Ito,,
16204,disease,idiopathic copper-associated cirrhosis,MONDO,idiopathic copper-associated cirrhosis,idiopathic copper-associated cirrhosis,,
16042,disease,late-onset isolated ACTH deficiency,MONDO,late-onset isolated ACTH deficiency,late-onset isolated ACTH deficiency,,
8720,disease,congenital isolated adrenocorticotropic hormone deficiency,MONDO,congenital isolated adrenocorticotropic hormone deficiency,congenital isolated adrenocorticotropic hormone deficiency,,
12258,disease,"epidermolysis bullosa simplex 2E, with migratory circinate erythema",MONDO,"epidermolysis bullosa simplex 2E, with migratory circinate erythema","epidermolysis bullosa simplex 2E, with migratory circinate erythema",,
9252,disease,essential fructosuria,MONDO,essential fructosuria,essential fructosuria,,
14803,disease,spasticity-ataxia-gait anomalies syndrome,MONDO,spasticity-ataxia-gait anomalies syndrome,spasticity-ataxia-gait anomalies syndrome,,
15553,disease,"dystrophic epidermolysis bullosa, nails only",MONDO,"dystrophic epidermolysis bullosa, nails only",dystrophic epidermolysis bullosa,7552_15553_24455_14819_10566_10245_16825_10335_14591_8389_4782_21155,bert_join
1999,disease,idiopathic pulmonary arterial hypertension,MONDO,idiopathic pulmonary arterial hypertension,idiopathic pulmonary arterial hypertension,,
18957,disease,pudendal neuralgia,MONDO,pudendal neuralgia,pudendal neuralgia,,
14039,disease,mitochondrial DNA depletion syndrome 11,MONDO,mitochondrial DNA depletion syndrome,mitochondrial DNA depletion syndrome,14039_14959_30326_8758_14175_32799_14820_30696_11283_14943_12792_32815_12791_10060_14198_9747_33545_32932_9504_12301_13350_9636_100512_18158_16796_18197_976132,bert_join
16848,disease,juvenile temporal arteritis,MONDO,juvenile temporal arteritis,temporal arteritis,16848_8538,legacy_exact_members
19424,disease,X-linked intellectual disability-acromegaly-hyperactivity syndrome,MONDO,X-linked intellectual disability-acromegaly-hyperactivity syndrome,X-linked intellectual disability-acromegaly-hyperactivity syndrome,,
17994,disease,severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,MONDO,severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,severe early-onset obesity-insulin resistance syndrome due to SH2B1 deficiency,,
20559,disease,O'Sullivan-McLeod syndrome,MONDO,O'Sullivan-McLeod syndrome,O'Sullivan-McLeod syndrome,,
10128,disease,thyrocerebrorenal syndrome,MONDO,thyrocerebrorenal syndrome,thyrocerebrorenal syndrome,,
9928,disease,pulmonary alveolar microlithiasis,MONDO,pulmonary alveolar microlithiasis,pulmonary alveolar microlithiasis,,
18027,disease,duplication/inversion 15q11,MONDO,duplication/inversion 15q11,duplication/inversion 15q11,,
17335,disease,microtriplication 11q24.1,MONDO,microtriplication 11q24.1,microtriplication 11q24.1,,
18423,disease,autosomal recessive spastic paraplegia type 71,MONDO,autosomal recessive spastic paraplegia,complex spastic paraplegia,18416_18423_14975_14827_18417_18418_18419_18421_18422_19102_5_6840_16226_18420,bert_join
859006,disease,proximal femoral focal deficiency,MONDO,proximal femoral focal deficiency,proximal femoral focal deficiency,,
10913,disease,Caroli disease,MONDO,Caroli disease,Caroli disease,10913_18808,legacy_exact_members
13433,disease,primary sclerosing cholangitis,MONDO,primary sclerosing cholangitis,sclerosing cholangitis,13433_18646_12284,bert_join
19334,disease,autosomal recessive hyperinsulinism due to Kir6.2 deficiency,MONDO,autosomal recessive hyperinsulinism due to Kir6.2 deficiency,autosomal recessive hyperinsulinism due to Kir6.2 deficiency,,
11454,disease,patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,MONDO,patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome,,
8075,disease,schwannomatosis,MONDO,schwannomatosis,neurofibromatosis,8075_16755_2546_18975_18208_21061_2719_33170,bert_join
19528,disease,inflammatory pseudotumor of the liver,MONDO,inflammatory pseudotumor of the liver,inflammatory pseudotumor of the liver,,
18685,disease,incessant infant ventricular tachycardia,MONDO,incessant infant ventricular tachycardia,incessant infant ventricular tachycardia,,
9685,disease,Miyoshi myopathy,MONDO,Miyoshi myopathy,Miyoshi myopathy,,
10441,disease,CK syndrome,MONDO,CK syndrome,CK syndrome,,
44637,disease,infantile-onset generalized dyskinesia with orofacial involvement,MONDO,infantile-onset generalized dyskinesia with orofacial involvement,infantile-onset generalized dyskinesia with orofacial involvement,,
12867,disease,hereditary spastic paraplegia 38,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
13550,disease,distal myopathy with posterior leg and anterior hand involvement,MONDO,distal myopathy with posterior leg and anterior hand involvement,distal myopathy with posterior leg and anterior hand involvement,,
44332,disease,childhood-onset benign chorea with striatal involvement,MONDO,childhood-onset benign chorea with striatal involvement,childhood-onset benign chorea with striatal involvement,,
12766,disease,hereditary spastic paraplegia 37,MONDO,hereditary spastic paraplegia,hereditary spastic paraplegia,14302_12928_14568_12867_12766_13132_13239_11489_11785_11339_14304_10044_13962_11408_14018_12213_14644_12448_12787_14282_11532_12866_11445_14015_12639_12181_14295_8438_13552_14020_10043_11803_13165_13551_13342_11006_10047_14882_14016_12476_10287_12256_13048_10418_13179_14729_13401_10046_14303_11992_13737_11522_14024_12334_12453_8437_12643_10733_11862_14305_10878_19064,legacy_exact_members
9955,disease,rapadilino syndrome,MONDO,rapadilino syndrome,rapadilino syndrome,,
8050,disease,MYH7-related skeletal myopathy,MONDO,MYH7-related skeletal myopathy,MYH7-related skeletal myopathy,,
14975,disease,autosomal recessive spastic paraplegia type 78,MONDO,autosomal recessive spastic paraplegia,complex spastic paraplegia,18416_18423_14975_14827_18417_18418_18419_18421_18422_19102_5_6840_16226_18420,bert_join
16411,disease,hypothyroidism due to deficient transcription factors involved in pituitary development or function,MONDO,hypothyroidism due to deficient transcription factors involved in pituitary development or function,hypothyroidism due to deficient transcription factors involved in pituitary development or function,,
19438,disease,AL amyloidosis,MONDO,AL amyloidosis,AL amyloidosis,,
8045,disease,spinal muscular atrophy-progressive myoclonic epilepsy syndrome,MONDO,spinal muscular atrophy-progressive myoclonic epilepsy syndrome,spinal muscular atrophy-progressive myoclonic epilepsy syndrome,,
15341,disease,congenital panfollicular nevus,MONDO,congenital panfollicular nevus,congenital panfollicular nevus,,
8008,disease,MOMO syndrome,MONDO,MOMO syndrome,MOMO syndrome,,
18426,disease,AXIN2-related attenuated familial adenomatous polyposis,MONDO,AXIN2-related attenuated familial adenomatous polyposis,AXIN2-related attenuated familial adenomatous polyposis,,
19385,disease,steroid-responsive encephalopathy associated with autoimmune thyroiditis,MONDO,steroid-responsive encephalopathy associated with autoimmune thyroiditis,steroid-responsive encephalopathy associated with autoimmune thyroiditis,,
16759,disease,pontocerebellar hypoplasia type 2,MONDO,pontocerebellar hypoplasia,pontocerebellar hypoplasia,16759_14349_12438_14874_12683_12890_32643_11866_54844_54669_13993_32831_30438_13438_30259_13990_30260_30258_9166_11948_30261_14370_10190_13853_14351_12891_14485_16396_20135,bert_join
13686,disease,"distal myopathy, Tateyama type",MONDO,"distal myopathy, Tateyama type","distal myopathy, Tateyama type",,
7681,disease,"goiter, multinodular 1, with or without Sertoli-Leydig cell tumors",MONDO,"goiter, multinodular","goiter, multinodular",7681_10290_334_11635,bert_join
13232,disease,"brachydactylous dwarfism, Mseleni type",MONDO,"brachydactylous dwarfism, Mseleni type","brachydactylous dwarfism, Mseleni type",,
13390,disease,autosomal recessive limb-girdle muscular dystrophy type 2Q,MONDO,autosomal recessive limb-girdle muscular dystrophy,limb-girdle muscular dystrophy,13390_14144_11968_11787_9276_14977_14142_29136_11028_9683_13161_14788_12248_957270_11170_12699_14900_12127_14782_971171_13162_9675_9676_13440_14474_11423_30456_30014_12652_9677_15152_16971,bert_join
13291,disease,glycogen storage disease XV,MONDO,glycogen storage disease,glycogen storage disease,13291_13587_9868_9288_12693_10392_9295_13047_13091_13046_9293_9216_10598_9291_9287_9865_10362_9292_9294_9290_12747_2413_20693_17694_16527_6938_23258_700291_514_1011419_18485_17697_17698_17700_17695_17696_17699_17701_100439_800302_1010698_1010699_1010703_1010704_1010717_1010849_1010850_1010851_1010852_1010853_1011518_1012605_1012606_1012607,bert_join
60627,disease,glycosylphosphatidylinositol biosynthesis defect 15,MONDO,glycosylphosphatidylinositol biosynthesis defect,glycosylphosphatidylinositol biosynthesis defect,60627_40500_60724_32824_29140_859271,bert_join
800028,disease,"dyskinesia with orofacial involvement, autosomal dominant",MONDO,"dyskinesia with orofacial involvement, autosomal dominant","dyskinesia with orofacial involvement, autosomal dominant",,
8960,disease,Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome,MONDO,Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome,Charcot-Marie-Tooth disease-hearing loss-intellectual disability syndrome,,
7164,disease,spastic ataxia 1,MONDO,spastic ataxia,spastic ataxia,7164_33043_958009_12664_32753_7165_13776_13354_12651_17845,bert_join
16162,disease,bilateral frontal polymicrogyria,MONDO,bilateral frontal polymicrogyria,polymicrogyria,16162_17284_87,bert_join
13359,disease,familial hyperaldosteronism type III,MONDO,familial hyperaldosteronism,familial hyperaldosteronism type III,,
18495,disease,X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome,MONDO,X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome,X-linked intellectual disability-limb spasticity-retinal dystrophy-diabetes insipidus syndrome,,
17746,disease,atypical Rett syndrome,MONDO,atypical Rett syndrome,atypical Rett syndrome,,
19152,disease,Oguchi disease,MONDO,Oguchi disease,Oguchi disease,19152_9775,bert_join
10652,disease,X-linked intellectual disability-seizures-psoriasis syndrome,MONDO,X-linked intellectual disability-seizures-psoriasis syndrome,X-linked intellectual disability-seizures-psoriasis syndrome,,
12669,disease,Legius syndrome,MONDO,Legius syndrome,Legius syndrome,,
20331,disease,indolent systemic mastocytosis,MONDO,indolent systemic mastocytosis,indolent systemic mastocytosis,,
15736,disease,intermediate nemaline myopathy,MONDO,intermediate nemaline myopathy,nemaline myopathy,15736_15739_15738_11539_14513_14326_957284_12237_957281_9725_12538_14138_15696_18958_1010935,bert_join
9379,disease,Rotor syndrome,MONDO,Rotor syndrome,Rotor syndrome,,
19641,disease,Pauci-immune glomerulonephritis,MONDO,Pauci-immune glomerulonephritis,pauci-immune glomerulonephritis,,
14077,disease,cobblestone lissencephaly without muscular or ocular involvement,MONDO,cobblestone lissencephaly without muscular or ocular involvement,cobblestone lissencephaly without muscular or ocular involvement,,
19547,disease,Wells syndrome,MONDO,Wells syndrome,Wells syndrome,,
9716,disease,Richieri Costa-da Silva syndrome,MONDO,Richieri Costa-da Silva syndrome,Richieri Costa-da Silva syndrome,,
11178,disease,infantile convulsions and choreoathetosis,MONDO,infantile convulsions and choreoathetosis,infantile convulsions and choreoathetosis,,
15739,disease,adult-onset nemaline myopathy,MONDO,adult-onset nemaline myopathy,nemaline myopathy,15736_15739_15738_11539_14513_14326_957284_12237_957281_9725_12538_14138_15696_18958_1010935,bert_join
18006,disease,adult-onset distal myopathy due to VCP mutation,MONDO,adult-onset distal myopathy due to VCP mutation,adult-onset distal myopathy due to VCP mutation,,
15738,disease,childhood-onset nemaline myopathy,MONDO,childhood-onset nemaline myopathy,nemaline myopathy,15736_15739_15738_11539_14513_14326_957284_12237_957281_9725_12538_14138_15696_18958_1010935,bert_join
14877,disease,"myopathy, distal, 5",MONDO,"myopathy, distal","myopathy, distal",14877_24771_8049_14945_32853_18949,bert_join
10680,disease,X-linked Emery-Dreifuss muscular dystrophy,MONDO,X-linked Emery-Dreifuss muscular dystrophy,X-linked Emery-Dreifuss muscular dystrophy,,
14025,disease,lower motor neuron syndrome with late-adult onset,MONDO,lower motor neuron syndrome with late-adult onset,lower motor neuron syndrome with late-adult onset,,
11569,disease,Charcot-Marie-Tooth disease type 2B1,MONDO,Charcot-Marie-Tooth disease,Charcot-Marie-Tooth disease,11916_11569_10877_10699_13959_7308_7309_700338_14736_14836_12096_11085_10551_11633_14012_7307_14060_13212_10550_9417_10949_11894_11534_11527_11890_13644_11475_11066_14208_11901_7311_11902_11113_8388_11903_10689_14117_12250_8961_11687_12640_13753_12231_11889_14511_11570_14726_11091_7790_14733_14566_10995_14866_14735_14665_19011_18993_15626_18995_18994_16869_16454_3959_3962_44640,bert_join
20336,disease,autosomal dominant Emery-Dreifuss muscular dystrophy,MONDO,autosomal dominant Emery-Dreifuss muscular dystrophy,autosomal dominant Emery-Dreifuss muscular dystrophy,,
18129,disease,autosomal recessive cerebellar ataxia with late-onset spasticity,MONDO,autosomal recessive cerebellar ataxia with late-onset spasticity,autosomal recessive cerebellar ataxia with late-onset spasticity,,
19538,disease,Gaisbock syndrome,MONDO,Gaisbock syndrome,Gaisbock syndrome,,
17123,disease,arthrogryposis-renal dysfunction-cholestasis syndrome,MONDO,arthrogryposis-renal dysfunction-cholestasis syndrome,"arthrogryposis, renal dysfunction, and cholestasis",17123_7058,bert_join
11922,disease,nonimmune chronic idiopathic neutropenia of adults,MONDO,nonimmune chronic idiopathic neutropenia of adults,nonimmune chronic idiopathic neutropenia of adults,,
10132,disease,familial thyroid dyshormonogenesis,MONDO,familial thyroid dyshormonogenesis,familial thyroid dyshormonogenesis,,
19858,disease,idiopathic congenital hypothyroidism,MONDO,idiopathic congenital hypothyroidism,congenital hypothyroidism,19858_24300_18612_700081_16749_21650,bert_join
19617,disease,pituitary deficiency due to empty sella turcica syndrome,MONDO,pituitary deficiency due to empty sella turcica syndrome,pituitary deficiency due to empty sella turcica syndrome,,
19849,disease,isolated micropenis,MONDO,isolated micropenis,isolated micropenis,,
971063,disease,autosomal dominant dopa-responsive dystonia,MONDO,autosomal dominant dopa-responsive dystonia,autosomal dominant dopa-responsive dystonia,,
18475,disease,PRKAR1B-related neurodegenerative dementia with intermediate filaments,MONDO,PRKAR1B-related neurodegenerative dementia with intermediate filaments,PRKAR1B-related neurodegenerative dementia with intermediate filaments,,
13599,disease,autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome,MONDO,autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome,autoimmune enteropathy and endocrinopathy - susceptibility to chronic infections syndrome,,
18671,disease,IgG4-related kidney disease,MONDO,IgG4-related kidney disease,IgG4-related kidney disease,,
100429,disease,intrahepatic cholestasis of pregnancy,MONDO,"cholestasis, intrahepatic, of pregnancy","cholestasis, intrahepatic, of pregnancy",100429_13995_7829,bert_join
13426,disease,aneurysm-osteoarthritis syndrome,MONDO,aneurysm-osteoarthritis syndrome,aneurysm-osteoarthritis syndrome,,
17939,disease,classic multiminicore myopathy,MONDO,classic multiminicore myopathy,multiminicore myopathy,17939_18948,legacy_exact_members
15532,disease,generalized eruptive histiocytosis,MONDO,generalized eruptive histiocytosis,generalized eruptive histiocytosis,,
14148,disease,estrogen resistance syndrome,MONDO,estrogen resistance syndrome,estrogen resistance syndrome,,
16103,disease,isolated asymptomatic elevation of creatine phosphokinase,MONDO,isolated asymptomatic elevation of creatine phosphokinase,isolated asymptomatic elevation of creatine phosphokinase,,
