node_id,node_type,node_name,node_source,group_name_auto,group_name_bert,group_id_bert,group_id_source
4937,disease,hypervitaminosis D,MONDO,hypervitaminosis,hypervitaminosis,4937_6798_9409,bert_join
328,disease,hyperphosphatemia,MONDO,hyperphosphatemia,familial thyroid carcinoma,957408_328,bert_join
24327,disease,chronic renal failure syndrome,MONDO,chronic renal failure syndrome,chronic renal failure syndrome,,
43731,disease,lytic metastatic bone lesion,MONDO,lytic metastatic bone lesion,anorectal malformation,17855_19938_43731_7948_7951,bert_join
43455,disease,humoral hypercalcemia of malignancy,MONDO,humoral hypercalcemia of malignancy,humoral hypercalcemia of malignancy,,
6659,disease,arteriosclerosis obliterans,MONDO,arteriosclerosis obliterans,arteriosclerosis obliterans,,
5709,disease,common cold,MONDO,common cold,common cold,,
948,disease,xerophthalmia,MONDO,xerophthalmia,xerophthalmia,,
5746,disease,enterobiasis,MONDO,enterobiasis,enterobiasis,,
5654,disease,ascariasis,MONDO,ascariasis,ascariasis,,
6042,disease,meningeal tuberculosis,MONDO,meningeal tuberculosis,benign fibrous histiocytoma,2406_2989_6042_344_2990,bert_join
1030007,disease,hypertensive urgency,MONDO,hypertensive urgency,hydrops fetalis,16842_15193_1030007,bert_join
6610,disease,skin atrophy,MONDO,skin atrophy,skin atrophy,,
6875,disease,ocular hypertension,MONDO,ocular hypertension,ocular hypertension,,
1072,disease,mild pre-eclampsia,MONDO,mild pre-eclampsia,mild pre-eclampsia,,
2184,disease,drug-induced hepatitis,MONDO,drug-induced hepatitis,drug-induced hepatitis,,
6996,disease,thyroid crisis,MONDO,thyroid crisis,thyroid crisis,,
1529,disease,pancytopenia,MONDO,pancytopenia,pancytopenia,,
13792,disease,intracerebral hemorrhage,MONDO,intracerebral hemorrhage,intracerebral hemorrhage,,
1356,disease,iron deficiency anemia,MONDO,iron deficiency anemia,iron deficiency anemia,,
2476,disease,anuria,MONDO,anuria,anuria,,
5412,disease,duodenal ulcer,MONDO,duodenal ulcer,duodenal ulcer,,
4946,disease,hypoglycemia,MONDO,hypoglycemia,hypoglycemia,,
5542,disease,acute coronary syndrome,MONDO,acute coronary syndrome,acute coronary syndrome,,
5393,disease,gout,MONDO,gout,gout,,
6730,disease,drug psychosis,MONDO,drug psychosis,drug psychosis,,
440,disease,metabolic acidosis,MONDO,metabolic acidosis,metabolic acidosis,,
5139,disease,morbid obesity,MONDO,morbid obesity,morbid obesity,,
6642,disease,alcohol withdrawal delirium,MONDO,alcohol withdrawal delirium,alcohol withdrawal delirium,,
100161,disease,hyperkalemic renal tubular acidosis,MONDO,hyperkalemic renal tubular acidosis,hyperkalemic renal tubular acidosis,,
5478,disease,torsades de pointes,MONDO,torsades de pointes,torsades de pointes,,
27029,disease,HHV-6 encephalitis,MONDO,HHV-6 encephalitis,HHV-6 encephalitis,,
5406,disease,gestational diabetes,MONDO,gestational diabetes,gestational diabetes,,
41448,disease,metastasis from malignant tumor of colon,MONDO,metastasis from malignant tumor of colon,metastasis from malignant tumor of colon,,
5173,disease,actinic keratosis,MONDO,actinic keratosis,actinic keratosis,,
43300,disease,actinic cheilitis,MONDO,actinic cheilitis,actinic cheilitis,,
5434,disease,skin sensitivity to sun,MONDO,skin sensitivity to sun,retinal degeneration,5650_4580_5434_16687,bert_join
468,disease,third-degree atrioventricular block,MONDO,third-degree atrioventricular block,third-degree atrioventricular block,,
11918,disease,anxiety,MONDO,anxiety,anxiety,,
1548,disease,hepatic coma,MONDO,hepatic coma,hepatic coma,,
1290,disease,allergic cutaneous vasculitis,MONDO,allergic cutaneous vasculitis,allergic cutaneous vasculitis,,
43176,disease,phosphoribosylpyrophosphate synthetase deficiency,MONDO,phosphoribosylpyrophosphate synthetase deficiency,phosphoribosylpyrophosphate synthetase deficiency,,
5452,disease,bulimia nervosa,MONDO,bulimia nervosa,bulimia nervosa,,
6314,disease,nasal cavity polyp,MONDO,nasal cavity polyp,nasal cavity polyp,,
5942,disease,Reye syndrome,MONDO,Reye syndrome,Reye syndrome,,
6665,disease,chronic atrophic gastritis,MONDO,chronic atrophic gastritis,chronic atrophic gastritis,,
24343,disease,pityriasis simplex,MONDO,pityriasis simplex,pityriasis simplex,,
1795,disease,plantar wart,MONDO,plantar wart,plantar wart,,
5984,disease,tinea pedis,MONDO,tinea pedis,tinea pedis,,
4568,disease,paralytic ileus,MONDO,paralytic ileus,paralytic ileus,,
2105,disease,toxic megacolon,MONDO,toxic megacolon,toxic megacolon,,
41186,disease,Rowell syndrome,MONDO,Rowell syndrome,Rowell syndrome,,
5754,disease,epilepsy with generalized tonic-clonic seizures,MONDO,epilepsy with generalized tonic-clonic seizures,hypertrophic osteoarthropathy,17200_5754,bert_join
24613,disease,bipolar depression,MONDO,bipolar depression,idiopathic scoliosis,3803_726_24613_21505,bert_join
23297,disease,guttate psoriasis,MONDO,guttate psoriasis,guttate psoriasis,,
4845,disease,aphthous stomatitis,MONDO,aphthous stomatitis,autoimmune hemolytic anemia,20108_17648_6386_4845_12039_12058,bert_join
43267,disease,rheumatoid vasculitis,MONDO,rheumatoid vasculitis,rheumatoid vasculitis,,
5546,disease,fibromyalgia,MONDO,fibromyalgia,fibromyalgia,,
6004,disease,vasomotor rhinitis,MONDO,vasomotor rhinitis,vasomotor rhinitis,,
5324,disease,seasonal allergic rhinitis,MONDO,seasonal allergic rhinitis,seasonal allergic rhinitis,,
19474,disease,hepatosplenic T-cell lymphoma,MONDO,hepatosplenic T-cell lymphoma,hepatosplenic T-cell lymphoma,,
7005,disease,ulcerative proctosigmoiditis,MONDO,ulcerative proctosigmoiditis,ulcerative proctosigmoiditis,,
6874,disease,obstructive jaundice,MONDO,obstructive jaundice,obstructive jaundice,,
4808,disease,benign mammary dysplasia,MONDO,benign mammary dysplasia,benign mammary dysplasia,,
6684,disease,brain edema,MONDO,brain edema,brain edema,,
2909,disease,hyperglycemia,MONDO,hyperglycemia,hyperglycemia,,
100560,disease,ligneous conjunctivitis,MONDO,ligneous conjunctivitis,dendritic cell sarcoma,19362_4380_100560,bert_join
1942,disease,generalized anxiety disorder,MONDO,generalized anxiety disorder,generalized anxiety disorder,,
41052,disease,postherpetic neuralgia,MONDO,postherpetic neuralgia,postherpetic neuralgia,,
5052,disease,irritable bowel syndrome,MONDO,irritable bowel syndrome,irritable bowel syndrome,,
23161,disease,viral myocarditis,MONDO,viral myocarditis,viral myocarditis,,
8575,disease,nicotine dependence,MONDO,nicotine dependence,nicotine dependence,,
6021,disease,Prinzmetal angina,MONDO,Prinzmetal angina,Prinzmetal angina,,
5649,disease,appendicitis,MONDO,appendicitis,appendicitis,,
2268,disease,dyspepsia,MONDO,dyspepsia,dyspepsia,,
5769,disease,geniculate herpes zoster,MONDO,geniculate herpes zoster,geniculate herpes zoster,,
8159,disease,postmenopausal osteoporosis,MONDO,postmenopausal osteoporosis,postmenopausal osteoporosis,,
6896,disease,peptic esophagitis,MONDO,peptic esophagitis,peptic esophagitis,,
43726,disease,multiple organ dysfunction syndrome,MONDO,multiple organ dysfunction syndrome,multiple organ dysfunction syndrome,,
4729,disease,dyskinesia of esophagus,MONDO,dyskinesia of esophagus,dyskinesia of esophagus,,
43975,disease,autonomic dysreflexia,MONDO,autonomic dysreflexia,autonomic dysreflexia,,
4745,disease,priapism,MONDO,priapism,priapism,,
12819,disease,diabetic ketoacidosis,MONDO,diabetic ketoacidosis,diabetic ketoacidosis,,
6669,disease,bacterial endocarditis,MONDO,bacterial endocarditis,bacterial endocarditis,,
5662,disease,balantidiasis,MONDO,balantidiasis,balantidiasis,,
5316,disease,bacterial vaginosis,MONDO,bacterial vaginosis,bacterial vaginosis,,
24412,disease,Peptostreptococcus infectious disease,MONDO,Peptostreptococcus infectious disease,Peptostreptococcus infectious disease,,
1103,disease,giardiasis,MONDO,giardiasis,hemophilia,10604_10602_18682_18660_1010075_1011408_1103_10603_850054_1010643_1010644_1010645_1010646_1011519_1011520_1011521_1011522_1011523_1011524_1011525,bert_join
24275,disease,amebic dysentery,MONDO,amebic dysentery,amebic dysentery,,
5391,disease,restless legs syndrome,MONDO,restless legs syndrome,symptomatic form of hemophilia in female carriers,20500_5391,bert_join
6014,disease,vulvovaginal candidiasis,MONDO,vulvovaginal candidiasis,vulvovaginal candidiasis,,
6722,disease,dental fluorosis,MONDO,dental fluorosis,dental fluorosis,,
6798,disease,hypervitaminosis A,MONDO,hypervitaminosis,hypervitaminosis,4937_6798_9409,bert_join
956979,disease,nocturnal asthma,MONDO,nocturnal asthma,nocturnal asthma,,
6786,disease,hepatic vein thrombosis,MONDO,hepatic vein thrombosis,hepatic vein thrombosis,,
745,disease,cardiac arrest,MONDO,cardiac arrest,cardiac arrest,,
43475,disease,Adams-Stokes syndrome,MONDO,Adams-Stokes syndrome,Adams-Stokes syndrome,,
41114,disease,peripheral ischemia,MONDO,peripheral ischemia,peripheral ischemia,,
30602,disease,Klebsiella pneumonia,MONDO,Klebsiella pneumonia,Niemann-Pick disease type C,30602_5945_1797_5972,bert_join
5945,disease,rhinoscleroma,MONDO,rhinoscleroma,Niemann-Pick disease type C,30602_5945_1797_5972,bert_join
1797,disease,chancroid,MONDO,chancroid,Niemann-Pick disease type C,30602_5945_1797_5972,bert_join
5972,disease,streptococcal pneumonia,MONDO,streptococcal pneumonia,Niemann-Pick disease type C,30602_5945_1797_5972,bert_join
5810,disease,infectious mononucleosis,MONDO,infectious mononucleosis,infectious mononucleosis,,
16566,disease,loiasis,MONDO,loiasis,loiasis,,
5607,disease,chronic bronchitis,MONDO,chronic bronchitis,chronic bronchitis,,
1532,disease,capillariasis,MONDO,capillariasis,capillariasis,,
297,disease,baylisascariasis,MONDO,baylisascariasis,baylisascariasis,,
5995,disease,trichostrongylosis,MONDO,trichostrongylosis,trichostrongylosis,,
5974,disease,strongyloidiasis,MONDO,strongyloidiasis,strongyloidiasis,,
4941,disease,eosinophilia-myalgia syndrome,MONDO,eosinophilia-myalgia syndrome,eosinophilia-myalgia syndrome,,
1860,disease,folic acid deficiency anemia,MONDO,folic acid deficiency anemia,folic acid deficiency anemia,,
5645,disease,ancylostomiasis,MONDO,ancylostomiasis,ancylostomiasis,,
18378,disease,osteonecrosis of the jaw,MONDO,osteonecrosis of the jaw,osteonecrosis of the jaw,,
100471,disease,vitamin D deficiency,MONDO,vitamin D deficiency,vitamin D deficiency,,
1628,disease,tinea unguium,MONDO,tinea unguium,tinea unguium,,
5915,disease,pityriasis versicolor,MONDO,pityriasis versicolor,familial hypodysfibrinogenemia,5737_5915_16638,bert_join
6605,disease,scalp dermatosis,MONDO,scalp dermatosis,scalp dermatosis,,
1297,disease,cardiac tamponade,MONDO,cardiac tamponade,cardiac tamponade,,
1896,disease,obstructive hydrocephalus,MONDO,obstructive hydrocephalus,obstructive hydrocephalus,,
6876,disease,ocular tuberculosis,MONDO,ocular tuberculosis,medulloblastoma,7959_1011832_1011923_6876_1010131_6596,bert_join
1249,disease,trachoma,MONDO,trachoma,trachoma,,
5808,disease,inclusion conjunctivitis,MONDO,inclusion conjunctivitis,inclusion conjunctivitis,,
6727,disease,diastolic heart failure,MONDO,diastolic heart failure,diastolic heart failure,,
5016,disease,diabetic kidney disease,MONDO,diabetic kidney disease,diabetic kidney disease,,
41284,disease,primary motor cortex epilepsy,MONDO,primary motor cortex epilepsy,primary motor cortex epilepsy,,
1780,disease,premature ejaculation,MONDO,premature ejaculation,premature ejaculation,,
5700,disease,chickenpox,MONDO,chickenpox,chickenpox,,
5883,disease,ophthalmic herpes zoster,MONDO,ophthalmic herpes zoster,familial meningioma,14483_11789_5883,bert_join
4846,disease,placental abruption,MONDO,placental abruption,placental abruption,,
41775,disease,intraoperative floppy iris syndrome,MONDO,intraoperative floppy iris syndrome,isolated Dandy-Walker malformation,41775_10262,bert_join
6711,disease,constrictive pericarditis,MONDO,constrictive pericarditis,isolated hemispheric cerebellar hypoplasia,6711_10273,bert_join
5366,disease,chronic hepatitis B virus infection,MONDO,chronic hepatitis B virus infection,chronic hepatitis B virus infection,,
41403,disease,toxic amblyopia,MONDO,toxic amblyopia,toxic amblyopia,,
24677,disease,pancreatic insulinoma,MONDO,pancreatic insulinoma,pancreatic insulinoma,,
24376,disease,"sleep disorder, initiating and maintaining sleep",MONDO,"sleep disorder, initiating and maintaining sleep","sleep disorder, initiating and maintaining sleep",,
5195,disease,septic peritonitis,MONDO,septic peritonitis,diazoxide-resistant hyperinsulinism,16144_587_17186_16927_16586_5195,bert_join
700217,disease,neonatal sepsis,MONDO,neonatal sepsis,neonatal sepsis,,
100135,disease,Dravet syndrome,MONDO,Dravet syndrome,Dravet syndrome,,
1794,disease,Pthirus pubis infestation,MONDO,Pthirus pubis infestation,Pthirus pubis infestation,,
3471,disease,Pediculus humanus capitis infestation,MONDO,Pediculus humanus capitis infestation,Pediculus humanus capitis infestation,,
4619,disease,measles,MONDO,measles,measles,,
5080,disease,portal hypertension,MONDO,portal hypertension,portal hypertension,,
6802,disease,inappropriate ADH syndrome,MONDO,inappropriate ADH syndrome,inappropriate ADH syndrome,,
694,disease,seasonal affective disorder,MONDO,seasonal affective disorder,seasonal affective disorder,,
43233,disease,exfoliative dermatitis,MONDO,exfoliative dermatitis,exfoliative dermatitis,,
6554,disease,granuloma annulare,MONDO,granuloma annulare,granuloma annulare,,
41295,disease,acute papillary necrosis,MONDO,acute papillary necrosis,acute papillary necrosis,,
9718,disease,myxedema,MONDO,myxedema,myxedema,,
700219,disease,neoplastic meningitis,MONDO,neoplastic meningitis,neoplastic meningitis,,
41959,disease,fibrosis of bile duct,MONDO,fibrosis of bile duct,fibrosis of bile duct,,
703,disease,collagenous colitis,MONDO,collagenous colitis,congenital vertical talus,8916_8652_703_11343,bert_join
5894,disease,paracoccidioidomycosis,MONDO,paracoccidioidomycosis,paracoccidioidomycosis,,
5077,disease,pertussis,MONDO,pertussis,pertussis,,
5834,disease,lymphogranuloma venereum,MONDO,lymphogranuloma venereum,lymphogranuloma venereum,,
6836,disease,Listeria meningitis,MONDO,Listeria meningitis,Listeria meningitis,,
18626,disease,paratyphoid fever,MONDO,paratyphoid fever,paratyphoid fever,,
5921,disease,Plasmodium vivax malaria,MONDO,Plasmodium vivax malaria,Plasmodium vivax malaria,,
5920,disease,Plasmodium falciparum malaria,MONDO,Plasmodium falciparum malaria,Plasmodium falciparum malaria,,
878,disease,cytomegalovirus retinitis,MONDO,cytomegalovirus retinitis,cytomegalovirus retinitis,,
5253,disease,high output heart failure,MONDO,high output heart failure,high output heart failure,,
5318,disease,canker sore,MONDO,canker sore,canker sore,,
1601,disease,Plasmodium ovale malaria,MONDO,Plasmodium ovale malaria,Plasmodium ovale malaria,,
5146,disease,post-traumatic stress disorder,MONDO,post-traumatic stress disorder,post-traumatic stress disorder,,
6791,disease,hyperemesis gravidarum,MONDO,hyperemesis gravidarum,primary amyloidosis,6791_11590_23016,bert_join
44212,disease,chronic idiopathic urticaria,MONDO,chronic idiopathic urticaria,chronic idiopathic urticaria,,
5555,disease,cycloplegia,MONDO,cycloplegia,cycloplegia,,
1247,disease,social phobia,MONDO,social phobia,social phobia,,
41086,disease,mixed anxiety and depressive disorder,MONDO,mixed anxiety and depressive disorder,mixed anxiety and depressive disorder,,
1505,disease,alcoholic hepatitis,MONDO,alcoholic hepatitis,alcoholic hepatitis,,
800106,disease,disruptive behavior disorder,MONDO,disruptive behavior disorder,congenital lipoid adrenal hyperplasia due to STAR deficency,8725_800106_5566,bert_join
5566,disease,neonatal abstinence syndrome,MONDO,neonatal abstinence syndrome,congenital lipoid adrenal hyperplasia due to STAR deficency,8725_800106_5566,bert_join
5314,disease,relapsing-remitting multiple sclerosis,MONDO,relapsing-remitting multiple sclerosis,relapsing-remitting multiple sclerosis,,
7016,disease,vitamin A deficiency,MONDO,vitamin A deficiency,vitamin A deficiency,,
1156,disease,borderline personality disorder,MONDO,borderline personality disorder,borderline personality disorder,,
409,disease,chorioamnionitis,MONDO,chorioamnionitis,chorioamnionitis,,
6823,disease,Klinefelter syndrome,MONDO,Klinefelter syndrome,Klinefelter syndrome,,
4717,disease,peliosis hepatis,MONDO,peliosis hepatis,peliosis hepatis,,
1954,disease,thrombophlebitis migrans,MONDO,thrombophlebitis migrans,thrombophlebitis migrans,,
5776,disease,gnathomiasis,MONDO,gnathomiasis,gnathomiasis,,
1133,disease,malignant essential hypertension,MONDO,malignant essential hypertension,malignant essential hypertension,,
44917,disease,T-lymphoblastic lymphoma,MONDO,T-lymphoblastic lymphoma,T-lymphoblastic lymphoma,,
4160,disease,female stress incontinence,MONDO,female stress incontinence,female stress incontinence,,
40728,disease,Campylobacter fetus infectious disease,MONDO,Campylobacter fetus infectious disease,Campylobacter fetus infectious disease,,
4215,disease,cutaneous anthrax,MONDO,cutaneous anthrax,cutaneous anthrax,,
6635,disease,Acinetobacter infectious disease,MONDO,Acinetobacter infectious disease,Acinetobacter infectious disease,,
44870,disease,acquired torsion dystonia,MONDO,acquired torsion dystonia,acquired torsion dystonia,,
701,disease,ischemic colitis,MONDO,ischemic colitis,ischemic colitis,,
1699,disease,tinea manuum,MONDO,tinea manuum,tinea manuum,,
5886,disease,oral candidiasis,MONDO,oral candidiasis,oral candidiasis,,
1648,disease,esophageal candidiasis,MONDO,esophageal candidiasis,esophageal candidiasis,,
5723,disease,Cryptococcal meningitis,MONDO,Cryptococcal meningitis,Cryptococcal meningitis,,
44070,disease,candidemia,MONDO,candidemia,candidemia,,
42233,disease,disseminated candidiasis,MONDO,disseminated candidiasis,disseminated candidiasis,,
5672,disease,blastomycosis,MONDO,blastomycosis,blastomycosis,,
15474,disease,cryptosporidiosis,MONDO,cryptosporidiosis,cryptosporidiosis,,
242,disease,tinea barbae,MONDO,tinea barbae,tinea barbae,,
1078,disease,tropical sprue,MONDO,tropical sprue,tropical sprue,,
5929,disease,postpartum depression,MONDO,postpartum depression,polyarteritis nodosa,19168_19170_18365_5929_12182,bert_join
2313,disease,vernal conjunctivitis,MONDO,vernal conjunctivitis,vernal conjunctivitis,,
2308,disease,giant papillary conjunctivitis,MONDO,giant papillary conjunctivitis,giant papillary conjunctivitis,,
5884,disease,opisthorchiasis,MONDO,opisthorchiasis,opisthorchiasis,,
1076,disease,glucose intolerance,MONDO,glucose intolerance,glucose intolerance,,
494,disease,renal fibrosis,MONDO,renal fibrosis,renal fibrosis,,
4264,disease,acute gonococcal endometritis,MONDO,acute gonococcal endometritis,acute gonococcal endometritis,,
41095,disease,malignant otitis externa caused by Pseudomonas aeruginosa,MONDO,malignant otitis externa caused by Pseudomonas aeruginosa,phenylketonuria,9861_16353_18737_41095,bert_join
2186,disease,acute maxillary sinusitis,MONDO,acute maxillary sinusitis,acute maxillary sinusitis,,
25598,disease,pneumonia caused by chlamydia,MONDO,pneumonia caused by chlamydia,pneumonia caused by chlamydia,,
42451,disease,endomyometritis,MONDO,endomyometritis,endomyometritis,,
5867,disease,Mycoplasma pneumoniae pneumonia,MONDO,Mycoplasma pneumoniae pneumonia,Mycoplasma pneumoniae pneumonia,,
1080,disease,acute gonococcal cervicitis,MONDO,acute gonococcal cervicitis,acute gonococcal cervicitis,,
1964,disease,chronic tubotympanic suppurative otitis media,MONDO,chronic tubotympanic suppurative otitis media,chronic tubotympanic suppurative otitis media,,
1943,disease,Plasmodium malariae malaria,MONDO,Plasmodium malariae malaria,Plasmodium malariae malaria,,
41182,disease,polymorphic light eruption,MONDO,polymorphic light eruption,polymorphic light eruption,,
4794,disease,exposure keratitis,MONDO,exposure keratitis,exposure keratitis,,
2330,disease,alcoholic psychosis,MONDO,alcoholic psychosis,alcoholic psychosis,,
20544,disease,streptococcal toxic-shock syndrome,MONDO,streptococcal toxic-shock syndrome,streptococcal toxic-shock syndrome,,
2897,disease,secondary syphilis,MONDO,secondary syphilis,secondary syphilis,,
40925,disease,latent yaws,MONDO,latent yaws,latent yaws,,
6752,disease,Erysipelothrix rhusiopathiae infectious disease,MONDO,Erysipelothrix rhusiopathiae infectious disease,Erysipelothrix rhusiopathiae infectious disease,,
40923,disease,late latent syphilis,MONDO,late latent syphilis,late latent syphilis,,
6913,disease,pneumococcal meningitis,MONDO,pneumococcal meningitis,pneumococcal meningitis,,
979,disease,pinta disease,MONDO,pinta disease,pinta disease,,
1714,disease,bejel,MONDO,bejel,bejel,,
5699,disease,cervicofacial actinomycosis,MONDO,cervicofacial actinomycosis,Leydig cell hypoplasia due to LH resistance,5699_4854,bert_join
4854,disease,ophthalmia neonatorum,MONDO,ophthalmia neonatorum,Leydig cell hypoplasia due to LH resistance,5699_4854,bert_join
744,disease,lung abscess,MONDO,lung abscess,cryptophthalmia,16046_20153_744,bert_join
1266,disease,erysipelas,MONDO,erysipelas,erysipelas,,
40922,disease,latent early syphilis,MONDO,latent early syphilis,latent early syphilis,,
5952,disease,scarlet fever,MONDO,scarlet fever,scarlet fever,,
42452,disease,tertiary lesion of yaws,MONDO,tertiary lesion of yaws,tertiary lesion of yaws,,
42972,disease,meningococcemia,MONDO,meningococcemia,meningococcemia,,
5445,disease,visceral leishmaniasis,MONDO,visceral leishmaniasis,visceral leishmaniasis,,
1030011,disease,paroxysmal atrial fibrillation,MONDO,paroxysmal atrial fibrillation,paroxysmal atrial fibrillation,,
6753,disease,Escherichia coli meningitis,MONDO,Escherichia coli meningitis,Escherichia coli meningitis,,
41366,disease,acute epiglottitis,MONDO,acute epiglottitis,epiglottitis,6282_24676_5753_1010134_41366,bert_join
41526,disease,pregnancy disorder with abortive outcome,MONDO,pregnancy disorder with abortive outcome,pregnancy disorder with abortive outcome,,
43923,disease,"lichen planus, oral",MONDO,"lichen planus, oral","lichen planus, oral",,
41755,disease,twin reversal arterial perfusion syndrome,MONDO,twin reversal arterial perfusion syndrome,twin reversal arterial perfusion syndrome,,
901,disease,relapsed/refractory diffuse large B-cell lymphoma,MONDO,relapsed/refractory diffuse large B-cell lymphoma,relapsed/refractory diffuse large B-cell lymphoma,,
5625,disease,cerebral malaria,MONDO,cerebral malaria,cerebral malaria,,
19735,disease,polymyalgia rheumatica,MONDO,polymyalgia rheumatica,polymyalgia rheumatica,,
6545,disease,erythema multiforme,MONDO,erythema multiforme,erythema multiforme,1010141_6545_20817,bert_join
43789,disease,serum sickness,MONDO,serum sickness,serum sickness,,
1875,disease,epicondylitis,MONDO,epicondylitis,epicondylitis,,
4668,disease,fascioliasis,MONDO,fascioliasis,fascioliasis,,
5848,disease,miliary tuberculosis,MONDO,miliary tuberculosis,miliary tuberculosis,,
1803,disease,myringitis bullosa hemorrhagica,MONDO,myringitis bullosa hemorrhagica,myringitis bullosa hemorrhagica,,
5295,disease,intermittent vascular claudication,MONDO,intermittent vascular claudication,intermittent vascular claudication,,
1442,disease,dysthymic disorder,MONDO,dysthymic disorder,dysthymic disorder,,
2443,disease,bruxism,MONDO,bruxism,bruxism,,
1612,disease,carotid stenosis,MONDO,carotid stenosis,carotid stenosis,,
5722,disease,croup,MONDO,croup,croup,,
41093,disease,central retinal vein occlusion with macular edema,MONDO,central retinal vein occlusion with macular edema,central retinal vein occlusion with macular edema,,
1382,disease,hepatorenal syndrome,MONDO,hepatorenal syndrome,hepatorenal syndrome,,
40698,disease,subacute bursitis,MONDO,subacute bursitis,subacute bursitis,,
6946,disease,renal osteodystrophy,MONDO,renal osteodystrophy,renal osteodystrophy,,
1024,disease,pneumonic plague,MONDO,pneumonic plague,pneumonic plague,,
5956,disease,septicemic plague,MONDO,septicemic plague,septicemic plague,,
5859,disease,mucocutaneous leishmaniasis,MONDO,mucocutaneous leishmaniasis,desmoplastic infantile astrocytoma/ganglioglioma,5859_5906_9496_16731,bert_join
5906,disease,peritonsillar abscess,MONDO,peritonsillar abscess,desmoplastic infantile astrocytoma/ganglioglioma,5859_5906_9496_16731,bert_join
24332,disease,perennial allergic rhinitis,MONDO,perennial allergic rhinitis,perennial allergic rhinitis,,
19360,disease,rickettsialpox,MONDO,rickettsialpox,rickettsialpox,,
19359,disease,Rocky mountain spotted fever,MONDO,Rocky mountain spotted fever,congenital pulmonary airway malformation,15084_16580_17578_19359_17248_17249_17250_17251_17252,bert_join
5888,disease,ornithosis,MONDO,ornithosis,ornithosis,,
1125,disease,acute gonococcal epididymo-orchitis,MONDO,acute gonococcal epididymo-orchitis,optic tract astrocytoma,21143_24649_1125_1485_3234_3931,bert_join
330,disease,endemic typhus,MONDO,endemic typhus,endemic typhus,,
5680,disease,Brill-Zinsser disease,MONDO,Brill-Zinsser disease,Brill-Zinsser disease,,
6784,disease,hemorrhagic disease of newborn,MONDO,hemorrhagic disease of newborn,hemorrhagic disease of newborn,,
33821,disease,fungal keratitis,MONDO,fungal keratitis,fungal keratitis,,
43465,disease,achlorhydria,MONDO,achlorhydria,monocytic leukemia,21364_4600_700106_1011953_43465_22822,bert_join
6978,disease,splenic infarction,MONDO,splenic infarction,acute lymphoblastic/lymphocytic leukemia,15203_3659_5023_6978_41751_19476_6115_15042,bert_join
41751,disease,multibacillary leprosy,MONDO,multibacillary leprosy,acute lymphoblastic/lymphocytic leukemia,15203_3659_5023_6978_41751_19476_6115_15042,bert_join
19476,disease,primary cutaneous peripheral T-cell lymphoma not otherwise specified,MONDO,primary cutaneous peripheral T-cell lymphoma not otherwise specified,acute lymphoblastic/lymphocytic leukemia,15203_3659_5023_6978_41751_19476_6115_15042,bert_join
6115,disease,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",MONDO,"blast phase chronic myelogenous leukemia, BCR-ABL1 positive",acute lymphoblastic/lymphocytic leukemia,15203_3659_5023_6978_41751_19476_6115_15042,bert_join
15687,disease,chronic eosinophilic leukemia,MONDO,chronic eosinophilic leukemia,chronic eosinophilic leukemia,,
15689,disease,myeloid neoplasm associated with PDGFRA rearrangement,MONDO,myeloid neoplasm associated with PDGFRA rearrangement,myeloid neoplasm associated with PDGFRA rearrangement,,
100595,disease,furunculosis,MONDO,furunculosis,furunculosis,,
1404,disease,ecthyma,MONDO,ecthyma,ecthyma,,
6723,disease,denture stomatitis,MONDO,denture stomatitis,central polydactyly of fingers,5003_24618_42971_6723_11316_11317_11318_11321,bert_join
6742,disease,endemic goiter,MONDO,endemic goiter,endemic goiter,,
1010100,disease,myxedema coma,MONDO,myxedema coma,myxedema coma,,
304,disease,penicilliosis,MONDO,penicilliosis,penicilliosis,,
100096,disease,COVID-19,MONDO,COVID-19,COVID-19,,
2885,disease,erythrasma,MONDO,erythrasma,erythrasma,,
43106,disease,ichthyosis linearis circumflexa,MONDO,ichthyosis linearis circumflexa,ichthyosis linearis circumflexa,,
41752,disease,paucibacillary leprosy,MONDO,paucibacillary leprosy,paucibacillary leprosy,,
42484,disease,disseminated sporotrichosis,MONDO,disseminated sporotrichosis,disseminated sporotrichosis,,
42433,disease,mycotic endocarditis,MONDO,mycotic endocarditis,mycotic endocarditis,,
1979,disease,dumping syndrome,MONDO,dumping syndrome,dumping syndrome,,
21645,disease,esophageal varices with bleeding,MONDO,esophageal varices with bleeding,esophageal varices with bleeding,,
41167,disease,carcinoid crisis,MONDO,carcinoid crisis,carcinoid crisis,,
15629,disease,von Willebrand disease type 2B,MONDO,von Willebrand disease,von Willebrand disease,10191_13304_10756_8668_24574_1011411_1011612_1011615_1011613_1011614_15629_15628_15630_15631_1011611_1011616_1012640_1012641_1012642_1012643_1012644_1012667_1012668,bert_join
40871,disease,psychogenic polydipsia,MONDO,psychogenic polydipsia,psychogenic polydipsia,,
22007,disease,water intoxication,MONDO,water intoxication,water intoxication,,
6797,disease,hypertensive retinopathy,MONDO,hypertensive retinopathy,hypertensive retinopathy,,
41259,disease,diphtheritic myocarditis,MONDO,diphtheritic myocarditis,diphtheritic myocarditis,,
