STT,doi/PMID,Abstract/ Introduction,loại tạp chí,experiment,model,relation,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,movement disorder,phenotype,"'Psychomotor regression, seizures, loss of vision, and movement disorder begin in infancy and result in early death''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,early death,phenotype,"'Psychomotor regression, seizures, loss of vision, and movement disorder begin in infancy and result in early death''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,indication,,PPT1 fused with the human insulin receptor ,drug,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,'We report a 68-month-old boy with CLN1 treated... with a PPT1 enzyme fused to an anti-insulin receptor antibody (AGT-194)'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,indication,,PPT1 fused with the human insulin receptor ,drug,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,'This case documents for the first time that treatment of CLN1 is principally feasible by an intravenous BBB penetrating enzyme replacement therapy'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,accumulation of lipofuscin granules,phenotype,'...leading to accumulation of lipofuscin granules in brain and progressive neurodegeneration'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",disease,progressive neurodegeneration,phenotype,'...leading to accumulation of lipofuscin granules in brain and progressive neurodegeneration'',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,drug_effect,,PPT1 fused with the human insulin receptor ,drug,decreased seizure frequency,phenotype,"'During treatment, no side effects were observed, while seizure frequency decreased...''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,36324638,Abstract,case report,in vivo,human,drug_effect,,PPT1 fused with the human insulin receptor ,drug,improved life quality,phenotype,"'During treatment... life quality improved, and the boy’s general condition remained stable''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,disease_protein,,Neuronal Ceroid-Lipofuscinoses,disease,GRN,protein/gene,Homozygous loss-of-function progranulin gene (GRN) mutation carriers develop adult-onset neuronal ceroid lipofuscinosis (NCL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,disease_disease,,lysosomal storage disease,disease,Neuronal Ceroid-Lipofuscinoses,disease,"neuronal ceroid lipofuscinosis (NCL), a lysosomal storage disease",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,retinal degeneration,phenotype,NCL patients display retinal degeneration and visual dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,visual dysfunction,phenotype,NCL patients display retinal degeneration and visual dysfunction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,cellcomp_protein,,lysosome,cellular_component,Progranulin,protein/gene,Progranulin localized to the lysosome in RPE cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,anatomy_protein_present,,retinal pigment epithelium cells,anatomy,Progranulin,protein/gene,Progranulin localized to the lysosome in RPE cells,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,bioprocess_protein,,activation of lysosomal proteases,biological_process,Progranulin,protein/gene,"Loss of progranulin did not affect the biogenesis of lysosomes in RPE cells, while it was necessary for the
activation of lysosomal proteases",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,phenotype_protein,,decreased cell viability,phenotype,Progranulin,protein/gene,progranulin deficiency decreased cell viability and disrupted the cell-cell junctions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,phenotype_protein,,disrupted the cell-cell junctions,phenotype,Progranulin,protein/gene,progranulin deficiency decreased cell viability and disrupted the cell-cell junctions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,bioprocess_phenotype,,lysosomal activity,biological_process,progranulin insufficiency,phenotype,progranulin insufficiency disturbs lysosomal activity and physiological functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,35241513,Abstract,original article,in vivo,human,bioprocess_phenotype,,physiological functions,biological_process,progranulin insufficiency,phenotype,progranulin insufficiency disturbs lysosomal activity and physiological functions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_disease,,neurodegenerative diseases,disease,Neuronal Ceroid-Lipofuscinoses,disease,Neuronal ceroid lipofuscinoses (NCL; Batten disease) are a group of inherited neurodegenerative diseases,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_disease,,Neuronal Ceroid-Lipofuscinoses,disease,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,"""Naturally occurring sheep models of CLN5 and CLN6 disease display the key clinical features of NCL, including a progressive loss of vision.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_disease,,Neuronal Ceroid-Lipofuscinoses,disease,Neuronal ceroid cipofuscinosis type 6,disease,"""Naturally occurring sheep models of CLN5 and CLN6 disease display the key clinical features of NCL, including a progressive loss of vision.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,cognitive,phenotype,symptoms including cognitive and motor decline and vision loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,motor decline,phenotype,symptoms including cognitive and motor decline and vision loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal Ceroid-Lipofuscinoses,disease,vision loss,phenotype,symptoms including cognitive and motor decline and vision loss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,progressive loss of vision,phenotype,"CLN5 and CLN6 disease display the key clinical features of NCL,including a progressive loss of vision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,progressive loss of vision,phenotype,"CLN5 and CLN6 disease display the key clinical features of NCL,including a progressive loss of vision",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,progressive atrophy of the outer retinal layers,phenotype,"­CLN5−/− sheep shows progressive atrophy of the outer retinal layers, widespread gliosis, and accumulation of lysosomal storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,widespread gliosis,phenotype,"­CLN5−/− sheep shows progressive atrophy of the outer retinal layers, widespread gliosis, and accumulation of lysosomal storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,accumulation of lysosomal storage,phenotype,"­CLN5−/− sheep shows progressive atrophy of the outer retinal layers, widespread gliosis, and accumulation of lysosomal storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,significant atrophy of all retinal layers,phenotype,"­CLN6−/− retina shows significant atrophy of all retinal layers, progressive gliosis,and earlier accumulation of lysosomal storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,progressive gliosis,phenotype,"­CLN6−/− retina shows significant atrophy of all retinal layers, progressive gliosis,and earlier accumulation of lysosomal storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,35256654,Abstract,original article,in vivo,sheep,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,accumulation of lysosomal storage,phenotype,"­CLN6−/− retina shows significant atrophy of all retinal layers, progressive gliosis,and earlier accumulation of lysosomal storage",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,disease_protein,mutation,Juvenile CLN3 disease,disease,CLN3,protein/gene,acidified drinking water... had some beneficial effects in the Cln3−/− mouse model of juvenile Batten disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,disease_disease,,neurodegenerative lysosomal storage disorder,disease,Juvenile Batten disease,disease,acidified drinking water... had some beneficial effects in the Cln3−/− mouse model of juvenile Batten disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,disease_protein,mutation,Juvenile CLN1 disease,disease,CLN1,protein/gene,"Here we tested if acidified drinking water has therapeutic effects in Cln1R151X nonsense mutant mice, a model of the infantile form of Batten disease.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,impairment in pole climbing ability ,phenotype,CLN1,protein/gene,"In Cln1R151X mice, acidified drinking water received from weaning prevented the impairment in pole climbing ability measured at 3 and 6 months of age.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,exposure_phenotype,,acidified drinking water,exposure,prevented the impairment in pole climbing ability ,phenotype,"In Cln1R151X mice, acidified drinking water received from weaning prevented the impairment in pole climbing ability measured at 3 and 6 months of age.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,decreased the amount of lysosomal storage material,phenotype,CLN1,protein/gene,"Histopathological analysis of the brain at 6 months showed that acidified drinking water decreased the amount of lysosomal storage material, reduced astrocytosis in the striatum and somatosensory barrelfield cortex, and attenuated microglial activation in the thalamus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,reduced astrocytosis,phenotype,CLN1,protein/gene,"Histopathological analysis of the brain at 6 months showed that acidified drinking water decreased the amount of lysosomal storage material, reduced astrocytosis in the striatum and somatosensory barrelfield cortex, and attenuated microglial activation in the thalamus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_anatomy,,reduced astrocytosis,phenotype,striatum,anatomy,"Histopathological analysis of the brain at 6 months showed that acidified drinking water decreased the amount of lysosomal storage material, reduced astrocytosis in the striatum and somatosensory barrelfield cortex, and attenuated microglial activation in the thalamus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,anatomy_protein_absent,,reduced astrocytosis,phenotype,somatosensory barrelfield cortex,anatomy,"Histopathological analysis of the brain at 6 months showed that acidified drinking water decreased the amount of lysosomal storage material, reduced astrocytosis in the striatum and somatosensory barrelfield cortex, and attenuated microglial activation in the thalamus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,attenuated microglial activation,phenotype,CLN1,protein/gene,"Histopathological analysis of the brain at 6 months showed that acidified drinking water decreased the amount of lysosomal storage material, reduced astrocytosis in the striatum and somatosensory barrelfield cortex, and attenuated microglial activation in the thalamus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_anatomy,,attenuated microglial activation,phenotype,thalamus,anatomy,"Histopathological analysis of the brain at 6 months showed that acidified drinking water decreased the amount of lysosomal storage material, reduced astrocytosis in the striatum and somatosensory barrelfield cortex, and attenuated microglial activation in the thalamus.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,exposure_phenotype,,acidified drinking water,exposure,altered the gut microbiota,phenotype,"Acidified drinking water significantly altered the gut microbiota composition of Cln1R151X mice, indicating a contribution of gut bacteria to the therapeutic effects of acidified water.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,exposure_disease,,acidified drinking water,exposure,Neuronal Ceroid-Lipofuscinoses,disease,Our results in Cln1R151X mice suggest that acidified drinking water may have beneficial effects for patients with infantile Batten disease.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,disease_protein,,Juvenile Batten disease,disease,CLN3 delta exon 7/8,protein/gene,"We have previously found using the Cln3−/− and Cln3Δex7/8 mouse models of juvenile Batten disease that Cln3−/− and Cln3Δex7/8 males have more and more severe neurological phenotypes than females and thus, are more suitable for therapeutic studies7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,disease_protein,,Juvenile Batten disease,disease,CLN3 knockout,protein/gene,"We have previously found using the Cln3−/− and Cln3Δex7/8 mouse models of juvenile Batten disease that Cln3−/− and Cln3Δex7/8 males have more and more severe neurological phenotypes than females and thus, are more suitable for therapeutic studies8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,neurological phenotypes,phenotype,CLN3 delta exon 7/8,protein/gene,"We have previously found using the Cln3−/− and Cln3Δex7/8 mouse models of juvenile Batten disease that Cln3−/− and Cln3Δex7/8 males have more and more severe neurological phenotypes than females and thus, are more suitable for therapeutic studies9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,neurological phenotypes,phenotype,CLN3 knockout,protein/gene,"We have previously found using the Cln3−/− and Cln3Δex7/8 mouse models of juvenile Batten disease that Cln3−/− and Cln3Δex7/8 males have more and more severe neurological phenotypes than females and thus, are more suitable for therapeutic studies10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,35637265,Other,"original article, research",,mice,phenotype_protein,,neurological phenotypes,phenotype,CLN1R151X,protein/gene,"Therefore, since the Cln1R151X nonsense mutant mouse model was generated for testing new therapies including nonsense suppressive drugs, during the characterization of Cln1R151X mice we only examined the neurological phenotypes and neuropathological changes in male mice5 .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Abstract,original article,in vitro,zebrafish,disease_phenotype_positive,,Late infantile CLN5 disease,disease,neuronal ceroid lipofuscinosis,phenotype,"CLN5 disease (MIM: 256731) represents a rare late-infantile form of neuronal ceroid lipofuscinosis (NCL), caused by mutations in the CLN5 gene that encodes the CLN5 protein (CLN5p), whose physiological roles stay unanswered.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Abstract,original article,in vitro,zebrafish,disease_protein,,Late infantile CLN5 disease,disease,CLN5,protein/gene,"CLN5 disease (MIM: 256731) represents a rare late-infantile form of neuronal ceroid lipofuscinosis (NCL), caused by mutations in the CLN5 gene that encodes the CLN5 protein (CLN5p), whose physiological roles stay unanswered.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Abstract,original article,in vitro,zebrafish,phenotype_protein,,CLN5,protein/gene,lipid homeostasis,phenotype,Our results revealed a key role of CLN5p in lipid homeostasis and sphingolipid metabolism and highlighted mutual NCL biomarkers scored with high lysosomal confidence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Abstract,original article,in vitro,zebrafish,phenotype_protein,,CLN5,protein/gene,sphingolipid metabolism,phenotype,Our results revealed a key role of CLN5p in lipid homeostasis and sphingolipid metabolism and highlighted mutual NCL biomarkers scored with high lysosomal confidence.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Introduction,original article,in vitro,zebrafish,phenotype_protein,,CLN5,protein/gene,neurodevelopment,phenotype,"The role of CLN5 in neurodevelopment was functionally investigated in vivo using zebrafish morphants, a knockdown model already utilized in various NCL forms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,combination of miglustat and trehalose,drug,reduced the mitochondrial reactive oxygen spices,phenotype,Treatments with both miglustat and the combination of miglustat + trehalose reduced the mitochondrial reactive oxygen spices in the SH model.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vivo,zebrafish,drug_effect,,miglustat,drug,rescued locomotor impairment,phenotype,"We observed that miglustat and trehalose could rescue locomotor impairment in a treated cln5 morphant, corroborating in vivo the efficacy of these xenobiotics in alleviating some of the disease symptoms observed in vitro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vivo,zebrafish,drug_effect,,trehalose,drug,rescued locomotor impairment,phenotype,"We observed that miglustat and trehalose could rescue locomotor impairment in a treated cln5 morphant, corroborating in vivo the efficacy of these xenobiotics in alleviating some of the disease symptoms observed in vitro.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,miglustat,drug,decreased the number of lipid droplet-like structures,phenotype,"After 2 h of rescue following miglustat or trehalose treatment, we observed a significant decrease for about 40 and 50%, respectively, in the number of highlighted structures, in contrast to the basal levels seen in the controls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,trehalose,drug,decreased the number of lipid droplet-like structures,phenotype,"After 2 h of rescue following miglustat or trehalose treatment, we observed a significant decrease for about 40 and 50%, respectively, in the number of highlighted structures, in contrast to the basal levels seen in the controls.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,combination of miglustat and trehalose,drug,decreased in the number of the  lipid droplet-like structures,phenotype,The combination of drugs showed a sharp decrease in the number and dimensions of the structures already after 2 h of rescue in regular medium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,combination of miglustat and trehalose,drug,decreased in the dimensions of the lipid droplet-like structures,phenotype,The combination of drugs showed a sharp decrease in the number and dimensions of the structures already after 2 h of rescue in regular medium.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,miglustat,drug,decreased in lipid droplets ,phenotype,"Following 24 h of rescue, there were no significant changes in the number of LDs as compared to 2 h, whereas we observed a decrease in LDs by >60% once cells were treated with miglustat and compared to those untreated.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,35681535,Other,original article,in vitro,zebrafish,drug_effect,,combination of miglustat and trehalose,drug,sharp fall in the number of lipid droplets ,phenotype,"Similarly, 24 h after trehalose rescue, as well as the combination of miglustat and trehalose, induced a sharp fall in the number of LDs, bringing it down to control levels.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vivo,human,disease_disease,,lysosomal storage disorders,disease,Neuronal Ceroid-Lipofuscinoses,disease,Batten disease is unique among lysosomal storage disorders for the early and profound manifestation in the central nervous system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vitro,cell line,protein_protein,,CLN3,protein/gene,synaptic depletion of SNARE,protein/gene,"We demonstrate substantial overlap in the protein interactomes of three transmembrane Batten proteins (CLN3, CLN6, and CLN8), and that their absence leads to synaptic depletion of key partners (i.e., SNAREs...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vitro,cell line,protein_protein,,CLN6,protein/gene,synaptic depletion of SNARE,protein/gene,"We demonstrate substantial overlap in the protein interactomes of three transmembrane Batten proteins (CLN3, CLN6, and CLN8), and that their absence leads to synaptic depletion of key partners (i.e., SNAREs...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vitro,cell line,protein_protein,,CLN8,protein/gene,synaptic depletion of SNARE,protein/gene,"We demonstrate substantial overlap in the protein interactomes of three transmembrane Batten proteins (CLN3, CLN6, and CLN8), and that their absence leads to synaptic depletion of key partners (i.e., SNAREs...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vitro,cell line,protein_protein,,CLN3,protein/gene,synaptic depletion of tethers,protein/gene,"We demonstrate substantial overlap in the protein interactomes of three transmembrane Batten proteins (CLN3, CLN6, and CLN8), and that their absence leads to synaptic depletion of key partners (i.e., SNAREs...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vitro,cell line,protein_protein,,CLN6,protein/gene,synaptic depletion of tethers,protein/gene,"We demonstrate substantial overlap in the protein interactomes of three transmembrane Batten proteins (CLN3, CLN6, and CLN8), and that their absence leads to synaptic depletion of key partners (i.e., SNAREs...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vitro,cell line,protein_protein,,CLN8,protein/gene,synaptic depletion of tethers,protein/gene,"We demonstrate substantial overlap in the protein interactomes of three transmembrane Batten proteins (CLN3, CLN6, and CLN8), and that their absence leads to synaptic depletion of key partners (i.e., SNAREs...)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,35692423,Abstract,research,in vivo,mice, bioprocess_protein,,CLN3,protein/gene,altered synaptic SNARE complexing,biological_process,their absence leads to... altered synaptic SNARE complexing in vivo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,"Abstract, Introduction (khổ cuối)",original article,in vivo,human,phenotype_phenotype,,neuronal loss,phenotype,Grey matter atrophy,phenotype,"""Since CLN3 disease causes neuronal loss, we expect GM volumes to be better suited as biomarker.. Grey matter (GM) atrophy due to neuronal loss is a striking feature of patients with CLN3 disease.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,disease_phenotype_positive,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,Grey matter atrophy,phenotype,"""Grey matter (GM) atrophy due to neuronal loss is a striking feature of patients with CLN3 disease.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,decreased volumes of supratentorial cortical gray matter volume,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... Supratentorial cortical GM volume showed the steepest (4.6% (±0.2%)) and most uniform decrease with strongest correlation with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,decreased volumes of supratentorial white matter,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... The volumes of supratentorial cortical GM and supratentorial WM... significantly decreased with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,decreased volumes of cerebellar gray matter,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... The volumes of... cerebellar GM... significantly decreased with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,decreased volumes of basal ganglia,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... The volumes of... basal ganglia/thalamus... significantly decreased with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,decreased volumes of thalamus,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... The volumes of... basal ganglia/thalamus... significantly decreased with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,decreased volumes of hippocampus,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... The volumes of... hippocampus significantly... decreased with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,35699772,Abstract,original article,in vivo,human,phenotype_phenotype,,"CEROID LIPOFUSCINOSIS, NEURONAL, 3",disease,increased volume of lateral ventricle ,phenotype,"""One hundred twenty-two MRI scans of 35 patients... with genetically confirmed CLN3 disease were performed... The volumes of... hippocampus significantly... decreased with age.""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
