STT,doi/PMID,Abstract/ Introduction,loại tạp chí,experiment,model,relation,display_relation,x_name ,x_type ,y_name,y_type,note,expert opinion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,NEFL,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,CHIT1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,CLPS,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,FAM217B,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,QRICH2,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,KRT16,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,disease_protein,biomarker,Protracted juvenile CLN3 disease,disease,ZNF333,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,bioprocess_protein,other,axonal development,biological_process,NELL1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,37338096,Abstract,original article,ex vivo,human,bioprocess_protein,other,axonal development,biological_process,ISLR2,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,37359347,Introduction,original article,in vivo,mice,disease_disease,other,lysosomal storage disease,disease,Juvenile CLN3 disease,disease,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,37359347,Introduction,original article,in vivo,mice,disease_protein,mutation,Juvenile CLN3 disease,disease,CLN3,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,37359347,Introduction,original article,in vivo,mice,drug_effect,other,exon-skipping antisense oligonucleotides,drug,induced exon skipping,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,37359347,Introduction,original article,in vivo,mice,drug_effect,other,exon-skipping antisense oligonucleotides,drug,open reading frame correction,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_protein,mutation,Adult CLN6 disease,disease,CLN6,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,neurodegeneration,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,seizures,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,cognitive decline,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,ataxia,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,progressive motor dysfunction,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,vision loss,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,premature death,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,limb weakness,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,37383919,Abstract,case report,in vivo,human,disease_phenotype_positive,other,Adult CLN6 disease,disease,unstable walking,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,37400440,Abstract,original article,in vitro,other,protein_protein,other,CLN3,protein/gene,CI-M6PR,protein/gene,cation-independent mannose 6 phosphate receptor,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,37400440,Abstract,original article,in vitro,other,bioprocess_protein,dysregulation,defective autophagic lysosomal reformation,biological_process,CLN3 depletion,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,37400440,Abstract,original article,in vitro,other,bioprocess_protein,dysregulation,CLN3 depletion,protein/gene,CI-M6PR mis-trafficking,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,37400440,Abstract,original article,in vitro,other,bioprocess_protein,,CLN3 overexpression,protein/gene,multiple lysosomal tubules formation,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,37400440,Abstract,original article,in vitro,other,bioprocess_protein,,multiple lysosomal tubules formation,protein/gene,CI-M6PR,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,disease_phenotype_positive,mutation,adult-onset neuronal ceroid lipofuscinoses,disease,progressive parkinsonism,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,disease_phenotype_positive,mutation,adult-onset neuronal ceroid lipofuscinoses,disease,epilepsy,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,disease_phenotype_positive,mutation,adult-onset neuronal ceroid lipofuscinoses,disease,cognitive impairment,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,disease_mutation,mutation,adult-onset neuronal ceroid lipofuscinoses,disease,p.Leu116 del,mutation,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,disease_phenotype_positive,mutation,adult-onset neuronal ceroid lipofuscinoses,disease,loss of dopamine transporter,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,disease_protein,mutation,adult-onset neuronal ceroid lipofuscinoses,disease,DNAJC5,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,mutation_protein,mutation,p.Leu116 del,mutation,DNAJC5,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,protein_protein,mutation,DNAJC5,protein/gene,cysteine string protein,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,bioprocess_protein,other,cysteine string protein,protein/gene,reduced α-synuclein aggregation,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,bioprocess_protein,mutation,cysteine string protein,protein/gene,oxidative stress inhibition,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,bioprocess_protein,mutation,cysteine string protein,protein/gene,SNARE complex formation,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,37566176,Abstract,original article,in vitro,other,bioprocess_protein,mutation,cysteine string protein,protein/gene,cell apoptosis inhibition,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,disease_protein,mutation,NEURONAL CEROID LIPOFUSCINOSIS DUE TO CATHEPSIN D DEFICIENCY,disease,CLN10/CtsD,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,protein_protein,enzyme,CLN10/CtsD,protein/gene,cathepsin D,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,phenotype_protein,other,CtsD deficiency,protein/gene,neurodegeneration,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,phenotype_protein,other,CtsD deficiency,protein/gene,ceroid lipofuscin accumulation,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,bioprocess_protein,mutation,CtsD deficiency,protein/gene,granular osmiophilic deposit,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,cellcomp_cellcomp,,granular osmiophilic deposit,cellular_component,microglial cell bodies,cellular_component,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,cellcomp_cellcomp,,increased autophagic vacuoles,cellular_component,microglial cell,cellular_component,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,phenotype_protein,mutation,CtsD deficiency,protein/gene,abnormal activated microglial cell,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,37571859,Abstract,original article,in vivo,mice,protein_protein,,CtsD deficiency,protein/gene,SQSTM1/p62,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,CLN5 ,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,neuronal loss,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,blindness,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",disease,premature death,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,drug_effect,other,scAAV9/oCLN5 gene therapy,drug,delayed disease progression,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,drug_effect,other,scAAV9/oCLN5 gene therapy,drug,extended survival ,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,37614821,Abstract,original article,in vivo,other,drug_effect,other,scAAV9/oCLN5 gene therapy,drug,slowed stereotypical brain atrophy,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,37621118,Abstract,case report,in vivo,human,disease_protein,mutation,Inherited retinal disorder,disease,CLN3,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,37621118,Abstract,case report,in vivo,human,disease_mutation,mutation,Inherited retinal disorder,disease,c.1305C>G,mutation,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,37621118,Abstract,case report,in vivo,human,disease_mutation,mutation,Inherited retinal disorder,disease,c.944dup,mutation,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,37624739,Abstract,original article,in vivo,non-human primate,disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,CLN2,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,37624739,Abstract,original article,in vivo,non-human primate,phenotype_protein,dysregulation,neuronal cell death,phenotype,TPP-1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,37624739,Abstract,original article,in vivo,non-human primate,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,neurodegeneration,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,37624739,Abstract,original article,in vivo,non-human primate,drug_protein,target,AAVrh.10hCLN2,drug,TPP-1,protein/gene,adeno-associated vector serotype rh.10 encoding human CLN2,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,37624739,Abstract,original article,in vivo,non-human primate,drug_effect,target,AAVrh.10hCLN2,drug,increased TPP-1 activity,molecular_function,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,37645970,Introduction,original article,in vivo,human,disease_phenotype_positive,other,Juvenile CLN3 disease,disease,ceroid lipofuscin accumulation,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,37645970,Abstract,original article,in vivo,human,disease_phenotype_positive,dysregulation,Juvenile CLN3 disease,disease,robust mismatch negativity response,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,37708259,Abstract,original article,in vitro,other,protein_protein,,CLN5 ,protein/gene,bis(monoacylglycero)phosphate synthase,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,37708259,Abstract,original article,in vitro,other,bioprocess_protein,,bis(monoacylglycero)phosphate,protein/gene,lipid catabolism stimulation,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,37708259,Abstract,original article,in vitro,other,bioprocess_protein,,bis(monoacylglycero)phosphate deficiency,protein/gene,lysophosphatidylglycerol accumulation,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,37708259,Abstract,original article,in vitro,other,bioprocess_protein,dysregulation,bis(monoacylglycero)phosphate deficiency,protein/gene,dysfucntional lipid metabolism,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,37742391,Abstract,original article,in vitro,other,disease_protein,mutation,"Ceroid Lipofuscinosis, Neuronal, 7",disease,MFSD8 mutation,protein/gene,late-infantile form of neuronal ceroid lipofuscinosis,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,37742391,Abstract,original article,in vitro,other,bioprocess_protein,dysregulation,altered protein secretion,biological_process,MFSD8 deficiency,protein/gene,major facilitator superfamily domain-containing protein 8,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,37742391,Abstract,original article,in vitro,other,bioprocess_protein,transporter,MFSD8,protein/gene,lysosomal chloride channel,biological_process,major facilitator superfamily domain-containing protein 8,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,37742391,Abstract,original article,in vitro,other,bioprocess_protein,dysregulation,reduced proteasome 20S activity,biological_process,MFSD8 deficiency,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746513,Abstract,review,other,other,drug_effect,target,Lithium,drug,neuroprotective properties,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746514,Abstract,review,other,other,drug_protein,target,Lithium,drug,inositol monophosphatase,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746514,Abstract,review,other,other,drug_effect,target,Lithium,drug,inositol monophosphatase inhibition,molecular_function,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746515,Abstract,review,other,other,drug_protein,target,Lithium,drug,glycogen synthase kinase-3,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746515,Abstract,review,other,other,drug_effect,target,Lithium,drug,glycogen synthase kinase-3 inhibition,molecular_function,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746516,Abstract,review,other,other,drug_effect,other,Lithium,drug,neuroprotection,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,37746516,Abstract,review,other,other,drug_effect,other,Lithium,drug,neuronal ceroid lipofuscinosis,disease,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37771451,Abstract,review,other,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,anxious/fear circuit,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37771451,Abstract,review,other,human,exposure_disease,,loud sounds,exposure,anxious/fear circuit,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37771451,Abstract,review,other,human,exposure_disease,,separation,exposure,anxious/fear circuit,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37771451,Abstract,review,other,human,exposure_disease,,discomfort,exposure,anxious/fear circuit,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37771451,Abstract,review,other,human,phenotype_phenotype,,disturbed somatosensory modulation,phenotype,reduced pain threshold,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,37771451,Abstract,review,other,human,disease_phenotype_positive,,Juvenile CLN3 disease,disease,reduced pain threshold,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_effect,other,AF38469,drug,improved lysosomal pathology,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_effect,other,AF38469,drug,activated transcription factor EB,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_effect,other,AF38469,drug,reduced lysosomal storage material,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_effect,other,AF38469,drug,reduced neuroinflammation,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_protein,target,AF38469,drug,sortilin inhibitor,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_effect,target,AF38469,drug,completely rescued tremor,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,disease_phenotype_positive,target,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease, tremor,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,37790379,Abstract,original article,in vivo,mice,drug_effect,target,AF38469,drug,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,37884348,Abstract,original article,in vivo,mice,disease_protein,mutation,Infantile CLN1 disease,disease,PPT1 deficiency,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,37884348,Abstract,original article,in vivo,mice,bioprocess_protein,,depalmitoylation,biological_process,PPT1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,37884348,Abstract,original article,in vivo,mice,bioprocess_protein,,PPT1,protein/gene,AMPA receptor trafficking,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,37884348,Abstract,original article,in vivo,mice,protein_protein,,PPT1 substrate,protein/gene,GluA1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,37884348,Abstract,original article,in vivo,mice,protein_protein,,AMPA receptor subunit,protein/gene,GluA1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,37899458,Abstract,original article,in vitro,human,disease_protein,mutation,Neuronal ceroid cipofuscinosis type 6,disease,CLN6,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,37899458,Abstract,original article,in vitro,human,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,altered calcium signaling,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,37899458,Abstract,original article,in vitro,human,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,altered sphingolipid metabolism,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,37899458,Abstract,original article,in vitro,human,disease_phenotype_positive,,Neuronal ceroid cipofuscinosis type 6,disease,altered glycerophospholipid metabolism,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,37922835,Introduction,case report,other,human,disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,TPP1 ,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,37922835,Introduction,case report,other,human,protein_protein,dysregulation,CLN2,protein/gene,TPP1 deficiency,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,37922835,Abstract,case report,other,human,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,neurodegeneration,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,37922835,Abstract,case report,other,human,phenotype_protein,mutation,TPP1,protein/gene,intronic splice variant,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,37926545,Abstract,case report,other,human,disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,TPP1 gene,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,37926545,Abstract,case report,other,human,disease_protein,dysregulation,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,TPP1 actitivity,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,37926545,Abstract,case report,other,human,drug_protein,target,cerliponase alfa,drug,TPP1 proenzyme ,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,37926545,Abstract,case report,other,human,drug_effect,other,cerliponase alfa,drug,prevent motor decline,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,37926545,Abstract,case report,other,human,drug_effect,other,cerliponase alfa,drug,prevent language decline,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,37932327,Abstract,original article,in vivo,mice,disease_protein,mutation,Late infantile CLN2 disease,disease,CLN2,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,37932327,Abstract,original article,in vivo,mice,exposure_disease,,acidified drinking water,exposure,Late infantile CLN2 disease,disease,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,37932327,Abstract,original article,in vivo,mice,drug_effect,,acidified drinking water,exposure,restored muscle strength,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,37932327,Abstract,original article,in vivo,mice,drug_effect,other,acidified drinking water,exposure,improved motor function,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,37932327,Abstract,original article,in vivo,mice,drug_effect,other,acidified drinking water,exposure,prevented tremors,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,37952681,Abstract,review,ex vivo,both,disease_disease,other,neuronal ceroid lipofuscinosis,disease,Alzheimer's disease,disease,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37974165,Abstract,original article,ex vivo,both,disease_protein,mutation,neurodegenerative diseases,disease,progranulin,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37974165,Abstract,original article,ex vivo,both,bioprocess_protein,dysregulation,lysosomal degradation,biological_process,PGRN deficiency,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37974165,Abstract,original article,ex vivo,both,bioprocess_protein,,PGRN deficiency,protein/gene,increased v-ATPase subunits,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37974165,Abstract,original article,ex vivo,both,bioprocess_protein,,PGRN deficiency,protein/gene,lysosome's degradative capacity,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37974165,Abstract,original article,ex vivo,both,bioprocess_protein,,PGRN deficiency,protein/gene,increased hydrolase in lysosome,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,37974165,Abstract,original article,ex vivo,both,bioprocess_protein,,PGRN deficiency,protein/gene,elevated lysosomal pH,biological_process,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,38049626,Abstract,original article,in vivo,human,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,retinal dystrophy,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,38049626,Abstract,original article,in vivo,human,disease_phenotype_positive,other,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,blindness,phenotype,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,38049626,Abstract,original article,in vivo,human,disease_protein,mutation,"CEROID LIPOFUSCINOSIS, NEURONAL, 2",disease,TPP1,protein/gene,,,done,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
