Unnamed: 0,entity1,entity2,entity_type1,entity_type2,Relation,PMID,entity1_status,entity2_status,entity1_suggested_name,entity2_suggested_name,second_search_suggested_name,entity1_expert_accepted,entity1_expert_suggested_name,entity1_expert_cui,entity1_expert_resolution,entity2_expert_accepted,entity2_expert_suggested_name,entity2_expert_cui,entity2_expert_resolution,mapping_version
1711,liver disease,elevated alpha-fetoprotein level,disease,phenotype,disease_protein,35455589,C0023895,C0235971|C1275870,,Elevated alpha-fetoprotein,Elevated alpha-fetoprotein,,,,,,,,,v2_expert_merged
1733,NPC2,lysosomes,protein/gene,cellular_component,cellcomp_protein,35554935,in_kg,C0024369,,,,,,,,,,,,v2_expert_merged
1759,Mgat5,beam walk latency,protein/gene,phenotype,phenotype_protein,35563467,in_kg,C1854301,,Motor delay,Motor delay,,,,,True,,,expert_cui,v2_expert_merged
1796,Niemann-Pick disease type C,lysosomal disorder,disease,disease,disease_disease,35892469,in_kg,C5681043|C5848368,,disorder of lysosomal-related organelles,disorder of lysosomal-related organelles,,,,,,,,,v2_expert_merged
1798,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1799,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1800,Niemann-Pick disease type C,chitotriosidase activity,disease,phenotype,disease_phenotype_positive,35892469,in_kg,C5937366,,Elevated circulating chitotriosidase activity,Elevated circulating chitotriosidase activity,,,,,,,,,v2_expert_merged
1801,Niemann-Pick disease Type C,NPC1,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1802,Niemann-Pick disease Type C,NPC2,disease,protein/gene,disease_protein,35892469,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1807,NPC1,Ferroptosis,protein/gene,biological_process, bioprocess_protein,36936782,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1821,Bradykinesia,Falls,phenotype,phenotype,phenotype_phenotype,35945383,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1825,levodopa,dyskinesia,phenotype,phenotype,phenotype_phenotype,35945383,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1837,Niemann-Pick disease,acid sphingomyelinase deficiency,disease,disease,disease_disease,36056366,in_kg,C5243927,,,,,,,,,,,,v2_expert_merged
1839,Niemann-Pick disease,systemic symptoms,disease,phenotype,disease_phenotype_positive,36056366,in_kg,C2039684,,,,,,,,,,,,v2_expert_merged
1840,Niemann-Pick disease,neurological symptoms,disease,phenotype,disease_phenotype_positive,36056366,in_kg,C0235031,,,,,,,,,,,,v2_expert_merged
1841,Niemann-Pick disease,physical symptoms,disease,phenotype,disease_phenotype_positive,36056366,in_kg,C0679309|C0740651,,Abdominal symptom,Abdominal symptom,,,,,,,,,v2_expert_merged
1847,Dysphagia,aspiration pneumonia,phenotype,disease,pathology_phenotype,36064725,in_kg,C0032290,,,,,,,,,,,,v2_expert_merged
1855,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,36085278,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1856,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,36085278,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1857,Niemann-Pick disease type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,36085278,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
1863,NPC1,phagosome-lysosome fusion,protein/gene,biological_process, bioprocess_protein,36085278,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1864,Niemann-Pick disease Type C,NPC1,disease,protein/gene,disease_protein,36187872,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1865,Niemann-Pick disease Type C,NPC2,disease,protein/gene,disease_protein,36187872,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1871,Niemann-Pick disease Type C,Vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,36187872,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1872,Niemann-Pick disease Type C,Splenomegaly,disease,phenotype,disease_phenotype_positive,36187872,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1873,Niemann-Pick disease Type C,Dystonia,disease,phenotype,disease_phenotype_positive,36187872,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1874,Niemann-Pick disease Type C,Cerebellar ataxia,disease,phenotype,disease_phenotype_positive,36187872,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia,,,,,,,,,v2_expert_merged
1878,β-Cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,36265126,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
1884,β-Cyclodextrin,lysosomal transport,drug,biological_process,drug_bioprocess,36265126,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
1885,β-Cyclodextrin,lysosomal transport,drug,biological_process,drug_bioprocess,36265126,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
1889,cholesterol trafficking,NPC1,biological_process,protein/gene, bioprocess_protein,36301667,C5960876,in_kg,,,,,,,,,,,,v2_expert_merged
1894,endoplasmic reticulum,NPC1,cellular_component,protein/gene,cellcomp_protein,36301667,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1899,lysosome,NPC1,cellular_component,protein/gene,cellcomp_protein,36301667,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1906,NPC1,impairs developmental trajectories,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C2237142,,Moderate global developmental delay,Moderate global developmental delay,,,,,True,,,expert_cui,v2_expert_merged
1907,NPC2,impairs developmental trajectories,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C2237142,,Moderate global developmental delay,Moderate global developmental delay,,,,,True,,,expert_cui,v2_expert_merged
1922,NPC1,enlarged soma size,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C0239282,,Epiglottic enlargement,Epiglottic enlargement,,,,,True,,,expert_cui,v2_expert_merged
1923,NPC1,increased cell proliferation,protein/gene,phenotype,phenotype_protein,36322609,in_kg,C4230434,,,,,,,,,,,,v2_expert_merged
1928,Cd68,chemotaxis,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1929,Cd68,cell recognition,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1931,Trem2,chemotaxis,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1932,Trem2,cell recognition,protein/gene,biological_process,bioprocess_protein,36322609,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1942,Vertical supranuclear gaze palsy,vertical saccades,phenotype,phenotype,phenotype_phenotype,36338825,in_kg,C4732803,,Dysmetric vertical saccades,Dysmetric vertical saccades,,,,,,,,,v2_expert_merged
1944,vertical saccades,horizontal saccades,phenotype,phenotype,phenotype_phenotype,36338825,C4732803,C2749519|C4732804,Dysmetric vertical saccades,Dysmetric horizontal saccades,entity1:Dysmetric vertical saccades|entity2:Dysmetric horizontal saccades,,,,,,,,,v2_expert_merged
1964,forskolin,glucosylsphingosine,drug,drug,drug_drug,36409725,C0917964,C0074996|C6016450,,Elevated circulating glucosylsphingosine concentration,Elevated circulating glucosylsphingosine concentration,,,,,,,,,v2_expert_merged
1976,2-hydroxypropyl-beta-cyclodextrin,lipid storage disorder,drug,phenotype,drug_effect,36431844,C0046237,C1410111|C5848057,,neutral lipid storage disease,neutral lipid storage disease,,,,,,,,,v2_expert_merged
1977,2-hydroxypropyl-beta-cyclodextrin,cytoplasmic vesicles,drug,cellular_component,drug_effect,36431844,C0046237,C0887884,,,,,,,,,,,,v2_expert_merged
1978,2-hydroxypropyl-beta-cyclodextrin,lysosomes,drug,cellular_component,drug_effect,36431844,C0046237,C0024369,,,,,,,,,,,,v2_expert_merged
1984,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,36431844,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
1989,decaarginine endcapped polyrotaxanes,endosomes,drug,cellular_component,exposure_cellcomp,36584173,C0068395,C0034850,Nandrolone decanoate,,Nandrolone decanoate,False,Nanoparticle Drug Delivery System,C5544449,not_accepted,,,,,v2_expert_merged
1996,NDUFA4L2,Lysosome,protein/gene,molecular_function,cellcomp_protein,36722045,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
1999,Niemann-Pick disease,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,36722045,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2006,Niemann-Pick disease type C,lysosomal storage disorder,disease,disease,disease_disease,36823305,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease,,,,,,,,,v2_expert_merged
2014,accumulation of cholesterol,NPC1,phenotype,protein/gene,phenotype_protein,36861884,C5436605,in_kg,,,,,,,,,,,,v2_expert_merged
2028,lysosome,NPC1,cellular_component,protein/gene,cellcomp_protein,36861884,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2029,NPC1,StARD9,protein/gene,protein/gene,protein_protein,36861884,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2030,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,36861884,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2037,neurodegeneration,StARD9,phenotype,protein/gene,phenotype_protein,36861884,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2039,Niemann-Pick Disease Type C,lysosomal storage disorder,disease,disease,disease_disease,36920149,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease,,,,,,,,,v2_expert_merged
2040,Niemann-Pick Disease Type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,36920149,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration,,,,,,,,,v2_expert_merged
2041,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick Disease Type C,drug,disease,indication,36920149,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
2046,Niemann-Pick Disease Type C,SCARB2,disease,protein/gene,disease_protein,36920149,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2048,Niemann-Pick Disease Type C,LAMP2,disease,protein/gene,disease_protein,36920149,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2049,2-hydroxypropyl-beta-cyclodextrin,cholesterol storage,drug,phenotype,drug_effect,36920149,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
2050,2-hydroxypropyl-beta-cyclodextrin,exocytosis,drug,biological_process,drug_bioprocess,36920149,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
2052,Lithium,Niemann-Pick disease type C,drug,disease,indication,37128603,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2053,Lithium,improved ataxia,drug,phenotype,drug_effect,37128603,in_kg,C4302112,,acquired ataxia,acquired ataxia,,,,,False,,,not_accepted,v2_expert_merged
2062,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37128603,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2066,Lithium,improved behaviors,drug,phenotype,drug_bioprocess,37128603,in_kg,C4063022,,,,,,,,,,,,v2_expert_merged
2085,CLN3,NPC2,protein/gene,protein/gene,protein_protein,37245481,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2088,Niemann-Pick disease type C,Progressive cerebellar ataxia,disease,phenotype,disease_phenotype_positive,37248494,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2094,Niemann-Pick Disease Type C,systemic iron abnormalities,disease,phenotype,disease_phenotype_positive,37348967,in_kg,C0235760,,Abnormal serum iron concentration,Abnormal serum iron concentration,,,,,False,Abnormality of iron homeostasis,C4023583,not_accepted,v2_expert_merged
2095,Niemann-Pick Disease Type C,neurodegenerative disorders,disease,phenotype,disease_phenotype_positive,37348967,in_kg,C0524851,,,,,,,,,,,,v2_expert_merged
2098,iron deposition,pulvinar nucleus,pathology,anatomy,pathology_anatomy_present,37348967,C0333596,in_kg,,,,,,,,,,,,v2_expert_merged
2099,Niemann-Pick Disease Type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,37348967,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2100,Niemann-Pick Disease Type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,37348967,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2101,thalamus,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,37348967,C0039729,in_kg,,,,,,,,,,,,v2_expert_merged
2102,striatum,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,37348967,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2103,hippocampus,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,37348967,C0019564|C1134421,in_kg,hippocampal field,,hippocampal field,,,,,,,,,v2_expert_merged
2114,Ncr1,Cbr1,protein/gene,protein/gene,protein_protein,37440478,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2119,NPC1,cholesterol transport,protein/gene,biological_process, bioprocess_protein,37440478,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2120,Ncr1,cholesterol transport,protein/gene,biological_process, bioprocess_protein,37440478,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2121,Niemann-Pick Disease Type C,NPC1,disease,protein/gene, bioprocess_protein,37440478,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2122,Niemann-Pick Disease Type C,Ncr1,disease,protein/gene,disease_protein,37440478,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2161,2-hydroxypropyl-β-cyclodextrin,NPC1,drug,protein/gene,drug_protein,37407594,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
2170,NPC1,intracellular cholesterol transport,protein/gene,biological_process, bioprocess_protein,37423302,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2173,NPC1,decreased pigmentation,protein/gene,phenotype,phenotype_protein,37423302,in_kg,C5205893,,,,,,,,,,,,v2_expert_merged
2174,low expression tyrosinase,NPC1,phenotype,protein/gene,phenotype_protein,37423302,C3806150,in_kg,tyrosinase activity,,tyrosinase activity,True,,,expert_cui,,,,,v2_expert_merged
2175,NPC1,decreased tyrosinase-related protein 1,protein/gene,phenotype,phenotype_protein,37423302,in_kg,C3806150,,tyrosinase activity,tyrosinase activity,,,,,False,,,not_accepted,v2_expert_merged
2176,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37458497,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2177,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,37458497,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2178,Niemann-Pick disease type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,37458497,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2183,Niemann-Pick disease type C,accumulation of unesterified cholesterol and glycolipids,disease,phenotype,phenotype_phenotype,37458497,in_kg,C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts,,,,,False,Intracellular accumulation of unesterified cholesterol,C3553603,not_accepted,v2_expert_merged
2184,NPC1,cholesterol accumulation,protein/gene,phenotype,phenotype_protein,37458497,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2185,NPC2,cholesterol accumulation,protein/gene,phenotype,phenotype_protein,37458497,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2186,Niemann-Pick disease type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration,,,,,,,,,v2_expert_merged
2187,Niemann-Pick disease type C,premature death,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C1855073,,,,,,,,,,,,v2_expert_merged
2188,miglustat,Niemann-Pick disease type C,drug,disease,indication,37480097,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2191,Niemann-Pick disease type C,loss of psychomotor acquisitions,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C1856565,,Progressive psychomotor deterioration,Progressive psychomotor deterioration,,,,,True,,,expert_cui,v2_expert_merged
2192,Niemann-Pick disease type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,37480097,in_kg,C0235031,,,,,,,,,,,,v2_expert_merged
2220,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37539272,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2221,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,37539272,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2224,Niemann-Pick disease type C,Cerebellar ataxia,disease,phenotype,disease_phenotype_positive,37539272,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia,,,,,,,,,v2_expert_merged
2225,deep cerebellar nuclei,Niemann-Pick disease type C,anatomy,disease, anatomy_disease,37539272,C0007763,in_kg,cerebellar nuclear complex,,cerebellar nuclear complex,,,,,,,,,v2_expert_merged
2227,Niemann-Pick disease type C,Camk1d,disease,protein/gene,disease_protein,37539272,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2229,miglustat,Niemann-Pick disease type C,drug,disease,indication,37539272,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2242,deep cerebellar nuclei,cerebellum,anatomy,anatomy,anatomy_anatomy,37539272,C0007763,in_kg,cerebellar nuclear complex,,cerebellar nuclear complex,,,,,,,,,v2_expert_merged
2249,Niemann-Pick disease type C,neurodegeneration,disease,phenotype,disease_phenotype_positive,37670901,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2250,hydroxypropyl-β-cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,37670901,C0046237,in_kg,,,,,,,,,,,,v2_expert_merged
2251,hydroxypropyl-β-cyclodextrin,cholesterol metabolism,drug,biological_process,drug_bioprocess,37670901,C0046237,C1156530,,,,,,,,,,,,v2_expert_merged
2258,hydroxypropyl-β-cyclodextrin,improved speech,drug,phenotype,drug_effect,37670901,C0046237,C1848207|C2137065,,Poor speech,Poor speech,,,,,,,,,v2_expert_merged
2276,cerebellum,Niemann-Pick Disease Type C,anatomy,disease,anatomy_disease,38254990,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2284,Fut2,Npc1,protein/gene,protein/gene,protein_protein,38550777,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2286,Fut2,decreased levels of adenosine 5′-triphosphate,protein/gene,phenotype,phenotype_protein,38550777,in_kg,C5826912,,Elevated erythrocyte adenosine triphosphate concentration,Elevated erythrocyte adenosine triphosphate concentration,,,,,True,,,expert_cui,v2_expert_merged
2290,lysosomal storage disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,38599016,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease,,,,,,,,,v2_expert_merged
2292,Niemann-Pick Disease Type C,impaired motor coordination,disease,phenotype,disease_phenotype_positive,38599016,in_kg,C0814161|C1867864,,Poor motor coordination,Poor motor coordination,,,,,,,,,v2_expert_merged
2294,Niemann-Pick Disease Type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,38599016,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2296,NPC1,decreased mitochondrial glutathione levels,protein/gene,phenotype,phenotype_protein,38599016,in_kg,C5826406,,Elevated circulating glutathione concentration,Elevated circulating glutathione concentration,,,,,False,Glutathione decreased,C1112167,not_accepted,v2_expert_merged
2315,NPC1,transmembrane glycoprotein,protein/gene,cellular_component,protein_protein,38686625,in_kg,C3813203,,,,,,,,,,,,v2_expert_merged
2316,cholesterol efflux,NPC1,biological_process,protein/gene, bioprocess_protein,38686625,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2324,synaptic vesicle recycling,NPC1,biological_process,protein/gene, bioprocess_protein,38686625,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2327,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,38712089,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2340,lysosomal cholesterol transport,calcium signaling pathways,cellular_component,biological_process,cellcomp_bioprocess,38737295,C2755531,C2984272,,,,,,,,,,,,v2_expert_merged
2341,NPC1,calcium signaling pathways,protein/gene,pathway,disease_pathway,38737295,in_kg,C2984272,,,,,,,,,,,,v2_expert_merged
2342,neurodegeneration,calcium signaling pathways,disease,pathway,disease_pathway,38737295,in_kg,C2984272,,,,,,,,,,,,v2_expert_merged
2349,hereditary ataxia,NPC1,disease,protein/gene,disease_protein,38790666,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2350,hereditary ataxia,NPC2,disease,protein/gene,disease_protein,38790666,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2383,memantine,NPC1,drug,protein/gene,drug_protein,38821960,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2384,celecoxib,NPC1,drug,protein/gene,drug_protein,38821960,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2398,Niemann-Pick disease,autosomal recessive disorder,disease,phenotype,disease_phenotype_positive,38826605,in_kg,C3899988,,,,,,,,,,,,v2_expert_merged
2400,Niemann-Pick disease,brain,disease,anatomy, anatomy_disease,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2401,Niemann-Pick disease,liver,disease,anatomy, anatomy_disease,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2402,Niemann-Pick disease,spleen,disease,anatomy, anatomy_disease,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2403,Niemann-Pick disease,bone marrow,disease,anatomy, anatomy_disease,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2404,Niemann-Pick disease,lungs,disease,anatomy, anatomy_disease,38826605,in_kg,C0024109,,lung,lung,,,,,,,,,v2_expert_merged
2405,Niemann-Pick disease,Hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2406,Niemann-Pick disease,neurological deficits,disease,phenotype,disease_phenotype_positive,38826605,in_kg,C0521654|C4025360,,Functional motor deficit,Functional motor deficit,,,,,,,,,v2_expert_merged
2409,Niemann-Pick disease,Niemann-Pick disease type C,disease,disease,disease_disease,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2414,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2415,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,38826605,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2426,glial cell activation,NPC1,phenotype,protein/gene,phenotype_protein,40877976,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2427,progressive neurodegeneration,NPC1,phenotype,protein/gene,phenotype_protein,40877976,C0154671|C1854838,in_kg,Cerebral degeneration,,Cerebral degeneration,,,,,,,,,v2_expert_merged
2429,NPC1,neuroinflammation,protein/gene,biological_process, bioprocess_protein,40877976,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2430,NPC1,apoptosis,protein/gene,biological_process, bioprocess_protein,40877976,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2446,degenerative ataxia,impaired saccadic velocity,disease,phenotype,disease_phenotype_positive,38868844,C5680697,C1321329,non-hereditary degenerative ataxia,Slow saccadic eye movements,entity1:non-hereditary degenerative ataxia|entity2:Slow saccadic eye movements,,,,,False,Deficient saccadic eye movements,C5385189,not_accepted,v2_expert_merged
2447,degenerative ataxia,impaired smooth pursuit gain,disease,phenotype,disease_phenotype_positive,38868844,C5680697,C1837458,non-hereditary degenerative ataxia,Impaired smooth pursuit,entity1:non-hereditary degenerative ataxia|entity2:Impaired smooth pursuit,,,,,False,,,not_accepted,v2_expert_merged
2492,Niemann-Pick disease type C,Npc1,disease,protein/gene,disease_protein,39202426,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2493,Niemann-Pick disease type C,Npc2,disease,protein/gene,disease_protein,39202426,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2505,cerebral cortex,Niemann-Pick disease type C,anatomy,disease,anatomy_disease,39202426,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2528,cyclophellitols,GBA1,GRAS/Excipient/prodrug,protein/gene,exposure_protein,39246358,C0082160,in_kg,,,,,,,,,,,,v2_expert_merged
2539,NPC1,lysosomal cholesterol transporter,protein/gene,molecular_function,molfunc_protein,39339852,in_kg,C2755531,,lysosome to ER cholesterol transport,lysosome to ER cholesterol transport,,,,,,,,,v2_expert_merged
2550,Niemann-Pick Disease Type C,morphological defects,disease,phenotype,disease_phenotype_positive,39340823,in_kg,C0000768|C0018816,,congenital abnormality,congenital abnormality,,,,,,,,,v2_expert_merged
2551,NPC1,Niemann-Pick Disease Type C,protein/gene,disease,disease_protein,39366931,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2553,Niemann-Pick Disease Type C,cholesterol accumulation,disease,phenotype,disease_phenotype_positive,39366931,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2555,Niemann-Pick Disease Type C,microglia ameboid form,disease,phenotype,disease_phenotype_positive,39366931,in_kg,C4021990,,Abnormal microglia morphology,Abnormal microglia morphology,,,,,True,,,expert_cui,v2_expert_merged
2556,NPC1,microglia ameboid form,protein/gene,phenotype,phenotype_protein,39366931,in_kg,C4021990,,Abnormal microglia morphology,Abnormal microglia morphology,,,,,True,,,expert_cui,v2_expert_merged
2558,NPC1,cholesterol accumulation,protein/gene,phenotype,phenotype_protein,39366931,in_kg,C5436605,,,,,,,,,,,,v2_expert_merged
2559,NPC1,cholesterol trafficking,protein/gene,biological_process, bioprocess_protein,39366931,in_kg,C5960876,,,,,,,,,,,,v2_expert_merged
2560,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39443481,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2575,NPC1,pyroptosis,protein/gene,biological_process, bioprocess_protein,41013744,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2578,NPC1,patient survival,protein/gene,phenotype,phenotype_protein,41013744,in_kg,C1546180|C2728384,,Age of death,Age of death,,,,,,,,,v2_expert_merged
2580,NPC1,cholesterol homeostasis,protein/gene,biological_process, bioprocess_protein,41013744,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2589,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39452896,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2590,Niemann-Pick Disease Type C,metabolite characteristics,disease,phenotype,disease_phenotype_positive,39452896,in_kg,C5139219,,Abnormal tissue metabolite concentration,Abnormal tissue metabolite concentration,,,,,,,,,v2_expert_merged
2598,NPC2,NCR1,protein/gene,protein/gene,protein_protein,39455279,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2599,NCR1,vacuolar membrane,protein/gene,cellular_component,cellcomp_protein,39455279,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2600,NCR1,lysosomal membrane,protein/gene,cellular_component,cellcomp_protein,39455279,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2601,Cholesterol,NCR1,lipid,protein/gene,lipid_protein,39455279,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2604,Sphingosine,NPC2,lipid,protein/gene,lipid_protein,39455279,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
2606,phosphatidylcholine,NCR1,lipid,protein/gene,lipid_protein,39455279,C1959616,in_kg,,,,,,,,,,,,v2_expert_merged
2607,phosphatidylserine,NCR1,lipid,protein/gene,lipid_protein,39455279,C0301704,in_kg,,,,,,,,,,,,v2_expert_merged
2608,Sphingosine,NCR1,lipid,protein/gene,lipid_protein,39455279,in_kg,in_kg,,,,,,,,,,,,v2_expert_merged
