,entity1,entity2,entity_type1,entity_type2,Relation,PMID,entity1_status,entity2_status,entity1_suggested_name,entity2_suggested_name,second_search_suggested_name
306,Niemann-Pick Disease Type C,neuroinflammation,disease,phenotype,disease_phenotype_positive,40306479,in_kg,in_kg,,,
310,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35850050,in_kg,in_kg,,,
311,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,35850050,in_kg,in_kg,,,
312,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,35850050,in_kg,in_kg,,,
313,NPC1,NPC2,protein/gene,protein/gene,protein_protein,35850050,in_kg,in_kg,,,
320,Niemann-Pick disease,Niemann-Pick disease type C,disease,disease,disease_disease,35850050,in_kg,in_kg,,,
321,Niemann-Pick disease type C,disability,disease,phenotype,disease_phenotype_positive,35850050,in_kg,C0231170|C5539762,,Occupational disability,Occupational disability
322,Niemann-Pick disease type C,infant death,disease,phenotype,disease_phenotype_positive,35850050,in_kg,C0549159|C4027763,,Death in infancy,Death in infancy
323,Niemann-Pick disease type C,epilepsy,disease,phenotype,disease_phenotype_positive,35850050,in_kg,in_kg,,,
324,Niemann-Pick disease type C,ataxia,disease,phenotype,disease_phenotype_positive,35850050,in_kg,in_kg,,,
325,cholesterol trafficking,NPC1,biological_process,protein/gene, bioprocess_protein,35850050,C5960876,in_kg,,,
326,brain,Niemann-Pick disease type C,anatomy,disease,anatomy_disease,35850050,in_kg,in_kg,,,
327,nervous tissues,Niemann-Pick disease type C,anatomy,disease,anatomy_disease,35850050,C0027757,in_kg,neural tissue,,neural tissue
334,Cholesterol,cell death,drug,phenotype,drug_effect,38183651,in_kg,in_kg,,,
343,lymphocyte activation,MALT1,biological_process,protein/gene, bioprocess_protein,38183651,in_kg,in_kg,,,
345,MALT1,receptor tyrosine kinases,protein/gene,protein/gene,protein_protein,38183651,in_kg,C0206364,,,
348,Niemann-Pick Disease Type C,neurodegenerative disorder,disease,disease,disease_disease,39789920,in_kg,C0524851,,,
349,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39789920,in_kg,in_kg,,,
350,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,39789920,in_kg,in_kg,,,
353,central nervous system,Niemann-Pick Disease Type C,anatomy,disease, anatomy_disease,39789920,in_kg,in_kg,,,
354,Niemann-Pick Disease Type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,39789920,in_kg,in_kg,,,
355,Niemann-Pick Disease Type C,prolonged jaundice,disease,phenotype,disease_phenotype_positive,39789920,in_kg,C1859236|C4025805,,Intermittent jaundice,Intermittent jaundice
358,Pulmonary alveolar proteinosis,NPC2,phenotype,protein/gene,phenotype_protein,39789920,in_kg,in_kg,,,
359,early infantile onset,NPC2,phenotype,protein/gene,disease_phenotype_positive,39789920,C1833430|C5676635,in_kg,Early young adult onset,,Early young adult onset
361,Niemann-Pick Disease Type C,epilepsy,disease,phenotype,disease_phenotype_positive,39789920,in_kg,in_kg,,,
363,Niemann-Pick Disease Type C,hepatic symtoms,disease,phenotype,disease_phenotype_positive,39789920,in_kg,C4021780,,Abnormality of the liver,Abnormality of the liver
384,Arimoclomol,Niemann-Pick Disease Type C,drug,disease,indication,40663813,in_kg,in_kg,,,
385,Arimoclomol,miglustat,drug,drug,drug_drug,40663813,in_kg,in_kg,,,
386,Arimoclomol,slowing of disease progression,drug,phenotype,drug_effect,40663813,in_kg,C1854494|C4025580,,Pace of progression,Pace of progression
387,Arimoclomol,sustained reduction in disease progression,drug,phenotype,drug_effect,40663813,in_kg,C0544452,,Disease remission,Disease remission
392,Niemann-Pick Disease Type C,cerebellar ataxia,disease,phenotype,disease_phenotype_positive,40663813,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia
393,Niemann-Pick Disease Type C,dysarthria,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,
394,Niemann-Pick Disease Type C,dysphagia,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,
395,Niemann-Pick Disease Type C,loss of motor function,disease,phenotype,disease_phenotype_positive,40663813,in_kg,C1864672|C4025360,,Functional motor deficit,Functional motor deficit
396,Niemann-Pick Disease Type C,cognitive impairment,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,
397,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,
398,Niemann-Pick Disease Type C,epilepsy,disease,phenotype,disease_phenotype_positive,40663813,in_kg,in_kg,,,
399,Niemann-Pick Disease Type C,seizures,disease,phenotype,disease_phenotype_positive,40663813,in_kg,C0036572,,,
400,accumulation of cholesterol,NPC1,phenotype,protein/gene,phenotype_protein,40663813,C5436605,in_kg,,,
401,accumulation of cholesterol,NPC2,phenotype,protein/gene,phenotype_protein,40663813,C5436605,in_kg,,,
402,accumulation of cholesterol,liver,pathology,anatomy,pathology_anatomy_present,40663813,C5436605,in_kg,,,
403,accumulation of cholesterol,spleen,pathology,anatomy,pathology_anatomy_present,40663813,C5436605,in_kg,,,
404,accumulation of cholesterol,central nervous system,pathology,anatomy,pathology_anatomy_present,40663813,C5436605,in_kg,,,
406,arimoclomol,TFE3,drug,protein/gene,drug_protein,40663813,in_kg,in_kg,,,
410,disease severity,NPC1,phenotype,protein/gene,phenotype_protein,38131230,C3494263,in_kg,,,
411,disease severity,NPC1,phenotype,protein/gene,phenotype_protein,38131230,C3494263,in_kg,,,
412,7-ketocholesterol,NPC1,phenotype,protein/gene,phenotype_protein,38131230,C0049920|C5826780,in_kg,Abnormal circulating 7-dehydrocholesterol concentration,,Abnormal circulating 7-dehydrocholesterol concentration
418,Niemann-Pick Disease Type C,early infantile onset,disease,phenotype,disease_phenotype_positive,36243834,in_kg,C1833430|C5676635,,Early young adult onset,Early young adult onset
420,Niemann-Pick Disease Type C,juvenile onset,disease,phenotype,disease_phenotype_positive,36243834,in_kg,in_kg,,,
422,Niemann-Pick Disease Type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,36243834,in_kg,C0235031,,,
423,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,36243834,in_kg,in_kg,,,
424,miglustat,course of the disease,drug,phenotype,drug_effect,36243834,in_kg,C1820861,,,
426,Niemann-Pick Disease Type C,neurological manifestations,disease,phenotype,disease_phenotype_positive,36243834,in_kg,C0027854,,,
448,neurodegenerative disorder,Niemann-Pick disease type C,disease,disease,disease_disease,37429811,C0524851,in_kg,,,
449,Niemann-Pick disease type C,acute liver failure,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C0162557,,Acute hepatic failure,Acute hepatic failure
451,Niemann-Pick disease type C,inflammatory bowel disease,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,
454,Niemann-Pick disease type C,neurological delay,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C4062897,,,
456,Niemann-Pick disease type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,
457,Niemann-Pick disease type C,foam cells,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,
460,Niemann-Pick disease type C,anal fissure,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,
461,Niemann-Pick disease type C,skin tag,disease,phenotype,disease_phenotype_positive,37429811,in_kg,in_kg,,,
462,Niemann-Pick disease type C,diarrhea,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C0011991,,,
463,Niemann-Pick disease type C,broken hepatocytes,disease,phenotype,disease_phenotype_positive,37429811,in_kg,C5826610,,Vacuolated hepatocytes,Vacuolated hepatocytes
471,Niemann-Pick disease type C,lipid storage disorder,disease,disease,disease_disease,40221338,in_kg,C1410111|C5848057,,neutral lipid storage disease,neutral lipid storage disease
472,Niemann-Pick disease type C,cerebellar ataxia,disease,phenotype,disease_phenotype_positive,40221338,in_kg,C0007758|C0393525,,Progressive cerebellar ataxia,Progressive cerebellar ataxia
474,Niemann-Pick disease type C,chronic neurodegeneration,disease,phenotype,disease_phenotype_positive,40221338,in_kg,C1854838,,Progressive neurologic deterioration,Progressive neurologic deterioration
477,Niemann-Pick disease type C,dysarthria,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,
478,Niemann-Pick disease type C,movement disorder,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,
479,Niemann-Pick disease type C,dystonia,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,
480,Niemann-Pick disease type C,parkinsonism,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,
482,Niemann-Pick disease type C,Huntington disease-like,disease,phenotype,disease_phenotype_positive,40221338,in_kg,in_kg,,,
483,Miglustat,Niemann-Pick disease type C,drug,disease,indication,40221338,in_kg,in_kg,,,
485,Miglustat,stabilized coginitive decline,drug,phenotype,drug_effect,40221338,in_kg,C1856565,,Progressive psychomotor deterioration,Progressive psychomotor deterioration
487,Niemann-Pick disease type C,Lysosomal storage diseases,disease,disease,disease_disease,36356931,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
488,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,36356931,in_kg,in_kg,,,
489,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,36356931,in_kg,in_kg,,,
490,2-hydroxypropyl-b-cyclodextrin,Niemann-Pick disease type C,drug,disease,indication,36356931,C0046237,in_kg,,,
492,Niemann-Pick disease type C,Seizures,disease,phenotype,disease_phenotype_positive,36356931,in_kg,C0036572,,,
493,Cholesterol transport,NPC1,biological_process,protein/gene,bioprocess_protein,36356931,in_kg,in_kg,,,
496,Lysosomal storage disorder,NPC1,disease,protein/gene,phenotype_protein,37054918,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease
497,Thrombocytopenia,NPC1,phenotype,protein/gene,phenotype_protein,37054918,in_kg,in_kg,,,
500,Arterial thrombosis,NPC1,disease,protein/gene,disease_protein,37054918,in_kg,in_kg,,,
502,Myocardial ischemia,NPC1,disease,protein/gene,disease_protein,37054918,in_kg,in_kg,,,
503,Cerebral ischemia,NPC1,disease,protein/gene,disease_protein,37054918,in_kg,in_kg,,,
513,2-hydroxypropyl-b-cyclodextrin,Hearing loss,drug,phenotype,drug_effect,38448301,C0046237,C0018772,,,
514,Miglustat,Neurological symptoms,drug,phenotype,drug_effect,38448301,in_kg,C0235031,,,
519,Motor impairments,NPC1,phenotype,protein/gene,phenotype_protein,39630885,C4025360|C5436522,in_kg,Functional motor deficit,,Functional motor deficit
525,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
526,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
527,Niemann-Pick disease type C,CCDC115,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
528,Niemann-Pick disease type C,SLC4A5,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
529,Niemann-Pick disease type C,DEPDC5,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
530,Niemann-Pick disease type C,ETFDH,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
531,Niemann-Pick disease type C,SNRNP200,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
532,Niemann-Pick disease type C,DOCK1,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
533,Niemann-Pick disease type C,neurological involvement,disease,protein/gene,disease_protein,40504793,in_kg,C4283760,,,
534,Niemann-Pick disease type C,SLC4A5,disease,protein/gene,disease_protein,40504793,in_kg,in_kg,,,
535,Niemann-Pick disease type C,Hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,
536,Niemann-Pick disease type C,Jaundice,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,
537,Niemann-Pick disease type C,Vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,
538,Niemann-Pick disease type C,Ataxia,disease,phenotype,disease_phenotype_positive,40504793,in_kg,in_kg,,,
555,Liver,CD68,anatomy,protein/gene,anatomy_protein_present,36265573,in_kg,in_kg,,,
561,autosomal recessive neurodegenerative disease,Niemann-Pick disease type C,disease,disease,disease_disease,37989569,C1858114|C2751842,in_kg,autosomal recessive Parkinson disease,,autosomal recessive Parkinson disease
562,parkinsonism,NPC1,phenotype,protein/gene,phenotype_protein,37989569,in_kg,in_kg,,,
563,dementia,NPC1,phenotype,protein/gene,phenotype_protein,37989569,in_kg,in_kg,,,
567,psychiatric symptoms,NPC1,phenotype,protein/gene,phenotype_protein,34420959,C0233401,in_kg,,,
568,psychiatric symptoms,NPC2,phenotype,protein/gene,phenotype_protein,34420959,C0233401,in_kg,,,
574,bone marrow,Foam cells,anatomy,pathology,anatomy_protein_present,35038048,in_kg,in_kg,,,
575,liver,Foam cells,anatomy,pathology,anatomy_protein_present,35038048,in_kg,in_kg,,,
576,spleen biospies,Foam cells,anatomy,pathology,anatomy_protein_present,35038048,C0037993,in_kg,spleen,,spleen
618,β-cyclodextrin,Accumulation of unesterified cholesterol,drug,phenotype,drug_effect,36447062,C0046237,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts
625,mitochondrial function,NPC1,biological_process,protein/gene,bioprocess_protein,36447062,C5574978,in_kg,,,
629,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,36182715,in_kg,in_kg,,,
630,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,36182715,in_kg,in_kg,,,
632,Niemann-Pick Disease Type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration
633,Niemann-Pick Disease Type C,hepatosplenomegaly,disease,phenotype,disease_phenotype_positive,36182715,in_kg,in_kg,,,
634,Niemann-Pick Disease Type C,accumulation of unesterified cholesterol,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C3553603|C5937001,,Unesterified cholesterol accumulation in cultured fibroblasts,Unesterified cholesterol accumulation in cultured fibroblasts
639,Niemann-Pick Disease Type C,high level of unesrerified cholesterol,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C1291155,,Elevated cholesterol ester level,Elevated cholesterol ester level
640,Niemann-Pick Disease Type C,low levels of esterified cholesterols,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C1857956,,"low density lipoprotein cholesterol, mild elevation of","low density lipoprotein cholesterol, mild elevation of"
641,Niemann-Pick Disease Type C,low levels of long-chain fatty acids,disease,phenotype,disease_phenotype_positive,36182715,in_kg,C3279397,,Very long chain fatty acid accumulation,Very long chain fatty acid accumulation
652,2-hydroxypropyl-β-cyclodextrin,cholesterol metabolism,drug,phenotype,drug_bioprocess,36279795,C0046237,C1156530,,,
657,2-hydroxypropyl-β-cyclodextrin,hypersensitivity pneumonitis,drug,phenotype,drug_effect,36279795,C0046237,in_kg,,,
658,2-hydroxypropyl-β-cyclodextrin,hearing loss,drug,phenotype,drug_effect,36279795,C0046237,C0018772,,,
664,cholesterol homeostasis,NPC1,biological_process,protein/gene, bioprocess_protein,37602789,in_kg,in_kg,,,
665,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,40026274,in_kg,in_kg,,,
666,Niemann-Pick disease type C,NPC2,disease,protein/gene,disease_protein,40026274,in_kg,in_kg,,,
671,Niemann-Pick disease type C,Splenomegaly,disease,phenotype,disease_phenotype_positive,40026274,in_kg,in_kg,,,
672,Niemann-Pick disease type C,Vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,40026274,in_kg,in_kg,,,
690,lysosomal storage disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,34993563,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease
691,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34993563,in_kg,in_kg,,,
692,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34993563,in_kg,in_kg,,,
704,Niemann-Pick Disease Type C,eye movement abnormalities,disease,phenotype,disease_phenotype_positive,34993563,in_kg,C0497202,,Abnormality of eye movement,Abnormality of eye movement
705,eye movement abnormalities,vertical supranuclear gaze palsy,phenotype,phenotype,phenotype_phenotype,34993563,C0497202,in_kg,Abnormality of eye movement,,Abnormality of eye movement
706,eye movement abnormalities,vertical slow saccades,phenotype,phenotype,phenotype_phenotype,34993563,C0497202,C1856477|C4011795,Abnormality of eye movement,Slowed horizontal saccades,entity1:Abnormality of eye movement|entity2:Slowed horizontal saccades
707,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,34993563,in_kg,in_kg,,,
708,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,39102515,in_kg,in_kg,,,
709,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,39102515,in_kg,in_kg,,,
710,Infertility,NPC1,phenotype,protein/gene,phenotype_protein,39102515,in_kg,in_kg,,,
718,inborn error of metabolism,Niemann-Pick Disease Type C,disease,disease,disease_disease,35487270,C0025521,in_kg,inborn errors of metabolism,,inborn errors of metabolism
719,lysosomal storage disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,35487270,in_kg,in_kg,,,
723,Niemann-Pick Disease Type C,visceral symptoms,disease,phenotype,disease_phenotype_positive,35487270,in_kg,C1405869,,,
724,Niemann-Pick Disease Type C,neurological symptoms,disease,phenotype,disease_phenotype_positive,35487270,in_kg,C0235031,,,
736,cholesterol transport,NPC1,biological_process,protein/gene, bioprocess_protein,37032242,in_kg,in_kg,,,
737,Niemann-Pick disease type C,lysosomal storage disorder,disease,phenotype,disease_phenotype_positive,37032242,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
740,Niemann-Pick disease type C,synucleinopathies,disease,disease,disease_disease,37032242,in_kg,C5191670,,synucleinopathy,synucleinopathy
741,Niemann-Pick disease type C,NPC1,disease,protein/gene,disease_protein,37032242,in_kg,in_kg,,,
742,Niemann-Pick disease type C,lysosomal storage disorder,disease,disease,disease_disease,40898442,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
744,Niemann-Pick disease type C,miglustat,disease,drug,indication,40898442,in_kg,in_kg,,,
745,Niemann-Pick disease type C,lipid storage disorder,disease,disease,disease_disease,40898442,in_kg,C1410111|C5848057,,neutral lipid storage disease,neutral lipid storage disease
746,Niemann-Pick disease type C,progressive neurodegeneration,disease,phenotype,disease_phenotype_positive,40898442,in_kg,C0154671|C1854838,,Cerebral degeneration,Cerebral degeneration
749,Niemann-Pick disease type C,seizures,disease,phenotype,disease_phenotype_positive,40898442,in_kg,C0036572,,,
751,Niemann-Pick disease type C,dystonia,disease,phenotype,disease_phenotype_positive,40898442,in_kg,in_kg,,,
752,Niemann-Pick disease type C,spasticity,disease,phenotype,disease_phenotype_positive,40898442,in_kg,in_kg,,,
753,Niemann-Pick disease type C,psychotic symptoms,disease,phenotype,disease_phenotype_positive,38581830,in_kg,C0871189,,,
754,autoimmune encephalitis,psychotic symptoms,disease,phenotype,disease_phenotype_positive,38581830,in_kg,C0871189,,,
759,Niemann-Pick disease type C,neurodegenerative disorder,disease,disease,disease_disease,38581830,in_kg,C0524851,,,
761,Niemann-Pick disease type C,mood symptoms,disease,phenotype,disease_phenotype_positive,38581830,in_kg,C2232697,,,
768,miglustat,Gaucher disease,drug,disease,indication,34304992,in_kg,in_kg,,,
770,miglustat,GM1 gangliosidosis,drug,disease,off_label_use,34304992,in_kg,in_kg,,,
781,Antipsychotics,Catatonia,drug,phenotype,drug_effect,39607035,C0040615,C0007398,,,
782,Lamotrigine,Catatonia,drug,phenotype,indication,39607035,in_kg,C0007398,,,
784,Lorazepam,Catatonia,drug,phenotype,indication,39607035,in_kg,C0007398,,,
792,lorazepam,lamotrigine,drug,drug,drug_drug,39607035,in_kg,in_kg,,,
804,Miglustat,low platelet count,drug,phenotype,drug_effect,39697013,in_kg,C0580317|C5201036,,Abnormal platelet count,Abnormal platelet count
805,Miglustat,diarrhea,drug,phenotype,drug_effect,39697013,in_kg,C0011991,,,
831,sphingolipidoses,7-ketocholesterol,disease,protein/gene,disease_protein,34303826,C0037899,C0049920|C5826780,sphingolipidosis,Abnormal circulating 7-dehydrocholesterol concentration,entity1:sphingolipidosis|entity2:Abnormal circulating 7-dehydrocholesterol concentration
832,sphingolipidoses,chitotriosidase activity,disease,protein/gene,disease_protein,34303826,C0037899,C5937366,sphingolipidosis,Elevated circulating chitotriosidase activity,entity1:sphingolipidosis|entity2:Elevated circulating chitotriosidase activity
848,neurodegenerative disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,38302739,C0524851,in_kg,,,
849,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,38302739,in_kg,in_kg,,,
856,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,38302739,in_kg,in_kg,,,
858,lysosomal storage disorder,Niemann-Pick Disease Type C,disease,disease,disease_disease,34526163,C0085078,in_kg,lysosomal storage disease,,lysosomal storage disease
860,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,34526163,in_kg,in_kg,,,
861,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,34526163,in_kg,in_kg,,,
862,Niemann-Pick Disease Type C,NPC2,disease,protein/gene,disease_protein,34526163,in_kg,in_kg,,,
863,Niemann-Pick Disease Type C,acute liver failure,disease,phenotype,disease_phenotype_positive,34526163,in_kg,C0162557,,Acute hepatic failure,Acute hepatic failure
864,Niemann-Pick Disease Type C,respiratory failure,disease,phenotype,disease_phenotype_positive,34526163,in_kg,in_kg,,,
866,lysosomal disorder,Niemann-Pick Disease Type C,phenotype,disease,disease_phenotype_positive,35853348,C5681043|C5848368,in_kg,disorder of lysosomal-related organelles,,disorder of lysosomal-related organelles
867,Niemann-Pick Disease Type C,cognitive impairment,disease,phenotype,disease_phenotype_positive,35853348,in_kg,in_kg,,,
870,Niemann-Pick Disease Type C,backward leaning during gait,disease,phenotype,disease_phenotype_positive,35853348,in_kg,C4703572,,Difficulty walking backward,Difficulty walking backward
871,Niemann-Pick Disease Type C,genetic condition,disease,disease,disease_disease,35853348,in_kg,C0019247|C0037277,,genetic skin disease,genetic skin disease
872,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,35853348,in_kg,in_kg,,,
873,Niemann-Pick Disease Type C,myoclonus,disease,phenotype,disease_phenotype_positive,35853348,in_kg,in_kg,,,
874,Niemann-Pick Disease Type C,dystonia presentations,disease,phenotype,disease_phenotype_positive,35853348,in_kg,C1848954,,Generalized dystonia,Generalized dystonia
884,Niemann-Pick Disease Type C,grey matter loss in the thalami,disease,phenotype,disease_phenotype_positive,37612148,in_kg,C5826815,,Focal necrotic thalamus lesion,Focal necrotic thalamus lesion
889,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,34879185,in_kg,in_kg,,,
890,miglustat,weight loss,drug,phenotype,drug_effect,34879185,in_kg,in_kg,,,
891,miglustat,gastrointestinal alterations,drug,phenotype,drug_effect,34879185,in_kg,C5933904,,,
892,Niemann-Pick Disease Type C,weight loss,disease,phenotype,disease_phenotype_positive,34879185,in_kg,in_kg,,,
893,Niemann-Pick Disease Type C,gastrointestinal alterations,disease,phenotype,disease_phenotype_positive,34879185,in_kg,C5933904,,,
895,Niemann-Pick Disease Type C,genetic disorder,disease,disease,disease_disease,34879185,in_kg,C0019247|C0037277,,genetic skin disease,genetic skin disease
899,cholesterol,lysosomes,exposure,cellular_component,exposure_cellcomp,34879185,in_kg,C0024369,,,
900,cholesterol,lysosomes,chemical,cellular_component,bioprocess_cellcompt,34879185,in_kg,C0024369,,,
912,NPC2,NPC1,protein/gene,protein/gene,protein_protein,34455703,in_kg,in_kg,,,
914,late endosomes,cholesterol accumulation,cellular_component,biological_process,cellcomp_bioprocess,34455703,C1166848,C5436605,,,
918,Niemann-Pick Disease Type C,acute liver failure,disease,phenotype,disease_phenotype_positive,34455703,in_kg,C0162557,,Acute hepatic failure,Acute hepatic failure
919,Niemann-Pick Disease Type C,supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,34455703,in_kg,in_kg,,,
920,Niemann-Pick Disease Type C,loss of developmental milestones,disease,phenotype,disease_phenotype_positive,34455703,in_kg,C1836550,,,
921,Niemann-Pick Disease Type C,cholestasis,disease,phenotype,disease_phenotype_positive,34455703,in_kg,in_kg,,,
922,Niemann-Pick Disease Type C,rapid progression of neurologic disease,disease,phenotype,disease_phenotype_positive,34455703,in_kg,C1854838,,Progressive neurologic deterioration,Progressive neurologic deterioration
927,miglustat,neurologic deterioration,drug,phenotype,drug_effect,34455703,in_kg,C1854838|C4024908,,Rapid neurologic deterioration,Rapid neurologic deterioration
929,neurodegenerative lysosomal disease,Niemann-Pick Disease Type C,disease,disease,disease_disease,35696615,C5680898,in_kg,lysosomal disease with epilepsy,,lysosomal disease with epilepsy
931,miglustat,Niemann-Pick Disease Type C,drug,disease,indication,35696615,in_kg,in_kg,,,
933,Niemann-Pick Disease Type C,ocular apraxia,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C1142448|C4693319,,Eyelid apraxia,Eyelid apraxia
934,Niemann-Pick Disease Type C,ataxia,disease,phenotype,disease_phenotype_positive,35696615,in_kg,in_kg,,,
935,Niemann-Pick Disease Type C,seizures,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C0036572,,,
936,Niemann-Pick Disease Type C,dementia,disease,phenotype,disease_phenotype_positive,35696615,in_kg,in_kg,,,
937,Niemann-Pick Disease Type C,dementia developed,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C3278182,,,
938,Niemann-Pick Disease Type C,psychiatric symptoms,disease,phenotype,disease_phenotype_positive,35696615,in_kg,C0233401,,,
940,miglustat,suspiciousness,drug,phenotype,drug_effect,35696615,in_kg,C0233519,,,
941,miglustat,delusions,drug,phenotype,drug_effect,35696615,in_kg,in_kg,,,
944,Niemann-Pick Disease Type C,splenomegaly,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
945,Niemann-Pick Disease Type C,hepatomegaly,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
946,Niemann-Pick Disease Type C,hypotonia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
947,Niemann-Pick Disease Type C,dystonia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
949,Niemann-Pick Disease Type C,neurological manifestations,disease,phenotype,disease_phenotype_positive,36325261,in_kg,C0027854,,,
950,Niemann-Pick Disease Type C,dysmetria,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
951,Niemann-Pick Disease Type C,dysarthria,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
952,Niemann-Pick Disease Type C,dysphagia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
953,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
954,Niemann-Pick Disease Type C,hearing loss,disease,phenotype,disease_phenotype_positive,36325261,in_kg,C0018772,,,
955,Niemann-Pick Disease Type C,schizophrenia,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
956,Niemann-Pick Disease Type C,depression,disease,phenotype,disease_phenotype_positive,36325261,in_kg,in_kg,,,
957,Niemann-Pick Disease Type C,autosomal recessive lysosomal storage disease,disease,disease,disease_disease,36325261,in_kg,C0085078,,lysosomal storage disease,lysosomal storage disease
958,Niemann-Pick Disease Type C,NPC1,disease,protein/gene,disease_protein,36325261,in_kg,in_kg,,,
