,entity_name,original_entity_types,search_term_used,umls_matched_name,matched_cui,matched_semantic_types,matched_semantic_type_names,PMID,relation,entity_side
1836,replenishment of mitochondrial glutathione levels,phenotype,replenishment of mitochondrial glutathione levels,,,[],[],38599016,drug_effect,2
1837,rescored 4-domain npccss,,rescored 4-domain npccss,,,[],[],,,
1838,rescued all phenotypic changes,biological_process,rescued all phenotypic changes,,,[],[],40301465,drug_bioprocess,2
1839,rescues aberrant cav1.2 clustering,,rescues aberrant cav1.2 clustering,,,[],[],,,
1840,rescues cav1.2,,rescues cav1.2,,,[],[],,,
1841,rescues cholesterol accumulation,phenotype,rescues cholesterol accumulation,,,[],[],37440478,phenotype_protein,1
1842,rescues epigenetic marks,phenotype,rescues epigenetic marks,,,[],[],37407594,drug_protein,2
1843,rescues mitochondrial membrane potential depolarization;,phenotype,rescues mitochondrial membrane potential depolarization;,,,[],[],35408815,disease_phenotype_positive,2
1844,rescues myelination,phenotype,rescues myelination,,,[],[],37407594,drug_effect,2
1845,rescues oligodendrocyte gene expression.,phenotype,rescues oligodendrocyte gene expression.,,,[],[],37407594,drug_protein,2
1846,rescues sphingolipid accumulation.,phenotype,rescues sphingolipid accumulation.,,,[],[],37440478,phenotype_protein,1
1847,resistance to lysosphingolipid-induced cell death,,resistance to lysosphingolipid-induced cell death,,,[],[],,,
1848,resolve the catatonia,phenotype,resolve the catatonia,,,[],[],39607035,drug_effect,2
1849,respiratory infections,phenotype,respiratory infections,Respiratory Tract Infections,C0035243,['T047'],['Disease or Syndrome'],35694196,disease_phenotype_positive,2
1850,respiratory symptoms,phenotype,respiratory symptoms,"Signs and Symptoms, Respiratory",C0037090,['T184'],['Sign or Symptom'],36553254,disease_phenotype_positive,2
1851,restore cytotoxic t lymphocyte cytotoxicity,,restore cytotoxic t lymphocyte cytotoxicity,,,[],[],,,
1852,restore lipid homeostasis,biological_process,restore lipid homeostasis,,,[],[],34364974,drug_bioprocess,2
1853,restored autophagic flux,phenotype,restored autophagic flux,,,[],[],38821960,drug_effect,2
1854,restored cell viability,phenotype,restored cell viability,,,[],[],38821960,drug_effect,2
1855,restored cholesterol sensing,,restored cholesterol sensing,,,[],[],,,
1856,restored lipid profile,lipid,restored lipid profile,,,[],[],39891227,drug_protein,2
1857,restored localization of abca1,,restored localization of abca1,,,[],[],,,
1858,restored localization of golgin 97,phenotype,restored localization of golgin 97,,,[],[],35507892,phenotype_protein,2
1859,restored localization of syntaxin 6,phenotype,restored localization of syntaxin 6,,,[],[],35507892,phenotype_protein,2
1860,restored mitochondria length,phenotype,restored mitochondria length,,,[],[],38033125,exposure_phenotype,2
1861,restored nad levels,,restored nad levels,,,[],[],,,
1862,restored plasma il-10,,restored plasma il-10,,,[],[],,,
1863,restored plasma il-6,,restored plasma il-6,,,[],[],,,
1864,restored plasma il-8,,restored plasma il-8,,,[],[],,,
1865,restored the autophagic flux,phenotype,restored the autophagic flux,,,[],[],37047194,phenotype_cellcomp,2
1866,restores s-adenosyl-l-methionine levels in mitochondria,,restores s-adenosyl-l-methionine levels in mitochondria,,,[],[],,,
1867,retinal alterations,phenotype,retinal alterations,Retinal Pigment Epithelium Alteration,C4709330,['T042'],['Organ or Tissue Function'],34086834,disease_phenotype_positive,2
1868,retromer dysfunction,phenotype,retromer dysfunction,,,[],[],34948052,phenotype_phenotype|phenotype_protein,1|2
1869,retromer impairment,phenotype,retromer impairment,,,[],[],34948052,disease_phenotype_positive|phenotype_phenotype,2
1870,reverted synaptic defects,phenotype,reverted synaptic defects,,,[],[],36482560,drug_effect,2
1871,robust phagocytic activity,phenotype,robust phagocytic activity,,,[],[],36322609,phenotype_protein,2
1872,ros levels,,ros levels,Ross river fever antibody level,C1277853,['T059'],['Laboratory Procedure'],,,
1873,ros-ca2+-calcineurin pathway,,ros-ca2+-calcineurin pathway,,,[],[],,,
1874,rs1044925 (c-allele),,rs1044925 (c-allele),,,[],[],,,
1875,s-adenosyl-l-methionine,,s-adenosyl-l-methionine,S-adenosyl-L-methionine binding,C3895949,['T044'],['Molecular Function'],,,
1876,saccadic eye movement,biological_process,saccadic eye movement,Abnormal saccadic eye movement,C0234649,['T190'],['Anatomical Abnormality'],36338825,bioprocess_bioprocess,2
1877,saccadic eye movements,phenotype,saccadic eye movements,Deficient saccadic eye movements,C5385189,['T033'],['Finding'],36640220,disease_phenotype_positive,2
1878,saccadic impairment,phenotype,saccadic impairment,Impaired saccades,C1842584,['T033'],['Finding'],34086834,disease_phenotype_positive,2
1879,saccadic intrusions,phenotype,saccadic intrusions,Saccadic intrusion,C1854375,['T047'],['Disease or Syndrome'],36640220,disease_phenotype_positive,2
1880,sadness,phenotype,sadness,Sad mood,C3536794,['T041'],['Mental Process'],34819124,disease_phenotype_positive,2
1881,sandhoff,,sandhoff,Sandhoff Disease,C0036161,['T047'],['Disease or Syndrome'],,,
1882,sbh1,,sbh1,"Sbh1 protein, S cerevisiae",C0529295,"['T116', 'T192']","['Amino Acid, Peptide, or Protein', 'Receptor']",,,
1883,scale for the assessment and rating of ataxia score,,scale for the assessment and rating of ataxia score,,,[],[],,,
1884,scar/wave complex proteins,,scar/wave complex proteins,,,[],[],,,
1885,sea-blue histiocytes,phenotype,sea-blue histiocytes,Sea-blue histiocyte,C0333836,['T025'],['Cell'],36187872,anotomy_phenotype|disease_phenotype_positive,2
1886,sec61,,sec61,SEC61A1 gene,C1425414,['T028'],['Gene or Genome'],,,
1887,seizure history,,seizure history,History of seizure,C5880507,['T033'],['Finding'],,,
1888,seizures,phenotype,seizures,Seizures,C0036572,['T184'],['Sign or Symptom'],34535129|35452076|35696615|36199263|36325261|38673803|39697013|40525490|40663813|40898442,disease_phenotype_positive|drug_effect|phenotype_protein,1|2
1889,serca3,,serca3,ATP2A3 gene,C1412639,['T028'],['Gene or Genome'],,,
1890,serine palmitoyltransferase,protein/gene,serine palmitoyltransferase,serine palmitoyltransferase,C0074375,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",38719150,protein_protein,2
1891,serum alpha-fetoprotein,,serum alpha-fetoprotein,"Alpha-1-fetoprotein measurement, serum",C0373538,['T059'],['Laboratory Procedure'],,,
1892,severe acute liver failure,pathology,severe acute liver failure,,,[],[],37429811,pathology_phenotype,1
1893,severe biochemical phenotype,phenotype,severe biochemical phenotype,,,[],[],34572251,phenotype_protein,1
1894,severe disability,phenotype,severe disability,Disability - severe,C0424990,['T033'],['Finding'],35192242,disease_phenotype_positive,2
1895,severity of impairments,,severity of impairments,Severe visual impairment,C1301509,['T047'],['Disease or Syndrome'],,,
1896,shortened life span,,shortened life span,,,[],[],,,
1897,shorter adhesio interthalamica length,phenotype,shorter adhesio interthalamica length,,,[],[],37612148,disease_phenotype_positive,2
1898,shorter lifespan,phenotype,shorter lifespan,,,[],[],35563467,disease_phenotype_positive|phenotype_protein,2
1899,shortfalls in fine odor discrimination,phenotype,shortfalls in fine odor discrimination,,,[],[],36322609,phenotype_protein,2
1900,sialic acid,phenotype,sialic acid,Measurement of sialic acid,C0037024,['T059'],['Laboratory Procedure'],36009508,disease_protein,2
1901,sialic acid-dependent ligands,,sialic acid-dependent ligands,,,[],[],,,
1902,side-effect,phenotype,side-effect,Medication side effect care,C0184617,['T058'],['Health Care Activity'],34744838,drug_effect,2
1903,sigma-2 receptor,,sigma-2 receptor,sigma-2 receptor,C0539267,"['T116', 'T192']","['Amino Acid, Peptide, or Protein', 'Receptor']",,,
1904,signaling downstream of g protein-coupled receptors,,signaling downstream of g protein-coupled receptors,,,[],[],,,
1905,significantly reduced mortality risk,phenotype,significantly reduced mortality risk,,,[],[],35140266,drug_effect,2
1906,slcla2,,slcla2,,,[],[],,,
1907,sleep disorders,phenotype,sleep disorders,Sleep Disorders,C0851578,['T048'],['Mental or Behavioral Dysfunction'],36199263,disease_phenotype_positive|phenotype_phenotype,1|2
1908,slow down the rate of weight loss,phenotype,slow down the rate of weight loss,,,[],[],40877976,drug_effect,2
1909,slow neurological damage,biological_process,slow neurological damage,,,[],[],36608914,drug_bioprocess,2
1910,slowed peak velocity,phenotype,slowed peak velocity,,,[],[],34086834,disease_phenotype_positive,2
1911,slower onset of cerebral cortical pathology,phenotype,slower onset of cerebral cortical pathology,,,[],[],38254990,phenotype_phenotype,2
1912,slowing of disease progression,phenotype,slowing of disease progression,Slowly progressive,C1854494,['T033'],['Finding'],40663813,drug_effect,2
1913,smad2/3,,smad2/3,Regulation of Nuclear SMAD2/3 Signaling Pathway,C2984462,['T169'],['Functional Concept'],,,
1914,small molecules,drug,small molecules,Small Molecule,C1328819,['T109'],['Organic Chemical'],36301667,drug_protein,1
1915,smaller gray matter volumes,phenotype,smaller gray matter volumes,,,[],[],34146215,disease_phenotype_positive,2
1916,smaller heart weight,phenotype,smaller heart weight,,,[],[],36614015,disease_phenotype_positive,2
1917,smaller kidneys weight,phenotype,smaller kidneys weight,,,[],[],36614015,disease_phenotype_positive,2
1918,smaller liver weight,phenotype,smaller liver weight,,,[],[],36614015,disease_phenotype_positive,2
1919,smaller ovaries,phenotype,smaller ovaries,,,[],[],36614015,disease_phenotype_positive,2
1920,smaller scent gland weight,phenotype,smaller scent gland weight,,,[],[],36614015,disease_phenotype_positive,2
1921,smaller testes weight,phenotype,smaller testes weight,,,[],[],36614015,disease_phenotype_positive,2
1922,smaller uteri,phenotype,smaller uteri,,,[],[],36614015,disease_phenotype_positive,2
1923,smaller vesicular gland weight,phenotype,smaller vesicular gland weight,,,[],[],36614015,disease_phenotype_positive,2
1924,smaller whole hippocampi volumes,disease,smaller whole hippocampi volumes,,,[],[],34146215,disease_phenotype_positive,2
1925,soat1 inhibitors,,soat1 inhibitors,,,[],[],,,
1926,social isolation,phenotype,social isolation,Social isolation,C0037421,['T054'],['Social Behavior'],34819124|35696615,disease_phenotype_positive,2
1927,solid diet modifications,,solid diet modifications,,,[],[],,,
1928,solid tumors,disease,solid tumors,Solid Neoplasm,C0280100,['T191'],['Neoplastic Process'],41013744,indication,2
1929,soluble cd22,,soluble cd22,,,[],[],,,
1930,soluble epoxide hydrolase,molecular_function,soluble epoxide hydrolase,EPHX2 gene,C1414433,['T028'],['Gene or Genome'],40306479,molfunc_molfunc,1
1931,soluble epoxide hydrolase pathways,pathway,soluble epoxide hydrolase pathways,,,[],[],40306479,pathway_molfunc,1
1932,sorla,,sorla,SORL1 gene,C1420312,['T028'],['Gene or Genome'],,,
1933,speech,phenotype,speech,Speech,C0037817,['T040'],['Organism Function'],34794481|34819124,disease_phenotype_positive,2
1934,speech production,phenotype,speech production,Speech Production Measurement,C0037827,['T060'],['Diagnostic Procedure'],38131307,disease_phenotype_negative,2
1935,sphingolipid accumulation,phenotype,sphingolipid accumulation,"Accumulation of sulfatides, glycosaminoglycans, sphingolipids, and steroid sulfates in tissues and body fluids",C3279448,['T033'],['Finding'],37440478,disease_phenotype_positive,2
1936,sphingolipid biosynthesis,biological_process,sphingolipid biosynthesis,sphingolipid biosynthetic process,C1157397,['T044'],['Molecular Function'],40306479,drug_bioprocess,2
1937,sphingolipid dyshomeostasis,phenotype,sphingolipid dyshomeostasis,,,[],[],36322609,phenotype_protein,2
1938,sphingolipid storage disorder,disease,sphingolipid storage disorder,metabolic disorder; fat: sphingolipids and storage,C1533296,['T047'],['Disease or Syndrome'],38719150,disease_disease,2
1939,sphingolipid synthesis,biological_process,sphingolipid synthesis,sphingolipid biosynthetic process,C1157397,['T044'],['Molecular Function'],37539272,drug_bioprocess,2
1940,sphingolipidoses,disease,sphingolipidoses,Sphingolipidoses,C0037899,['T047'],['Disease or Syndrome'],34303826|36409725,disease_disease|disease_protein,1|2
1941,sphingolipids,,sphingolipids,Sphingolipids,C0037900,['T109'],['Organic Chemical'],,,
1942,sphingolipids accumulate,phenotype,sphingolipids accumulate,"Accumulation of sulfatides, glycosaminoglycans, sphingolipids, and steroid sulfates in tissues and body fluids",C3279448,['T033'],['Finding'],34303826,disease_phenotype_positive,2
1943,sphingomyelin accumulation,phenotype,sphingomyelin accumulation,,,[],[],38087834,phenotype_protein,1
1944,sphingomyelin phosphodiesterase 1,,sphingomyelin phosphodiesterase 1,SMPD1 gene,C1420259,['T028'],['Gene or Genome'],,,
1945,sphingomyelin phosphodiesterase 2,,sphingomyelin phosphodiesterase 2,Sphingomyelin Phosphodiesterase 2,C3539580,"['T116', 'T126']","['Amino Acid, Peptide, or Protein', 'Enzyme']",,,
1946,sphingomyelinase acid deficiency,phenotype,sphingomyelinase acid deficiency,Acid sphingomyelinase deficiency,C5243927,['T047'],['Disease or Syndrome'],35016719,disease_phenotype_positive,2
1947,sphingomyelins,phenotype,sphingomyelins,Sphingomyelins,C0037906,"['T109', 'T123']","['Organic Chemical', 'Biologically Active Substance']",34810067|39747180,disease_phenotype_negative|phenotype_protein,1|2
1948,spinocerebellar ataxias,disease,spinocerebellar ataxias,"Ataxia, Spinocerebellar",C0087012,['T047'],['Disease or Syndrome'],36640220,disease_disease,1
1949,spinocerebellar ataxias 17,disease,spinocerebellar ataxias 17,SPINOCEREBELLAR ATAXIA 17,C1846707,['T047'],['Disease or Syndrome'],36640220,disease_phenotype_positive,1
1950,spinocerebellar ataxias 2,disease,spinocerebellar ataxias 2,Spinocerebellar Ataxia Type 2,C0752121,['T047'],['Disease or Syndrome'],36640220,disease_disease|disease_phenotype_positive,1|2
1951,spinocerebellar ataxias 3,disease,spinocerebellar ataxias 3,"SPINOCEREBELLAR ATAXIA, X-LINKED 3",C1844936,['T047'],['Disease or Syndrome'],36640220,disease_disease|disease_phenotype_positive,1|2
1952,spinocerebellar ataxias 6,disease,spinocerebellar ataxias 6,Spinocerebellar Ataxia Type 6 (disorder),C0752124,['T047'],['Disease or Syndrome'],36640220,disease_disease,2
1953,spleen biospies,anatomy,spleen biospies,,,[],[],35038048,anatomy_protein_present,1
1954,spleen enlargement,phenotype,spleen enlargement,Splenomegaly,C0038002,['T033'],['Finding'],34303826,disease_phenotype_positive,2
1955,splenic macrophages,anatomy,splenic macrophages,Splenic macrophage,C2337419,['T025'],['Cell'],35007562,anatomy_protein_present,1
1956,splenic monocytes,anatomy,splenic monocytes,,,[],[],35007562,anatomy_protein_present,1
1957,splenic neutrophils,anatomy,splenic neutrophils,,,[],[],35007562,anatomy_protein_present,1
1958,srebp,,srebp,SREBP signaling pathway,C2245021,['T044'],['Molecular Function'],,,
1959,srebp2,,srebp2,SREBF2 gene,C1420399,['T028'],['Gene or Genome'],,,
1960,srebp2 processing,,srebp2 processing,,,[],[],,,
1961,stabilized chorea,phenotype,stabilized chorea,,,[],[],40221338,drug_effect,2
1962,stabilized coginitive decline,phenotype,stabilized coginitive decline,,,[],[],40221338,drug_effect,2
