atc,UMLS_from_label,UMLS_from_meddra,side_effect_name
A04AD12,C0013362,C0029408,Osteoarthritis
A04AD12,C0013362,C0013362,Dysarthria
A04AD12,C0013378,C0013378,Dysgeusia
A04AD12,C0013395,C0013395,Dyspepsia
A04AD12,C0013404,C0013404,Dyspnoea
A04AD12,C0013428,C0013428,Dysuria
A04AD12,C0013604,C0013604,Oedema
A04AD12,C0013922,C0013922,Embolism
A04AD12,C0014356,C0014356,Enterocolitis
A04AD12,C0014518,C0014518,Toxic epidermal necrolysis
A04AD12,C0014724,C0014724,Eructation
A04AD12,C0015230,C0015230,Rash
A04AD12,C0015230,C0011603,Dermatitis
A04AD12,C0015397,C0015397,Eye disorder
A04AD12,C0015663,C0015663,Fasting
A04AD12,C0015672,C0015672,Fatigue
A04AD12,C0015967,C0015967,Body temperature increased
A04AD12,C0016204,C0016204,Flatulence
A04AD12,C0016382,C0016382,Flushing
A04AD12,C0017152,C0017152,Gastritis
A04AD12,C0017168,C0017168,Gastrooesophageal reflux disease
A04AD12,C0017178,C0017178,Gastrointestinal disorder
A04AD12,C0017979,C0017979,Glycosuria
A04AD12,C0018681,C0018681,Headache
A04AD12,C0018799,C0018799,Cardiac disorder
A04AD12,C0018944,C0018944,Haematoma
A04AD12,C0019348,C0019348,Herpes simplex
A04AD12,C0019521,C0019521,Hiccups
A04AD12,C0020456,C0020456,Hyperglycaemia
A04AD12,C0020458,C0020458,Hyperhidrosis
A04AD12,C0020517,C0020517,Hypersensitivity
A04AD12,C0020538,C0020538,Hypertension
A04AD12,C0020580,C0020580,Hypoaesthesia
A04AD12,C0020621,C0020621,Hypokalaemia
A04AD12,C0020625,C0020625,Hyponatraemia
A04AD12,C0020649,C0020649,Hypotension
A04AD12,C0020672,C0413252,Hypothermia
A04AD12,C0020672,C0020672,Body temperature decreased
A04AD12,C0021053,C0021053,Immune system disorder
A04AD12,C0023380,C0023380,Lethargy
A04AD12,C0025061,C0025061,Mediastinal disorder
A04AD12,C0026205,C0026205,Miosis
A04AD12,C0026821,C0037763,Muscle spasms
A04AD12,C0026858,C0026858,Musculoskeletal pain
A04AD12,C0027051,C0027051,Myocardial infarction
A04AD12,C0027051,C0948089,Acute coronary syndrome
A04AD12,C0027497,C0027497,Nausea
A04AD12,C0027651,C0027651,Neoplasm
A04AD12,C0027765,C0027765,Nervous system disorder
A04AD12,C0027947,C0027947,Neutropenia
A04AD12,C0030193,C0030193,Pain
A04AD12,C0030252,C0030252,Palpitations
A04AD12,C0030794,C0030794,Pelvic pain
A04AD12,C0031117,C0031117,Neuropathy peripheral
A04AD12,C0031350,C0031350,Pharyngitis
A04AD12,C0032285,C0032285,Pneumonia
A04AD12,C0032584,C0032584,Polyp
A04AD12,C0032617,C0032617,Polyuria
A04AD12,C0032617,C1167965,Urine output increased
A04AD12,C0032781,C2938875,Upper-airway cough syndrome
A04AD12,C0033687,C0033687,Proteinuria
A04AD12,C0033687,C0948586,Protein urine present
A04AD12,C0033771,C0033771,Prurigo
A04AD12,C0033774,C0033774,Pruritus
A04AD12,C0034065,C0034065,Pulmonary embolism
A04AD12,C0035229,C1145670,Respiratory failure
A04AD12,C0035243,C0035243,Respiratory tract infection
A04AD12,C0036104,C0037036,Salivary hypersecretion
A04AD12,C0036508,C0036508,Seborrhoeic dermatitis
A04AD12,C0036983,C0036983,Septic shock
A04AD12,C0037284,C0037284,Skin lesion
A04AD12,C0037383,C0037383,Sneezing
A04AD12,C0038160,C0038160,Staphylococcal infection
A04AD12,C0038325,C0038325,Stevens-Johnson syndrome
A04AD12,C0038325,C0014742,Erythema multiforme
A04AD12,C0038362,C0038362,Stomatitis
A04AD12,C0039070,C0041657,Loss of consciousness
A04AD12,C0039070,C0036974,Shock
A04AD12,C0039070,C0039070,Syncope
A04AD12,C0039231,C0039231,Tachycardia
A04AD12,C0039239,C0039239,Sinus tachycardia
A04AD12,C0039971,C0039971,Thirst
A04AD12,C0040034,C0040034,Thrombocytopenia
A04AD12,C0040264,C0040264,Tinnitus
A04AD12,C0040822,C0040822,Tremor
A04AD12,C0041912,C0041912,Upper respiratory tract infection
A04AD12,C0042023,C0042023,Pollakiuria
A04AD12,C0042029,C0042029,Urinary tract infection
A04AD12,C0042075,C0041969,Urethral disorder
A04AD12,C0042075,C0042075,Urinary tract disorder
A04AD12,C0042109,C0042109,Urticaria
A04AD12,C0042373,C0042373,Angiopathy
A04AD12,C0042963,C0042963,Vomiting
A04AD12,C0043094,C0043094,Weight increased
A04AD12,C0043096,C0043096,Weight decreased
A04AD12,C0043144,C0043144,Wheezing
A04AD12,C0043352,C0043352,Dry mouth
A04AD12,C0079027,C3203457,Procedural haemorrhage
A04AD12,C0085602,C0085602,Polydipsia
A04AD12,C0149725,C0149725,Lower respiratory tract infection
A04AD12,C0149871,C0149871,Deep vein thrombosis
A04AD12,C0151313,C0151313,Peripheral sensory neuropathy
A04AD12,C0151539,C0151539,Blood urea increased
A04AD12,C0151785,C0151785,Mucous membrane disorder
A04AD12,C0151786,C0151786,Muscular weakness
A04AD12,C0151849,C0852911,Blood alkaline phosphatase increased
A04AD12,C0151904,C0151904,Aspartate aminotransferase increased
A04AD12,C0151905,C0151905,Alanine aminotransferase increased
A04AD12,C0152027,C0152027,Sensory disturbance
A04AD12,C0159060,C1963818,Gastrointestinal sounds abnormal
A04AD12,C0162119,C0162119,Haemoglobin decreased
A04AD12,C0162429,C0162429,Malnutrition
A04AD12,C0162830,C0162830,Photosensitivity reaction
A04AD12,C0178298,C0037274,Skin disorder
A04AD12,C0221752,C0018965,Haematuria
A04AD12,C0221752,C0947999,Blood urine present
A04AD12,C0221752,C0221752,Blood urine
A04AD12,C0231218,C0231218,Malaise
A04AD12,C0231218,C0234215,Discomfort
A04AD12,C0231218,C2047937,Ill-defined disorder
A04AD12,C0231528,C0231528,Myalgia
A04AD12,C0232492,C0232492,Abdominal pain upper
A04AD12,C0233407,C0233407,Disorientation
A04AD12,C0234632,C0234632,Visual acuity reduced
A04AD12,C0235063,C0855775,Pulmonary function test decreased
A04AD12,C0235063,C0235063,Respiratory depression
A04AD12,C0235146,C0235146,Euphoric mood
A04AD12,C0235309,C0232487,Abdominal discomfort
A04AD12,C0235710,C0008031,Chest pain
A04AD12,C0235710,C0235710,Chest discomfort
A04AD12,C0259768,C0259768,Wound dehiscence
A04AD12,C0278016,C0278016,Faeces hard
A04AD12,C0311468,C0311468,Blood bilirubin increased
A04AD12,C0333355,C0333355,Mucosal inflammation
A04AD12,C0392618,C1868855,Post procedural infection
A04AD12,C0400823,C0400823,Neutropenic colitis
A04AD12,C0424790,C0085593,Chills
A04AD12,C0428977,C0428977,Bradycardia
A04AD12,C0546884,C0546884,Hypovolaemia
A04AD12,C0555120,C0555120,White blood cells urine positive
A04AD12,C0575081,C0575081,Gait disturbance
A04AD12,C0595877,C0595877,Blood glucose increased
A04AD12,C0600142,C0600142,Hot flush
A04AD12,C0600142,C0236075,Menopausal symptoms
A04AD12,C0700184,C0700184,Throat irritation
A04AD12,C0700225,C0235431,Blood creatinine increased
A04AD12,C0740401,C0740401,Duodenal ulcer perforation
A04AD12,C0746883,C0746883,Febrile neutropenia
A04AD12,C0750394,C0750394,White blood cell count decreased
A04AD12,C0750426,C0750426,White blood cell count increased
A04AD12,C0851341,C1384353,Infestation
A04AD12,C0853697,C0853697,Neutrophil count decreased
A04AD12,C0853761,C0853761,Blood potassium decreased
A04AD12,C0853777,C0853777,Blood albumin decreased
A04AD12,C0858635,C0549373,Laryngeal pain
A04AD12,C0860942,C0854029,Blood creatine increased
A04AD12,C0877153,C0877153,Neutropenic sepsis
A04AD12,C0917801,C0917801,Insomnia
A04AD12,C0919671,C0919671,Subileus
A04AD12,C1291078,C1291078,Epigastric discomfort
A04AD12,C1565489,C1565489,Renal impairment
A04AD12,C1565489,C0035078,Renal failure
A04AD12,C2363731,C2363731,Oropharyngeal pain
A04AD12,C2830004,C2830004,Somnolence
A04AD12,C0006849,C0006849,Oral candidiasis
A04AD12,C0018524,C0018524,Hallucination
A04AD12,C0021141,C0021141,Inappropriate antidiuretic hormone secretion
A04AD12,C0030554,C0030554,Paraesthesia
A04AD12,C0036572,C0036572,Convulsion
A04AD12,C0040046,C0040046,Thrombophlebitis
A04AD12,C0041834,C0041834,Erythema
A04AD12,C0235032,C0235032,Neurotoxicity
A04AD12,C0497247,C0497247,Blood pressure increased
A04AD12,C0549249,C0549249,Depressed level of consciousness
A04AD12,C0549249,C0150450,Altered state of consciousness
A04AD12,C0877365,C0877365,Infusion site erythema
A04AD12,C1096034,C1096034,Infusion site induration
A04AD12,C1096035,C1096035,Infusion site pain
A04AD12,C1096091,C1096091,Infusion site pruritus
A04AD12,C1699201,C1697542,Infusion site thrombosis
C03XA02,C0002871,C0002871,Anaemia
C03XA02,C0004238,C0004238,Atrial fibrillation
C03XA02,C0004936,C0004936,Mental disorder
C03XA02,C0006849,C0006849,Oral candidiasis
C03XA02,C0006849,C0006840,Candida infection
C03XA02,C0009450,C0009450,Infection
C03XA02,C0009676,C0009676,Confusional state
C03XA02,C0009676,C1443060,Feeling abnormal
C03XA02,C0009806,C0009806,Constipation
C03XA02,C0011175,C0011175,Dehydration
C03XA02,C0011991,C0011991,Diarrhoea
C03XA02,C0015967,C0015967,Body temperature increased
C03XA02,C0017178,C0017178,Gastrointestinal disorder
C03XA02,C0018681,C0018681,Headache
C03XA02,C0018799,C0018799,Cardiac disorder
C03XA02,C0018801,C0018801,Cardiac failure
C03XA02,C0018965,C0018965,Haematuria
C03XA02,C0020456,C0020456,Hyperglycaemia
C03XA02,C0020538,C0020538,Hypertension
C03XA02,C0020615,C0020615,Hypoglycaemia
C03XA02,C0020621,C0020621,Hypokalaemia
C03XA02,C0020625,C0020625,Hyponatraemia
C03XA02,C0020649,C0020649,Hypotension
C03XA02,C0020651,C0020651,Orthostatic hypotension
C03XA02,C0025061,C0025061,Mediastinal disorder
C03XA02,C0027497,C0027497,Nausea
C03XA02,C0027765,C0027765,Nervous system disorder
C03XA02,C0030193,C0030193,Pain
C03XA02,C0031542,C0031542,Phlebitis
C03XA02,C0032285,C0032285,Pneumonia
C03XA02,C0032617,C0032617,Polyuria
C03XA02,C0032617,C1167965,Urine output increased
C03XA02,C0033774,C0033774,Pruritus
C03XA02,C0039971,C0039971,Thirst
C03XA02,C0041834,C0041834,Erythema
C03XA02,C0042023,C0042023,Pollakiuria
C03XA02,C0042029,C0042029,Urinary tract infection
C03XA02,C0042075,C0041969,Urethral disorder
C03XA02,C0042075,C0042075,Urinary tract disorder
C03XA02,C0042373,C0042373,Angiopathy
C03XA02,C0042963,C0042963,Vomiting
C03XA02,C0043352,C0043352,Dry mouth
C03XA02,C0085611,C0428974,Arrhythmia supraventricular
C03XA02,C0085649,C0085649,Oedema peripheral
C03XA02,C0151723,C0151723,Hypomagnesaemia
C03XA02,C0162429,C0162429,Malnutrition
C03XA02,C0178298,C0037274,Skin disorder
C03XA02,C0243026,C0243026,Sepsis
C03XA02,C0520887,C0520887,Electrocardiogram ST segment depression
C03XA02,C0851341,C1384353,Infestation
C03XA02,C0858635,C0549373,Laryngeal pain
C03XA02,C0877365,C0877365,Infusion site erythema
C03XA02,C0917801,C0917801,Insomnia
C03XA02,C1096035,C1096035,Infusion site pain
C03XA02,C1096049,C1096049,Infusion site swelling
C03XA02,C1096213,C0863070,Catheter site related reaction
C03XA02,C1096343,C1096343,Infusion site reaction
C03XA02,C1096460,C1096460,Infusion site phlebitis
C03XA02,C1112773,C1112773,Post procedural diarrhoea
C03XA02,C2721559,C2721559,Osmotic demyelination syndrome
G04CB02,C0011124,C0855242,Disturbance in sexual arousal
G04CB02,C0011124,C0011124,Libido decreased
G04CB02,C0018418,C0018418,Gynaecomastia
G04CB02,C0242350,C0242350,Erectile dysfunction
G04CB02,C0262397,C0262397,Breast tenderness
G04CB02,C2225524,C2225524,Breast enlargement
G04CB02,C0002994,C0002994,Angioedema
G04CB02,C0004936,C0004936,Mental disorder
G04CB02,C0006142,C0006142,Breast cancer
G04CB02,C0006145,C0006145,Breast disorder
G04CB02,C0006152,C0006152,Breast swelling
G04CB02,C0006826,C0006826,Neoplasm malignant
G04CB02,C0012833,C0012833,Dizziness
G04CB02,C0013609,C0013609,Localised oedema
G04CB02,C0015230,C0015230,Rash
G04CB02,C0015230,C0011603,Dermatitis
G04CB02,C0018801,C0018801,Cardiac failure
G04CB02,C0020517,C0020517,Hypersensitivity
G04CB02,C0021053,C0021053,Immune system disorder
G04CB02,C0024902,C0024902,Breast pain
G04CB02,C0027651,C0027651,Neoplasm
G04CB02,C0029261,C0029261,Orgasm abnormal
G04CB02,C0033038,C0033038,Premature ejaculation
G04CB02,C0033774,C0033774,Pruritus
G04CB02,C0039591,C0039591,Testicular pain
G04CB02,C0042109,C0042109,Urticaria
G04CB02,C0206669,C0541760,Hepatic adenoma
G04CB02,C0234022,C0234022,Anorgasmia
G04CB02,C0234047,C0234047,Ejaculation delayed
G04CB02,C0234233,C0234233,Tenderness
G04CB02,C0235969,C0235969,Ejaculation disorder
G04CB02,C0238033,C0238033,Breast cancer male
G04CB02,C0240515,C0020453,Hyperaesthesia
G04CB02,C0240515,C0240515,Nipple pain
G04CB02,C0240520,C0240520,Nipple swelling
G04CB02,C0278106,C0278106,Ejaculation failure
G04CB02,C0344315,C0344315,Depressed mood
G04CB02,C0376358,C0376358,Prostate cancer
G04CB02,C0403673,C0403673,Retrograde ejaculation
G04CB02,C0549622,C0549622,Sexual dysfunction
G04CB02,C0854382,C0854382,Libido disorder
G04CB02,C0855521,C0855521,Semen volume decreased
G04CB02,C0948856,C0948856,Orgasmic sensation decreased
G04CB02,C1112443,C1112443,Male sexual dysfunction
G04CB02,C2584688,C2584688,Testicular swelling
G04CB02,C2981158,C2981158,Loss of libido
J05AF10,C0000737,C0687713,Gastrointestinal pain
J05AF10,C0000737,C0000737,Abdominal pain
J05AF10,C0001125,C0001125,Lactic acidosis
J05AF10,C0002170,C0002170,Alopecia
J05AF10,C0003962,C0003962,Ascites
J05AF10,C0004936,C0004936,Mental disorder
J05AF10,C0011991,C0011991,Diarrhoea
J05AF10,C0012833,C0012833,Dizziness
J05AF10,C0013395,C0013395,Dyspepsia
J05AF10,C0015230,C0015230,Rash
J05AF10,C0015230,C0011603,Dermatitis
J05AF10,C0015672,C0015672,Fatigue
J05AF10,C0015672,C0004093,Asthenia
J05AF10,C0015967,C0015967,Body temperature increased
J05AF10,C0017178,C0017178,Gastrointestinal disorder
J05AF10,C0017979,C0017979,Glycosuria
J05AF10,C0018681,C0018681,Headache
J05AF10,C0018965,C0018965,Haematuria
J05AF10,C0019151,C0019151,Hepatic encephalopathy
J05AF10,C0019158,C0019158,Hepatitis
J05AF10,C0019163,C0019163,Hepatitis B
J05AF10,C0019209,C0019209,Hepatomegaly
J05AF10,C0019212,C0019212,Hepatorenal syndrome
J05AF10,C0020456,C0020456,Hyperglycaemia
J05AF10,C0021051,C0021051,Immunodeficiency
J05AF10,C0021053,C0021053,Immune system disorder
J05AF10,C0022951,C0302813,Lactase deficiency
J05AF10,C0022951,C0022951,Lactose intolerance
J05AF10,C0023530,C0023530,Leukopenia
J05AF10,C0027497,C0027497,Nausea
J05AF10,C0027765,C0027765,Nervous system disorder
J05AF10,C0027947,C0027947,Neutropenia
J05AF10,C0030305,C0030305,Pancreatitis
J05AF10,C0035078,C0035078,Renal failure
J05AF10,C0041909,C0041909,Upper gastrointestinal haemorrhage
J05AF10,C0041912,C0041912,Upper respiratory tract infection
J05AF10,C0042749,C0042749,Viraemia
J05AF10,C0042963,C0042963,Vomiting
J05AF10,C0085605,C0085605,Hepatic failure
J05AF10,C0085649,C0085649,Oedema peripheral
J05AF10,C0162429,C0162429,Malnutrition
J05AF10,C0178298,C0037274,Skin disorder
J05AF10,C0232492,C0232492,Abdominal pain upper
J05AF10,C0267792,C0267792,Hepatobiliary disease
J05AF10,C0275524,C0009450,Infection
J05AF10,C0340865,C0002792,Anaphylactic shock
J05AF10,C0340865,C0340865,Anaphylactoid reaction
J05AF10,C0392386,C0392386,Platelet count decreased
J05AF10,C0392390,C0392390,Hepatitis B e antigen positive
J05AF10,C0438215,C0438215,Laboratory test abnormal
J05AF10,C0438717,C0438717,Transaminases increased
J05AF10,C0700225,C0235431,Blood creatinine increased
J05AF10,C0852909,C0852909,Blood bicarbonate decreased
J05AF10,C0917801,C0917801,Insomnia
J05AF10,C1619727,C0023890,Hepatic cirrhosis
J05AF10,C2239176,C2239176,Hepatocellular carcinoma
J05AF10,C2239176,C0345904,Hepatic cancer
J05AF10,C2609199,C2609199,Product taste abnormal
J05AF10,C2830004,C2830004,Somnolence
G04BD08,C0000737,C0687713,Gastrointestinal pain
G04BD08,C0000737,C0000737,Abdominal pain
G04BD08,C0001883,C0600260,Obstructive airways disorder
G04BD08,C0002792,C0002792,Anaphylactic shock
G04BD08,C0002994,C0002994,Angioedema
G04BD08,C0004238,C0004238,Atrial fibrillation
G04BD08,C0004936,C0004936,Mental disorder
G04BD08,C0009450,C0009450,Infection
G04BD08,C0009676,C0009676,Confusional state
G04BD08,C0009676,C1443060,Feeling abnormal
G04BD08,C0009782,C0009782,Connective tissue disorder
G04BD08,C0009806,C0009806,Constipation
G04BD08,C0010200,C0010200,Cough
G04BD08,C0010692,C0403632,Cystitis noninfective
G04BD08,C0010692,C0010692,Cystitis
G04BD08,C0010692,C0232849,Bladder pain
G04BD08,C0011206,C0011206,Delirium
G04BD08,C0011570,C0011570,Depression
G04BD08,C0011606,C0011606,Dermatitis exfoliative
G04BD08,C0012833,C0012833,Dizziness
G04BD08,C0013378,C0013378,Dysgeusia
G04BD08,C0013395,C0013395,Dyspepsia
G04BD08,C0014742,C0014742,Erythema multiforme
G04BD08,C0015230,C0015230,Rash
G04BD08,C0015230,C0011603,Dermatitis
G04BD08,C0015397,C0015397,Eye disorder
G04BD08,C0015672,C0015672,Fatigue
G04BD08,C0015672,C0004093,Asthenia
G04BD08,C0015734,C0015734,Faecalith
G04BD08,C0015734,C1321686,Faecaloma
G04BD08,C0017168,C0017168,Gastrooesophageal reflux disease
G04BD08,C0017178,C0017178,Gastrointestinal disorder
G04BD08,C0017601,C0017601,Glaucoma
G04BD08,C0018524,C0018524,Hallucination
G04BD08,C0018681,C0018681,Headache
G04BD08,C0018799,C0018799,Cardiac disorder
G04BD08,C0020461,C0020461,Hyperkalaemia
G04BD08,C0020517,C0020517,Hypersensitivity
G04BD08,C0020538,C0020538,Hypertension
G04BD08,C0021053,C0021053,Immune system disorder
G04BD08,C0021400,C0021400,Influenza
G04BD08,C0021843,C0021843,Intestinal obstruction
G04BD08,C0023895,C0151763,Hepatocellular injury
G04BD08,C0023895,C0023895,Liver disorder
G04BD08,C0023895,C0239571,Foetor hepaticus
G04BD08,C0025061,C0025061,Mediastinal disorder
G04BD08,C0027497,C0027497,Nausea
G04BD08,C0027765,C0027765,Nervous system disorder
G04BD08,C0030252,C0030252,Palpitations
G04BD08,C0031350,C0031350,Pharyngitis
G04BD08,C0033774,C0033774,Pruritus
G04BD08,C0039231,C0039231,Tachycardia
G04BD08,C0040479,C0040479,Torsade de pointes
G04BD08,C0042029,C0042029,Urinary tract infection
G04BD08,C0042075,C0041969,Urethral disorder
G04BD08,C0042075,C0042075,Urinary tract disorder
G04BD08,C0042109,C0042109,Urticaria
G04BD08,C0042373,C0042373,Angiopathy
G04BD08,C0042963,C0042963,Vomiting
G04BD08,C0043352,C0043352,Dry mouth
G04BD08,C0080274,C0080274,Urinary retention
G04BD08,C0085649,C0085649,Oedema peripheral
G04BD08,C0151766,C0151766,Liver function test abnormal
G04BD08,C0151786,C0151786,Muscular weakness
G04BD08,C0151908,C0151908,Dry skin
G04BD08,C0162429,C0162429,Malnutrition
G04BD08,C0178298,C0037274,Skin disorder
G04BD08,C0231919,C0231919,Nasal dryness
G04BD08,C0232462,C0232462,Decreased appetite
G04BD08,C0232492,C0232492,Abdominal pain upper
G04BD08,C0235234,C0235234,Dry throat
G04BD08,C0235328,C0460048,Large intestinal obstruction
G04BD08,C0241705,C0013428,Dysuria
G04BD08,C0241705,C0241705,Strangury
G04BD08,C0242785,C0242784,Food interaction
G04BD08,C0267792,C0267792,Hepatobiliary disease
G04BD08,C0314719,C0314719,Dry eye
G04BD08,C0344232,C0344232,Vision blurred
G04BD08,C0687133,C0687133,Drug interaction
G04BD08,C0851341,C1384353,Infestation
G04BD08,C1258215,C1258215,Ileus
G04BD08,C1527344,C1527344,Dysphonia
G04BD08,C1565489,C1565489,Renal impairment
G04BD08,C1565489,C0035078,Renal failure
G04BD08,C2830004,C2830004,Somnolence
G03XC02,C0005747,C0005747,Blepharospasm
G03XC02,C0005940,C0005940,Bone disorder
G03XC02,C0015230,C0015230,Rash
G03XC02,C0015230,C0011603,Dermatitis
G03XC02,C0015397,C0015397,Eye disorder
G03XC02,C0017178,C0017178,Gastrointestinal disorder
G03XC02,C0018799,C0018799,Cardiac disorder
G03XC02,C0020517,C0020517,Hypersensitivity
G03XC02,C0021053,C0021053,Immune system disorder
G03XC02,C0023218,C0037763,Muscle spasms
G03XC02,C0025061,C0025061,Mediastinal disorder
G03XC02,C0027765,C0027765,Nervous system disorder
G03XC02,C0030252,C0030252,Palpitations
G03XC02,C0033774,C0033774,Pruritus
G03XC02,C0034065,C0034065,Pulmonary embolism
G03XC02,C0036454,C0036454,Scotoma
G03XC02,C0042109,C0042109,Urticaria
G03XC02,C0042373,C0042373,Angiopathy
G03XC02,C0043352,C0043352,Dry mouth
G03XC02,C0085635,C0085635,Photopsia
G03XC02,C0085649,C0085649,Oedema peripheral
G03XC02,C0149871,C0149871,Deep vein thrombosis
G03XC02,C0151827,C0151827,Eye pain
G03XC02,C0151904,C0151904,Aspartate aminotransferase increased
G03XC02,C0151905,C0151905,Alanine aminotransferase increased
G03XC02,C0162285,C0162285,Eyelid oedema
G03XC02,C0178298,C0037274,Skin disorder
G03XC02,C0234632,C0234632,Visual acuity reduced
G03XC02,C0270996,C0270996,Eye swelling
G03XC02,C0314719,C0314719,Dry eye
G03XC02,C0344232,C0344232,Vision blurred
G03XC02,C0600142,C0600142,Hot flush
G03XC02,C0600142,C0236075,Menopausal symptoms
G03XC02,C0853692,C0853692,Blood triglycerides increased
G03XC02,C0857496,C0013922,Embolism
G03XC02,C1510431,C1510431,Thrombophlebitis superficial
G03XC02,C1527411,C1527411,Retinal vein thrombosis
G03XC02,C2830004,C2830004,Somnolence
G03XC02,C3665347,C3665347,Visual impairment
N05AH05,C0002792,C0002792,Anaphylactic shock
N05AH05,C0002994,C0002994,Angioedema
N05AH05,C0003467,C0003467,Anxiety
N05AH05,C0004936,C0004936,Mental disorder
N05AH05,C0005758,C0005758,Blister
N05AH05,C0005758,C0085932,Dermatitis bullous
N05AH05,C0009806,C0009806,Constipation
N05AH05,C0012833,C0012833,Dizziness
N05AH05,C0013404,C0013404,Dyspnoea
N05AH05,C0015230,C0015230,Rash
N05AH05,C0015230,C0011603,Dermatitis
N05AH05,C0015672,C0015672,Fatigue
N05AH05,C0015672,C0004093,Asthenia
N05AH05,C0017178,C0017178,Gastrointestinal disorder
N05AH05,C0018681,C0018681,Headache
N05AH05,C0020517,C0020517,Hypersensitivity
N05AH05,C0020649,C0020649,Hypotension
N05AH05,C0021053,C0021053,Immune system disorder
N05AH05,C0021368,C0021368,Inflammation
N05AH05,C0027497,C0027497,Nausea
N05AH05,C0027765,C0027765,Nervous system disorder
N05AH05,C0036341,C0036341,Schizophrenia
N05AH05,C0037036,C0037036,Salivary hypersecretion
N05AH05,C0039231,C0039231,Tachycardia
N05AH05,C0040822,C0040822,Tremor
N05AH05,C0041582,C0041582,Ulcer
N05AH05,C0043094,C0043094,Weight increased
N05AH05,C0043144,C0043144,Wheezing
N05AH05,C0043352,C0043352,Dry mouth
N05AH05,C0085631,C0085631,Agitation
N05AH05,C0151905,C0151905,Alanine aminotransferase increased
N05AH05,C0162429,C0162429,Malnutrition
N05AH05,C0232461,C0232461,Increased appetite
N05AH05,C0236068,C0236068,Swollen tongue
N05AH05,C0242422,C0242422,Parkinsonism
N05AH05,C0392156,C0392156,Akathisia
N05AH05,C0521591,C0521591,Paraesthesia oral
N05AH05,C0521592,C0521592,Hypoaesthesia oral
N05AH05,C0917801,C0917801,Insomnia
N05AH05,C2830004,C2830004,Somnolence
N05AH05,C0001824,C0001824,Agranulocytosis
N05AH05,C0002453,C0002453,Amenorrhoea
N05AH05,C0002871,C0002871,Anaemia
N05AH05,C0003862,C0003862,Arthralgia
N05AH05,C0003862,C0948594,Musculoskeletal discomfort
N05AH05,C0006145,C0006145,Breast disorder
N05AH05,C0006384,C0006384,Bundle branch block
N05AH05,C0009782,C0009782,Connective tissue disorder
N05AH05,C0011168,C0011168,Dysphagia
N05AH05,C0011570,C0011570,Depression
N05AH05,C0011849,C0011849,Diabetes mellitus
N05AH05,C0013362,C0029408,Osteoarthritis
N05AH05,C0013362,C0013362,Dysarthria
N05AH05,C0013378,C0013378,Dysgeusia
N05AH05,C0013384,C0013384,Dyskinesia
N05AH05,C0013395,C0013395,Dyspepsia
N05AH05,C0015371,C0015371,Extrapyramidal disorder
N05AH05,C0015397,C0015397,Eye disorder
N05AH05,C0017672,C0017672,Glossodynia
N05AH05,C0018418,C0018418,Gynaecomastia
N05AH05,C0018799,C0018799,Cardiac disorder
N05AH05,C0018939,C0018939,Blood disorder
N05AH05,C0020456,C0020456,Hyperglycaemia
N05AH05,C0020514,C0020514,Hyperprolactinaemia
N05AH05,C0020538,C0020538,Hypertension
N05AH05,C0020557,C0020557,Hypertriglyceridaemia
N05AH05,C0020557,C0853692,Blood triglycerides increased
N05AH05,C0020625,C0020625,Hyponatraemia
N05AH05,C0020651,C0020651,Orthostatic hypotension
N05AH05,C0022107,C0022107,Irritability
N05AH05,C0023530,C0023530,Leukopenia
N05AH05,C0025061,C0025061,Mediastinal disorder
N05AH05,C0026837,C0026837,Muscle rigidity
N05AH05,C0027609,C0027609,Drug withdrawal syndrome neonatal
N05AH05,C0027849,C0027849,Neuroleptic malignant syndrome
N05AH05,C0027947,C0027947,Neutropenia
N05AH05,C0030196,C0030196,Pain in extremity
N05AH05,C0032961,C0032961,Pregnancy
N05AH05,C0033975,C0033975,Psychotic disorder
N05AH05,C0034065,C0034065,Pulmonary embolism
N05AH05,C0035258,C0035258,Restless legs syndrome
N05AH05,C0035410,C0035410,Rhabdomyolysis
N05AH05,C0036572,C0036572,Convulsion
N05AH05,C0037763,C0037763,Muscle spasms
N05AH05,C0038661,C0852733,Completed suicide
N05AH05,C0038999,C0038999,Swelling
N05AH05,C0039070,C0041657,Loss of consciousness
N05AH05,C0039070,C0036974,Shock
N05AH05,C0039070,C0039070,Syncope
N05AH05,C0039239,C0039239,Sinus tachycardia
N05AH05,C0040034,C0040034,Thrombocytopenia
N05AH05,C0040460,C0040460,Toothache
N05AH05,C0042373,C0042373,Angiopathy
N05AH05,C0042963,C0042963,Vomiting
N05AH05,C0085610,C0085610,Sinus bradycardia
N05AH05,C0085649,C0085649,Oedema peripheral
N05AH05,C0086132,C0086132,Depressive symptom
N05AH05,C0149745,C0149745,Mouth ulceration
N05AH05,C0149745,C0038362,Stomatitis
N05AH05,C0151878,C0151878,Electrocardiogram QT prolonged
N05AH05,C0152198,C0152198,Accommodation disorder
N05AH05,C0160390,C0160390,Liver injury
N05AH05,C0160390,C2242588,Traumatic liver injury
N05AH05,C0221423,C0231218,Malaise
N05AH05,C0235309,C0232487,Abdominal discomfort
N05AH05,C0235660,C0235660,Galactorrhoea
N05AH05,C0236024,C0236024,Pharyngeal oedema
N05AH05,C0236071,C0236071,Throat tightness
N05AH05,C0267792,C0267792,Hepatobiliary disease
