atc,UMLS_from_label,UMLS_from_meddra,side_effect_name
A16AA01,C0000729,C0000737,Abdominal pain
A16AA01,C0000737,C0687713,Gastrointestinal pain
A16AA01,C0002418,C0002418,Amblyopia
A16AA01,C0002871,C0002871,Anaemia
A16AA01,C0003123,C0232462,Decreased appetite
A16AA01,C0003467,C0003467,Anxiety
A16AA01,C0003811,C0003811,Arrhythmia
A16AA01,C0004093,C0004093,Asthenia
A16AA01,C0004238,C0004238,Atrial fibrillation
A16AA01,C0004604,C0004604,Back pain
A16AA01,C0006277,C0006277,Bronchitis
A16AA01,C0007222,C0007222,Cardiovascular disorder
A16AA01,C0008031,C0008031,Chest pain
A16AA01,C0009450,C0009450,Infection
A16AA01,C0009806,C0009806,Constipation
A16AA01,C0010200,C0010200,Cough
A16AA01,C0011570,C0011570,Depression
A16AA01,C0011991,C0011991,Diarrhoea
A16AA01,C0012833,C0012833,Dizziness
A16AA01,C0013378,C0013378,Dysgeusia
A16AA01,C0013395,C0013395,Dyspepsia
A16AA01,C0013404,C0013404,Dyspnoea
A16AA01,C0015230,C0015230,Rash
A16AA01,C0015230,C0011603,Dermatitis
A16AA01,C0015397,C0015397,Eye disorder
A16AA01,C0015967,C0015967,Body temperature increased
A16AA01,C0017152,C0017152,Gastritis
A16AA01,C0017178,C0017178,Gastrointestinal disorder
A16AA01,C0018681,C0018681,Headache
A16AA01,C0019080,C0019080,Haemorrhage
A16AA01,C0019080,C0518015,Haemoglobin
A16AA01,C0020437,C0020437,Hypercalcaemia
A16AA01,C0020461,C0020461,Hyperkalaemia
A16AA01,C0020517,C0020517,Hypersensitivity
A16AA01,C0020538,C0020538,Hypertension
A16AA01,C0020649,C0020649,Hypotension
A16AA01,C0021400,C0021400,Influenza
A16AA01,C0023218,C0037763,Muscle spasms
A16AA01,C0025222,C0025222,Melaena
A16AA01,C0026826,C0026826,Hypertonia
A16AA01,C0027497,C0027497,Nausea
A16AA01,C0030193,C0030193,Pain
A16AA01,C0030252,C0030252,Palpitations
A16AA01,C0030517,C0030517,Parathyroid disorder
A16AA01,C0030554,C0030554,Paraesthesia
A16AA01,C0031350,C0031350,Pharyngitis
A16AA01,C0033774,C0033774,Pruritus
A16AA01,C0035078,C0035078,Renal failure
A16AA01,C0035455,C0035455,Rhinitis
A16AA01,C0036572,C0036572,Convulsion
A16AA01,C0037199,C0037199,Sinusitis
A16AA01,C0039231,C0039231,Tachycardia
A16AA01,C0042029,C0042029,Urinary tract infection
A16AA01,C0042373,C0042373,Angiopathy
A16AA01,C0042571,C0042571,Vertigo
A16AA01,C0042963,C0042963,Vomiting
A16AA01,C0043094,C0043094,Weight increased
A16AA01,C0043096,C0043096,Weight decreased
A16AA01,C0085595,C0234930,Skin odour abnormal
A16AA01,C0085649,C0085649,Oedema peripheral
A16AA01,C0151735,C0151735,Injection site reaction
A16AA01,C0151736,C3263723,Injury
A16AA01,C0152020,C0522063,Impaired gastric emptying
A16AA01,C0152020,C0152020,Gastric atony
A16AA01,C0231528,C0231528,Myalgia
A16AA01,C0231528,C0948594,Musculoskeletal discomfort
A16AA01,C0522055,C0522055,Electrocardiogram abnormal
A16AA01,C0546817,C0546817,Fluid overload
A16AA01,C0917801,C0917801,Insomnia
A16AA01,C0947912,C0151786,Muscular weakness
A16AA01,C1510472,C1510472,Drug dependence
L03AA03,C0002792,C0002792,Anaphylactic shock
L03AA03,C0002994,C0002994,Angioedema
L03AA03,C0030193,C0030193,Pain
L03AA03,C0042109,C0042109,Urticaria
L03AA03,C0863083,C0151828,Injection site pain
N03AG03,C0002792,C0002792,Anaphylactic shock
N03AG03,C0002994,C0002994,Angioedema
N03AG03,C0030193,C0030193,Pain
N03AG03,C0042109,C0042109,Urticaria
N03AG03,C0863083,C0151828,Injection site pain
L01XD04,C0002871,C0002871,Anaemia
L01XD04,C0003537,C0003537,Aphasia
L01XD04,C0004936,C0004936,Mental disorder
L01XD04,C0006118,C0006118,Brain neoplasm
L01XD04,C0009450,C0009450,Infection
L01XD04,C0011991,C0011991,Diarrhoea
L01XD04,C0013604,C0013604,Oedema
L01XD04,C0015230,C0015230,Rash
L01XD04,C0015230,C0011603,Dermatitis
L01XD04,C0015256,C0015256,Excoriation
L01XD04,C0015397,C0015397,Eye disorder
L01XD04,C0015967,C0015967,Body temperature increased
L01XD04,C0017178,C0017178,Gastrointestinal disorder
L01XD04,C0017638,C0017638,Glioma
L01XD04,C0018681,C0018681,Headache
L01XD04,C0018799,C0018799,Cardiac disorder
L01XD04,C0018979,C0018979,Hemianopia
L01XD04,C0018989,C0018989,Hemiparesis
L01XD04,C0019080,C0019080,Haemorrhage
L01XD04,C0019080,C0518015,Haemoglobin
L01XD04,C0019348,C0019348,Herpes simplex
L01XD04,C0020429,C0020453,Hyperaesthesia
L01XD04,C0020429,C0020429,Hyperpathia
L01XD04,C0020580,C0020580,Hypoaesthesia
L01XD04,C0020649,C0020649,Hypotension
L01XD04,C0023518,C0023518,Leukocytosis
L01XD04,C0027497,C0027497,Nausea
L01XD04,C0027651,C0027651,Neoplasm
L01XD04,C0027765,C0027765,Nervous system disorder
L01XD04,C0027769,C0027769,Nervousness
L01XD04,C0027769,C0233494,Tension
L01XD04,C0030193,C0030193,Pain
L01XD04,C0030554,C0030554,Paraesthesia
L01XD04,C0031256,C0031256,Petechiae
L01XD04,C0033774,C0033774,Pruritus
L01XD04,C0035229,C1145670,Respiratory failure
L01XD04,C0036508,C0036508,Seborrhoeic dermatitis
L01XD04,C0036572,C0036572,Convulsion
L01XD04,C0037274,C0037274,Skin disorder
L01XD04,C0038814,C0038814,Sunburn
L01XD04,C0038814,C0162830,Photosensitivity reaction
L01XD04,C0040034,C0040034,Thrombocytopenia
L01XD04,C0040038,C0013922,Embolism
L01XD04,C0040038,C0340726,Embolism venous
L01XD04,C0041582,C0041582,Ulcer
L01XD04,C0041834,C0041834,Erythema
L01XD04,C0042373,C0042373,Angiopathy
L01XD04,C0042963,C0042963,Vomiting
L01XD04,C0085593,C0085593,Chills
L01XD04,C0085641,C0085641,Rash pustular
L01XD04,C0151505,C0151505,Application site reaction
L01XD04,C0151662,C0151662,Gamma-glutamyltransferase increased
L01XD04,C0151717,C0151717,Skin hypertrophy
L01XD04,C0151904,C0151904,Aspartate aminotransferase increased
L01XD04,C0151905,C0151905,Alanine aminotransferase increased
L01XD04,C0151908,C0151908,Dry skin
L01XD04,C0162285,C0162285,Eyelid oedema
L01XD04,C0162834,C0162834,Skin hyperpigmentation
L01XD04,C0162835,C0162835,Leukoderma
L01XD04,C0205204,C0205204,Scab
L01XD04,C0221232,C0042109,Urticaria
L01XD04,C0234215,C0234215,Discomfort
L01XD04,C0234233,C0234233,Tenderness
L01XD04,C0237849,C0237849,Skin exfoliation
L01XD04,C0241166,C0241166,Skin tightness
L01XD04,C0267792,C0267792,Hepatobiliary disease
L01XD04,C0311468,C0311468,Blood bilirubin increased
L01XD04,C0332534,C0332534,Induration
L01XD04,C0392197,C2939147,Feeling hot
L01XD04,C0392699,C0392699,Dysaesthesia
L01XD04,C0406834,C0406834,Wound secretion
L01XD04,C0423791,C0423791,Rash maculo-papular
L01XD04,C0521490,C0521490,Application site irritation
L01XD04,C0699893,C0007114,Skin cancer
L01XD04,C0702166,C0702166,Acne
L01XD04,C0851341,C1384353,Infestation
L01XD04,C0852913,C0151479,Amylase increased
L01XD04,C0857807,C3544060,Accidental exposure to product
L01XD04,C0870082,C0870082,Hyperkeratosis
L01XD04,C0920193,C0920193,Photodermatosis
L01XD04,C1527311,C1527311,Brain oedema
V03AF03,C0002170,C0002170,Alopecia
V03AF03,C0003123,C0232462,Decreased appetite
V03AF03,C0009450,C0009450,Infection
V03AF03,C0009806,C0009806,Constipation
V03AF03,C0011603,C0011603,Dermatitis
V03AF03,C0011991,C0011991,Diarrhoea
V03AF03,C0015230,C0015230,Rash
V03AF03,C0015376,C0015376,Extravasation
V03AF03,C0015672,C0015672,Fatigue
V03AF03,C0015672,C0004093,Asthenia
V03AF03,C0020517,C0020517,Hypersensitivity
V03AF03,C0023380,C0023380,Lethargy
V03AF03,C0023530,C0023530,Leukopenia
V03AF03,C0027497,C0027497,Nausea
V03AF03,C0033774,C0033774,Pruritus
V03AF03,C0036572,C0036572,Convulsion
V03AF03,C0038362,C0038362,Stomatitis
V03AF03,C0040034,C0040034,Thrombocytopenia
V03AF03,C0041834,C0041834,Erythema
V03AF03,C0042109,C0042109,Urticaria
V03AF03,C0042963,C0042963,Vomiting
V03AF03,C0043144,C0043144,Wheezing
V03AF03,C0231218,C0231218,Malaise
V03AF03,C0231218,C0234215,Discomfort
V03AF03,C0231218,C1443060,Feeling abnormal
V03AF03,C0231218,C2047937,Ill-defined disorder
V03AF03,C0340865,C0002792,Anaphylactic shock
V03AF03,C0340865,C0340865,Anaphylactoid reaction
V03AF03,C0700225,C0235431,Blood creatinine increased
V03AF03,C0746883,C0746883,Febrile neutropenia
V03AF03,C1325847,C1325847,Sensitisation
V03AF03,C2609414,C0022660,Renal failure acute
V03AF03,C0015967,C0015967,Body temperature increased
V03AF03,C0039070,C0012833,Dizziness
V03AF03,C0039070,C0041657,Loss of consciousness
V03AF03,C0039070,C0036974,Shock
V03AF03,C0039070,C0039070,Syncope
V03AF03,C0000737,C0687713,Gastrointestinal pain
V03AF03,C0000737,C0000737,Abdominal pain
V03AF03,C0009676,C0009676,Confusional state
V03AF03,C0013378,C0013378,Dysgeusia
V03AF03,C0013395,C0013395,Dyspepsia
V03AF03,C0013404,C0013404,Dyspnoea
V03AF03,C0017178,C0017178,Gastrointestinal disorder
V03AF03,C0037274,C0037274,Skin disorder
V03AF03,C0151746,C1565489,Renal impairment
V03AF03,C0232492,C0232492,Abdominal pain upper
V03AF03,C0232495,C0232495,Abdominal pain lower
V03AF03,C0232498,C0232498,Abdominal tenderness
V03AF03,C0242656,C0242656,Disease progression
V03AF03,C0267537,C0267537,Caecitis
V03AF03,C0424790,C0085593,Chills
V03AF03,C0442874,C0031117,Neuropathy peripheral
V03AF04,C0002170,C0002170,Alopecia
V03AF04,C0003123,C0232462,Decreased appetite
V03AF04,C0009450,C0009450,Infection
V03AF04,C0009806,C0009806,Constipation
V03AF04,C0011603,C0011603,Dermatitis
V03AF04,C0011991,C0011991,Diarrhoea
V03AF04,C0015230,C0015230,Rash
V03AF04,C0015376,C0015376,Extravasation
V03AF04,C0015672,C0015672,Fatigue
V03AF04,C0015672,C0004093,Asthenia
V03AF04,C0020517,C0020517,Hypersensitivity
V03AF04,C0023380,C0023380,Lethargy
V03AF04,C0023530,C0023530,Leukopenia
V03AF04,C0027497,C0027497,Nausea
V03AF04,C0033774,C0033774,Pruritus
V03AF04,C0036572,C0036572,Convulsion
V03AF04,C0038362,C0038362,Stomatitis
V03AF04,C0040034,C0040034,Thrombocytopenia
V03AF04,C0041834,C0041834,Erythema
V03AF04,C0042109,C0042109,Urticaria
V03AF04,C0042963,C0042963,Vomiting
V03AF04,C0043144,C0043144,Wheezing
V03AF04,C0231218,C0231218,Malaise
V03AF04,C0231218,C0234215,Discomfort
V03AF04,C0231218,C1443060,Feeling abnormal
V03AF04,C0231218,C2047937,Ill-defined disorder
V03AF04,C0340865,C0002792,Anaphylactic shock
V03AF04,C0340865,C0340865,Anaphylactoid reaction
V03AF04,C0700225,C0235431,Blood creatinine increased
V03AF04,C0746883,C0746883,Febrile neutropenia
V03AF04,C1325847,C1325847,Sensitisation
V03AF04,C2609414,C0022660,Renal failure acute
V03AF04,C0015967,C0015967,Body temperature increased
V03AF04,C0039070,C0012833,Dizziness
V03AF04,C0039070,C0041657,Loss of consciousness
V03AF04,C0039070,C0036974,Shock
V03AF04,C0039070,C0039070,Syncope
V03AF04,C0000737,C0687713,Gastrointestinal pain
V03AF04,C0000737,C0000737,Abdominal pain
V03AF04,C0009676,C0009676,Confusional state
V03AF04,C0013378,C0013378,Dysgeusia
V03AF04,C0013395,C0013395,Dyspepsia
V03AF04,C0013404,C0013404,Dyspnoea
V03AF04,C0017178,C0017178,Gastrointestinal disorder
V03AF04,C0037274,C0037274,Skin disorder
V03AF04,C0151746,C1565489,Renal impairment
V03AF04,C0232492,C0232492,Abdominal pain upper
V03AF04,C0232495,C0232495,Abdominal pain lower
V03AF04,C0232498,C0232498,Abdominal tenderness
V03AF04,C0242656,C0242656,Disease progression
V03AF04,C0267537,C0267537,Caecitis
V03AF04,C0424790,C0085593,Chills
V03AF04,C0442874,C0031117,Neuropathy peripheral
V03AF06,C0002170,C0002170,Alopecia
V03AF06,C0003123,C0232462,Decreased appetite
V03AF06,C0009450,C0009450,Infection
V03AF06,C0009806,C0009806,Constipation
V03AF06,C0011603,C0011603,Dermatitis
V03AF06,C0011991,C0011991,Diarrhoea
V03AF06,C0015230,C0015230,Rash
V03AF06,C0015376,C0015376,Extravasation
V03AF06,C0015672,C0015672,Fatigue
V03AF06,C0015672,C0004093,Asthenia
V03AF06,C0020517,C0020517,Hypersensitivity
V03AF06,C0023380,C0023380,Lethargy
V03AF06,C0023530,C0023530,Leukopenia
V03AF06,C0027497,C0027497,Nausea
V03AF06,C0033774,C0033774,Pruritus
V03AF06,C0036572,C0036572,Convulsion
V03AF06,C0038362,C0038362,Stomatitis
V03AF06,C0040034,C0040034,Thrombocytopenia
V03AF06,C0041834,C0041834,Erythema
V03AF06,C0042109,C0042109,Urticaria
V03AF06,C0042963,C0042963,Vomiting
V03AF06,C0043144,C0043144,Wheezing
V03AF06,C0231218,C0231218,Malaise
V03AF06,C0231218,C0234215,Discomfort
V03AF06,C0231218,C1443060,Feeling abnormal
V03AF06,C0231218,C2047937,Ill-defined disorder
V03AF06,C0340865,C0002792,Anaphylactic shock
V03AF06,C0340865,C0340865,Anaphylactoid reaction
V03AF06,C0700225,C0235431,Blood creatinine increased
V03AF06,C0746883,C0746883,Febrile neutropenia
V03AF06,C1325847,C1325847,Sensitisation
V03AF06,C2609414,C0022660,Renal failure acute
V03AF06,C0015967,C0015967,Body temperature increased
V03AF06,C0039070,C0012833,Dizziness
V03AF06,C0039070,C0041657,Loss of consciousness
V03AF06,C0039070,C0036974,Shock
V03AF06,C0039070,C0039070,Syncope
V03AF06,C0000737,C0687713,Gastrointestinal pain
V03AF06,C0000737,C0000737,Abdominal pain
V03AF06,C0009676,C0009676,Confusional state
V03AF06,C0013378,C0013378,Dysgeusia
V03AF06,C0013395,C0013395,Dyspepsia
V03AF06,C0013404,C0013404,Dyspnoea
V03AF06,C0017178,C0017178,Gastrointestinal disorder
V03AF06,C0037274,C0037274,Skin disorder
V03AF06,C0151746,C1565489,Renal impairment
V03AF06,C0232492,C0232492,Abdominal pain upper
V03AF06,C0232495,C0232495,Abdominal pain lower
V03AF06,C0232498,C0232498,Abdominal tenderness
V03AF06,C0242656,C0242656,Disease progression
V03AF06,C0267537,C0267537,Caecitis
V03AF06,C0424790,C0085593,Chills
V03AF06,C0442874,C0031117,Neuropathy peripheral
G02AD02,C0000737,C0687713,Gastrointestinal pain
G02AD02,C0000737,C0000737,Abdominal pain
G02AD02,C0000832,C0000832,Premature separation of placenta
G02AD02,C0002792,C0002792,Anaphylactic shock
G02AD02,C0003811,C0003811,Arrhythmia
G02AD02,C0003862,C0003862,Arthralgia
G02AD02,C0003862,C0948594,Musculoskeletal discomfort
G02AD02,C0004093,C0004093,Asthenia
G02AD02,C0004096,C0004096,Asthma
G02AD02,C0004604,C0004604,Back pain
G02AD02,C0006266,C0006266,Bronchospasm
G02AD02,C0008031,C0008031,Chest pain
G02AD02,C0010200,C0010200,Cough
G02AD02,C0011175,C0011175,Dehydration
G02AD02,C0011991,C0011991,Diarrhoea
G02AD02,C0012739,C0012739,Disseminated intravascular coagulation
G02AD02,C0012833,C0012833,Dizziness
G02AD02,C0013404,C0013404,Dyspnoea
G02AD02,C0013927,C1868769,Anaphylactoid syndrome of pregnancy
G02AD02,C0014179,C0014179,Endometritis
G02AD02,C0015230,C0015230,Rash
G02AD02,C0015230,C0011603,Dermatitis
G02AD02,C0015930,C0015930,Foetal distress syndrome
G02AD02,C0015967,C0015967,Body temperature increased
G02AD02,C0016382,C0016382,Flushing
G02AD02,C0018681,C0018681,Headache
G02AD02,C0018790,C0018790,Cardiac arrest
G02AD02,C0018811,C0018811,Foetal heart rate
G02AD02,C0019521,C0019521,Hiccups
G02AD02,C0020517,C0020517,Hypersensitivity
G02AD02,C0020538,C0020538,Hypertension
G02AD02,C0020649,C0020649,Hypotension
G02AD02,C0021053,C0021053,Immune system disorder
G02AD02,C0021368,C0021368,Inflammation
G02AD02,C0023067,C0023067,Laryngitis
G02AD02,C0023218,C0037763,Muscle spasms
G02AD02,C0026826,C0026826,Hypertonia
G02AD02,C0027051,C0027051,Myocardial infarction
G02AD02,C0027051,C0948089,Acute coronary syndrome
G02AD02,C0027497,C0027497,Nausea
G02AD02,C0030193,C0030193,Pain
G02AD02,C0030554,C0030554,Paraesthesia
G02AD02,C0031350,C0031350,Pharyngitis
G02AD02,C0032797,C0032797,Postpartum haemorrhage
G02AD02,C0032961,C0032961,Pregnancy
G02AD02,C0036973,C0085593,Chills
G02AD02,C0036974,C0036974,Shock
G02AD02,C0039070,C0041657,Loss of consciousness
G02AD02,C0039070,C0039070,Syncope
G02AD02,C0039231,C0039231,Tachycardia
G02AD02,C0040822,C0040822,Tremor
G02AD02,C0042143,C0042143,Uterine rupture
G02AD02,C0042267,C0404521,Vaginal infection
G02AD02,C0042267,C0042267,Vaginal inflammation
G02AD02,C0042373,C0042373,Angiopathy
G02AD02,C0042963,C0042963,Vomiting
G02AD02,C0042996,C0042996,Vulvitis
G02AD02,C0043144,C0043144,Wheezing
G02AD02,C0080274,C0080274,Urinary retention
G02AD02,C0151315,C0948525,Musculoskeletal stiffness
G02AD02,C0151315,C1320474,Nuchal rigidity
G02AD02,C0151604,C0151604,Oedema genital
G02AD02,C0151827,C0151827,Eye pain
G02AD02,C0151907,C0151907,Skin discolouration
G02AD02,C0231528,C0231528,Myalgia
G02AD02,C0232292,C0235710,Chest discomfort
G02AD02,C0233494,C0233494,Tension
G02AD02,C0236082,C0520588,Vulvovaginal pain
G02AD02,C0262397,C0262397,Breast tenderness
G02AD02,C0269806,C0269806,Failed induction of labour
G02AD02,C0269842,C0269842,Uterine hypertonus
G02AD02,C0340865,C0340865,Anaphylactoid reaction
G02AD02,C0344232,C0344232,Vision blurred
G02AD02,C0392618,C1868855,Post procedural infection
G02AD02,C0410916,C0410916,Death neonatal
G02AD02,C0424535,C0700200,Presyncope
G02AD02,C0558368,C0520587,Vulvovaginal discomfort
G02AD02,C0595939,C0595939,Stillbirth
G02AD02,C0600142,C0600142,Hot flush
G02AD02,C0600142,C0236075,Menopausal symptoms
G02AD02,C0700590,C0020458,Hyperhidrosis
G02AD02,C1384666,C1384666,Hearing impaired
G02AD02,C1384666,C0011053,Deafness
G02AD02,C2004487,C2004487,Vaginismus
B01AC09,C0000737,C0687713,Gastrointestinal pain
B01AC09,C0000737,C0000737,Abdominal pain
B01AC09,C0002792,C0002792,Anaphylactic shock
B01AC09,C0002871,C0002871,Anaemia
B01AC09,C0003123,C0232462,Decreased appetite
B01AC09,C0003467,C0003467,Anxiety
B01AC09,C0003862,C0003862,Arthralgia
B01AC09,C0003862,C0948594,Musculoskeletal discomfort
B01AC09,C0003864,C0003864,Arthritis
B01AC09,C0003962,C0003962,Ascites
B01AC09,C0004093,C0004093,Asthenia
B01AC09,C0004604,C0004604,Back pain
B01AC09,C0004936,C0004936,Mental disorder
B01AC09,C0007642,C0007642,Cellulitis
B01AC09,C0007859,C0007859,Neck pain
B01AC09,C0008031,C0008031,Chest pain
B01AC09,C0009326,C0009326,Collagen disorder
B01AC09,C0009450,C0009450,Infection
B01AC09,C0009782,C0009782,Connective tissue disorder
B01AC09,C0009806,C0009806,Constipation
B01AC09,C0010200,C0010200,Cough
B01AC09,C0010520,C0010520,Cyanosis
B01AC09,C0011570,C0011570,Depression
B01AC09,C0011991,C0011991,Diarrhoea
B01AC09,C0012833,C0012833,Dizziness
B01AC09,C0013395,C0013395,Dyspepsia
B01AC09,C0013404,C0013404,Dyspnoea
B01AC09,C0013595,C0013595,Eczema
B01AC09,C0013604,C0013604,Oedema
B01AC09,C0014130,C0014130,Endocrine disorder
B01AC09,C0014591,C0014591,Epistaxis
B01AC09,C0015230,C0015230,Rash
B01AC09,C0015230,C0011603,Dermatitis
B01AC09,C0015672,C0015672,Fatigue
B01AC09,C0015967,C0015967,Body temperature increased
B01AC09,C0016204,C0016204,Flatulence
B01AC09,C0016382,C0016382,Flushing
B01AC09,C0017152,C0017152,Gastritis
B01AC09,C0017178,C0017178,Gastrointestinal disorder
B01AC09,C0018681,C0018681,Headache
B01AC09,C0018799,C0018799,Cardiac disorder
B01AC09,C0018801,C0018801,Cardiac failure
B01AC09,C0018965,C0018965,Haematuria
B01AC09,C0019080,C0019080,Haemorrhage
B01AC09,C0019080,C0518015,Haemoglobin
B01AC09,C0019123,C0019123,Haemothorax
B01AC09,C0020437,C0020437,Hypercalcaemia
B01AC09,C0020453,C0020453,Hyperaesthesia
B01AC09,C0020461,C0020461,Hyperkalaemia
B01AC09,C0020517,C0020517,Hypersensitivity
B01AC09,C0020532,C0020532,Hypersplenism
B01AC09,C0020550,C0020550,Hyperthyroidism
B01AC09,C0020580,C0020580,Hypoaesthesia
B01AC09,C0020649,C0020649,Hypotension
B01AC09,C0020651,C0020651,Orthostatic hypotension
B01AC09,C0023218,C0037763,Muscle spasms
B01AC09,C0025061,C0025061,Mediastinal disorder
B01AC09,C0026858,C0026858,Musculoskeletal pain
B01AC09,C0027051,C0027051,Myocardial infarction
B01AC09,C0027051,C0948089,Acute coronary syndrome
B01AC09,C0027497,C0027497,Nausea
B01AC09,C0027765,C0027765,Nervous system disorder
B01AC09,C0027769,C0027769,Nervousness
B01AC09,C0027769,C0233494,Tension
B01AC09,C0030193,C0030193,Pain
B01AC09,C0030232,C0030232,Pallor
B01AC09,C0030252,C0030252,Palpitations
B01AC09,C0030312,C0030312,Pancytopenia
B01AC09,C0030554,C0030554,Paraesthesia
B01AC09,C0031350,C0031350,Pharyngitis
B01AC09,C0032227,C0032227,Pleural effusion
B01AC09,C0032285,C0032285,Pneumonia
B01AC09,C0032326,C0032326,Pneumothorax
B01AC09,C0033774,C0033774,Pruritus
B01AC09,C0034063,C0034063,Pulmonary oedema
B01AC09,C0034065,C0034065,Pulmonary embolism
B01AC09,C0035455,C0035455,Rhinitis
B01AC09,C0036690,C0243026,Sepsis
B01AC09,C0036974,C0036974,Shock
B01AC09,C0037199,C0037199,Sinusitis
B01AC09,C0037299,C0037299,Skin ulcer
B01AC09,C0038002,C0038002,Splenomegaly
B01AC09,C0038990,C0020458,Hyperhidrosis
B01AC09,C0039070,C0041657,Loss of consciousness
B01AC09,C0039070,C0039070,Syncope
B01AC09,C0039231,C0039231,Tachycardia
B01AC09,C0039971,C0039971,Thirst
B01AC09,C0040034,C0040034,Thrombocytopenia
B01AC09,C0040822,C0040822,Tremor
B01AC09,C0042029,C0042029,Urinary tract infection
B01AC09,C0042109,C0042109,Urticaria
B01AC09,C0042373,C0042373,Angiopathy
B01AC09,C0042401,C1142412,Vasodilation procedure
B01AC09,C0042963,C0042963,Vomiting
B01AC09,C0043096,C0043096,Weight decreased
B01AC09,C0043352,C0043352,Dry mouth
B01AC09,C0085096,C0085096,Peripheral vascular disorder
B01AC09,C0085593,C0085593,Chills
B01AC09,C0085605,C0085605,Hepatic failure
B01AC09,C0085631,C0085631,Agitation
B01AC09,C0085649,C0085649,Oedema peripheral
B01AC09,C0151735,C0151735,Injection site reaction
B01AC09,C0151828,C0151828,Injection site pain
B01AC09,C0178298,C0037274,Skin disorder
B01AC09,C0231528,C0231528,Myalgia
B01AC09,C0232292,C0235710,Chest discomfort
B01AC09,C0232487,C0232487,Abdominal discomfort
B01AC09,C0235527,C2939447,Right ventricular failure
B01AC09,C0236000,C0236000,Pain in jaw
B01AC09,C0242184,C0242184,Hypoxia
B01AC09,C0267596,C0267596,Rectal haemorrhage
B01AC09,C0270458,C1269683,Major depression
B01AC09,C0392025,C0000731,Abdominal distension
B01AC09,C0392171,C0521839,Influenza like illness
B01AC09,C0392386,C0392386,Platelet count decreased
B01AC09,C0424295,C0424295,Hyperkinesia
B01AC09,C0428977,C0428977,Bradycardia
B01AC09,C0521491,C0858797,Instillation site pain
B01AC09,C0521491,C0521491,Application site pain
B01AC09,C0851341,C1384353,Infestation
B01AC09,C0860239,C1619702,Device related infection
B01AC09,C0917801,C0917801,Insomnia
B01AC09,C1141861,C1141861,Procedural complication
B01AC09,C1285577,C0009676,Confusional state
B01AC09,C2830004,C2830004,Somnolence
G02AD01,C0000737,C0687713,Gastrointestinal pain
G02AD01,C0000737,C0000737,Abdominal pain
G02AD01,C0002631,C0002631,Amniotic cavity infection
G02AD01,C0004604,C0004604,Back pain
G02AD01,C0011991,C0011991,Diarrhoea
G02AD01,C0012739,C0012739,Disseminated intravascular coagulation
G02AD01,C0013927,C1868769,Anaphylactoid syndrome of pregnancy
G02AD01,C0015930,C0015930,Foetal distress syndrome
G02AD01,C0015944,C0015944,Premature rupture of membranes
G02AD01,C0015967,C0015967,Body temperature increased
G02AD01,C0018811,C0018811,Foetal heart rate
G02AD01,C0020517,C0020517,Hypersensitivity
G02AD01,C0020649,C0020649,Hypotension
G02AD01,C0021053,C0021053,Immune system disorder
G02AD01,C0027497,C0027497,Nausea
G02AD01,C0032961,C0032961,Pregnancy
G02AD01,C0042143,C0042143,Uterine rupture
G02AD01,C0042373,C0042373,Angiopathy
G02AD01,C0042963,C0042963,Vomiting
G02AD01,C0243026,C0243026,Sepsis
G02AD01,C0269842,C0269842,Uterine hypertonus
G02AD01,C0410916,C0410916,Death neonatal
G02AD01,C0410959,C0410959,Foetal acidosis
G02AD01,C0428977,C0428977,Bradycardia
G01AD02,C0001122,C0001122,Acidosis
G01AD02,C0018965,C0018965,Haematuria
G01AD02,C0020488,C0020488,Hypernatraemia
G01AD02,C0030193,C0030193,Pain
S02AA10,C0001122,C0001122,Acidosis
S02AA10,C0018965,C0018965,Haematuria
S02AA10,C0020488,C0020488,Hypernatraemia
S02AA10,C0030193,C0030193,Pain
S01EB09,C0010037,C0010037,Corneal oedema
S01EB09,C0010038,C0010038,Corneal opacity
S01EB09,C0013404,C0013404,Dyspnoea
S01EB09,C0016382,C0016382,Flushing
S01EB09,C0020649,C0020649,Hypotension
S01EB09,C0038990,C0020458,Hyperhidrosis
S01EB09,C0428977,C0428977,Bradycardia
S01EB09,C0948284,C0948284,Corneal decompensation
C01EB10,C0002792,C0002792,Anaphylactic shock
C01EB10,C0002994,C0002994,Angioedema
C01EB10,C0003578,C0003578,Apnoea
C01EB10,C0003811,C0003811,Arrhythmia
C01EB10,C0004093,C0004093,Asthenia
C01EB10,C0004238,C0004238,Atrial fibrillation
C01EB10,C0004245,C0004245,Atrioventricular block
C01EB10,C0004604,C0004604,Back pain
C01EB10,C0006266,C0006266,Bronchospasm
C01EB10,C0008031,C0008031,Chest pain
C01EB10,C0010200,C0010200,Cough
C01EB10,C0012833,C0012833,Dizziness
C01EB10,C0013144,C2830004,Somnolence
C01EB10,C0013404,C0013404,Dyspnoea
C01EB10,C0015230,C0015230,Rash
C01EB10,C0015230,C0011603,Dermatitis
C01EB10,C0016382,C0016382,Flushing
C01EB10,C0018681,C0018681,Headache
C01EB10,C0018790,C0018790,Cardiac arrest
C01EB10,C0018799,C0018799,Cardiac disorder
C01EB10,C0018801,C0018801,Cardiac failure
C01EB10,C0020517,C0020517,Hypersensitivity
C01EB10,C0020538,C0020538,Hypertension
C01EB10,C0020578,C0020578,Hyperventilation
C01EB10,C0020649,C0020649,Hypotension
