,entity_name,original_entity_types,PMID,relation,entity_side
437,enhanced inhibitory synaptic transmission,biological_process,39695089,bioprocess_protein,2
438,enhanced lysosomal exocytosis,biological_process,39080379,drug_bioprocess,2
440,enlarged endolysosomes,phenotype,34910516,phenotype_protein,2
441,enteric glia changes,phenotype,39813314,disease_phenotype_positive,2
442,enteric neuron loss,phenotype,39975385,disease_phenotype_positive,2
446,epilepsy of unknown etiology,phenotype,36576693,disease_phenotype_positive,2
448,epithelial-mesenchymal transition pathway enrichment,protein/gene,39154552,anatomy_protein_present,2
449,epithelial-mesenchymal transition pathway inducer,protein/gene,39154552,disease_protein,2
452,exocytic components,protein/gene,35358180,protein_protein,2
453,exon-skipping antisense oligonucleotides,drug,37359347,drug_effect,1
456,failed autophagy,phenotype,35087090,disease_phenotype_positive,2
457,fatal neurodegeneration,disease,36453132,disease_disease,1
462,focal right lower limb dystonia,phenotype,39525553,disease_phenotype_positive,2
476,general proprioceptive ataxia,phenotype,35427439,disease_phenotype_positive,2
480,genetic progressive encephalopathies with myoclonus,disease,34382076,disease_disease,2
487,glucosylsphingosine 18:1 accumulation,phenotype,40639691,disease_phenotype_positive,2
488,glycerophosphodiester release defect,biological_process | protein/gene,38853929,bioprocess_bioprocess|bioprocess_protein,1|2
490,glycerophosphodiesters accumulation,phenotype,38195117|39724071,disease_phenotype_positive,2
501,habitual seizures,phenotype,35356463,disease_phenotype_positive,2
502,haploinsufficiency of the progranulin,molecular_function,37120788,disease_protein,2
504,"heavy metal toxicity (manganese, iron, zinc)",exposure,38249738,exposure_disease,1
505,heavy metal toxicity sensitivity,biological_process,38249738,molfunc_molfunc,2
510,heterozygous variants c.544_545del,protein/gene,36118858,protein_protein,2
512,high-dose intravenous immunoglobulin,drug,39470529,drug_effect,1
514,hippocampal dysfunction,phenotype,40628808,disease_phenotype_positive,2
526,homozygous variant c.316dup,mutation,38382230,mutation_protein,2
531,hydrolized acyl-phosphatidylglycerol,biological_process,39548099,bioprocess_bioprocess,1
535,hypersensitivity to pro-convulsive drugs,phenotype,38195117,disease_phenotype_positive,2
537,hyposensitivity to abrupt light changes,phenotype,38195117,disease_phenotype_positive,2
539,immune cell increase,phenotype,37014321,disease_phenotype_positive,2
542,impaired autophagy,phenotype,39791756,disease_phenotype_positive,2
543,impaired carnitine biosynthesis,phenotype,35427439,disease_phenotype_positive,2
547,impaired long-term potentiation,phenotype,35358180,disease_phenotype_positive,2
548,impaired myelin integrity,phenotype,39438652,phenotype_protein,2
549,impaired prehension,phenotype,35427439,disease_phenotype_positive,2
552,impairment locomotion,phenotype,39791756,disease_phenotype_positive,2
555,improved locomotor activities,phenotype,36697260,drug_effect,2
556,improved lysosomal pathology,phenotype,37790379,drug_effect,2
557,improved motor function,phenotype,36040802|37932327,drug_effect|exposure_phenotype,2
558,improved neural network activity,phenotype,39284877,drug_effect,2
559,improved neuroinflammation,phenotype,38798824,drug_effect,2
560,improved neuronal survival,phenotype,37296618,drug_effect,2
563,improved social behavior,phenotype,39791756,drug_effect,2
566,increase in lysosomal-related proteins,phenotype,36453132,disease_phenotype_positive,2
567,increase in many ribosomal subunit proteins,phenotype,36453132,disease_phenotype_positive,2
568,increase in the volume of the ventricular system,phenotype,35427439,disease_phenotype_positive,2
569,increased astrogliosis,phenotype | protein/gene,38696065|40358187,anatomy_protein_present|molfunc_molfunc,1|2
570,increased atypical muscle activity,phenotype,37113554,disease_phenotype_positive,2
571,increased autophagic flux,biological_process,36347423,drug_bioprocess,2
572,increased autophagic vacuoles,cellular_component,37571859,cellcomp_cellcomp,1
575,increased expression of choroid plexus genes,phenotype,34749772,disease_phenotype_positive,2
578,increased hydrolase in lysosome,biological_process,37974165,bioprocess_protein,2
588,increased life span,phenotype,34214607,drug_effect,2
590,increased lysosomal genes,phenotype,38696065,molfunc_molfunc,2
591,increased microgliosis,phenotype,38696065,molfunc_molfunc,2
592,increased motor deficiency,phenotype,34749772,disease_phenotype_positive,2
593,increased overall lysosomal proteolysis,biological_process,36347423,drug_bioprocess,2
594,increased oxysterol-binding protein,protein/gene,40333988,bioprocess_protein|protein_protein,1|2
595,increased pro-inflammatory cytokines,phenotype,38696065,molfunc_molfunc,2
